Variable Name,Min Date,Max Date,Number of Samples
WQ_SIL_RSI,26/11/2010 00:00:04,26/11/2010 00:00:25,2.000
WQ_DIAG_TOT_TURBIDITY,26/11/2010 00:00:27,26/11/2010 00:00:57,2.000
pH,26/11/2010 00:00:08,26/11/2010 00:01:18,2.000
WQ_DIAG_TOT_TSS,26/11/2010 00:00:27,26/11/2010 00:00:57,2.000
WQ_TRC_SS1,26/11/2010 00:00:27,26/11/2010 00:00:57,2.000
