Variable Name,Min Date,Max Date,Number of Samples
Conductivity,13/01/2003 00:00:00,02/09/2018 00:00:00,5712.000
TEMP,13/01/2003 00:00:00,02/09/2018 00:00:00,5712.000
Level,13/01/2003 00:00:00,02/09/2018 00:00:00,5712.000
SAL,13/01/2003 00:00:00,02/09/2018 00:00:00,5712.000
H,13/01/2003 00:00:00,02/09/2018 00:00:00,5712.000
Flow_m3,13/01/2003 00:00:00,02/09/2018 00:00:00,5712.000
