Date,NetEvap,Sal,NetEvap_mmd
30/12/1910 00:00,-5.43E-08,0,4.6892
31/12/1910 00:00,-7.70E-08,0,6.6524
01/01/1911 00:00,-5.46E-08,0,4.7183
02/01/1911 00:00,-6.57E-08,0,5.6799
03/01/1911 00:00,-7.08E-08,0,6.1138
04/01/1911 00:00,-7.46E-08,0,6.4479
05/01/1911 00:00,-7.91E-08,0,6.832
06/01/1911 00:00,-6.90E-08,0,5.9611
07/01/1911 00:00,-5.87E-08,0,5.0705
08/01/1911 00:00,-6.53E-08,0,5.644
09/01/1911 00:00,-7.00E-08,0,6.0496
10/01/1911 00:00,-7.10E-08,0,6.1331
11/01/1911 00:00,-6.28E-08,0,5.4231
12/01/1911 00:00,-6.24E-08,0,5.39
13/01/1911 00:00,-5.84E-08,0,5.0479
14/01/1911 00:00,-5.45E-08,0,4.7087
15/01/1911 00:00,-5.45E-08,0,4.7046
16/01/1911 00:00,-6.56E-08,0,5.6685
17/01/1911 00:00,-2.89E-08,0,2.4971
18/01/1911 00:00,-3.69E-08,0,3.1892
19/01/1911 00:00,-5.58E-08,0,4.8245
20/01/1911 00:00,-5.32E-08,0,4.599
21/01/1911 00:00,-6.88E-08,0,5.9472
22/01/1911 00:00,-7.59E-08,0,6.5548
23/01/1911 00:00,-8.15E-08,0,7.0433
24/01/1911 00:00,-7.81E-08,0,6.7488
25/01/1911 00:00,-7.87E-08,0,6.8023
26/01/1911 00:00,-7.37E-08,0,6.3639
27/01/1911 00:00,-7.06E-08,0,6.0987
28/01/1911 00:00,-2.25E-08,0,1.9445
29/01/1911 00:00,-5.18E-08,0,4.4728
30/01/1911 00:00,-6.92E-08,0,5.9821
31/01/1911 00:00,-7.14E-08,0,6.1693
01/02/1911 00:00,-5.66E-08,0,4.8882
02/02/1911 00:00,-6.62E-08,0,5.7238
03/02/1911 00:00,-5.42E-08,0,4.6811
04/02/1911 00:00,2.08E-09,0,-0.1799
05/02/1911 00:00,-3.86E-08,0,3.334
06/02/1911 00:00,-3.42E-08,0,2.9532
07/02/1911 00:00,1.49E-08,0,-1.2848
08/02/1911 00:00,-1.27E-09,0,0.1094
09/02/1911 00:00,7.33E-08,0,-6.3297
10/02/1911 00:00,-2.60E-08,0,2.2426
11/02/1911 00:00,-4.31E-08,0,3.726
12/02/1911 00:00,-5.03E-08,0,4.3418
13/02/1911 00:00,-4.02E-08,0,3.4764
14/02/1911 00:00,-3.48E-08,0,3.011
15/02/1911 00:00,-1.97E-08,0,1.6986
16/02/1911 00:00,-2.83E-08,0,2.4472
17/02/1911 00:00,-5.59E-08,0,4.826
18/02/1911 00:00,-6.17E-08,0,5.3275
19/02/1911 00:00,-5.77E-08,0,4.9855
20/02/1911 00:00,-6.28E-08,0,5.4275
21/02/1911 00:00,-6.36E-08,0,5.4922
22/02/1911 00:00,-6.54E-08,0,5.6479
23/02/1911 00:00,-6.63E-08,0,5.7304
24/02/1911 00:00,-6.27E-08,0,5.413
25/02/1911 00:00,-4.91E-08,0,4.2457
26/02/1911 00:00,-5.55E-08,0,4.7939
27/02/1911 00:00,-1.41E-08,0,1.2187
28/02/1911 00:00,-1.89E-08,0,1.6324
01/03/1911 00:00,-3.43E-08,0,2.9633
02/03/1911 00:00,-5.93E-08,0,5.1275
03/03/1911 00:00,-5.80E-08,0,5.0088
04/03/1911 00:00,-5.12E-08,0,4.4197
05/03/1911 00:00,-5.82E-08,0,5.0311
06/03/1911 00:00,-5.35E-08,0,4.6235
07/03/1911 00:00,-3.42E-08,0,2.9558
08/03/1911 00:00,-2.61E-08,0,2.2573
09/03/1911 00:00,-3.09E-08,0,2.6671
10/03/1911 00:00,-4.04E-08,0,3.4885
11/03/1911 00:00,-4.04E-08,0,3.4877
12/03/1911 00:00,-3.93E-08,0,3.3994
13/03/1911 00:00,-3.72E-08,0,3.2131
14/03/1911 00:00,-2.71E-08,0,2.3391
15/03/1911 00:00,-3.59E-08,0,3.0992
16/03/1911 00:00,-4.38E-08,0,3.788
17/03/1911 00:00,-4.25E-08,0,3.6746
18/03/1911 00:00,-2.08E-08,0,1.7992
19/03/1911 00:00,4.29E-08,0,-3.7071
20/03/1911 00:00,-6.63E-09,0,0.573
21/03/1911 00:00,-2.36E-08,0,2.042
22/03/1911 00:00,-3.28E-08,0,2.8314
23/03/1911 00:00,-4.05E-08,0,3.5
24/03/1911 00:00,-4.66E-08,0,4.0266
25/03/1911 00:00,-4.75E-08,0,4.1
26/03/1911 00:00,-5.77E-08,0,4.9863
27/03/1911 00:00,-3.36E-08,0,2.907
28/03/1911 00:00,-3.39E-08,0,2.927
29/03/1911 00:00,-2.96E-08,0,2.5564
30/03/1911 00:00,-3.81E-08,0,3.2933
31/03/1911 00:00,-3.76E-08,0,3.2479
01/04/1911 00:00,-4.75E-08,0,4.1039
02/04/1911 00:00,-4.80E-08,0,4.1479
03/04/1911 00:00,-4.17E-08,0,3.6039
04/04/1911 00:00,-3.50E-08,0,3.0266
05/04/1911 00:00,-2.09E-08,0,1.8085
06/04/1911 00:00,-3.00E-08,0,2.5944
07/04/1911 00:00,-2.77E-08,0,2.3912
08/04/1911 00:00,-3.59E-08,0,3.1
09/04/1911 00:00,-3.32E-08,0,2.8648
10/04/1911 00:00,-2.95E-08,0,2.5479
11/04/1911 00:00,-2.68E-08,0,2.3196
12/04/1911 00:00,-1.85E-08,0,1.5976
13/04/1911 00:00,-3.19E-09,0,0.2756
14/04/1911 00:00,-2.29E-08,0,1.978
15/04/1911 00:00,-2.19E-08,0,1.8958
16/04/1911 00:00,-2.81E-08,0,2.4266
17/04/1911 00:00,-3.58E-08,0,3.0938
18/04/1911 00:00,-2.78E-08,0,2.4
19/04/1911 00:00,-2.25E-08,0,1.9399
20/04/1911 00:00,-2.20E-08,0,1.9
21/04/1911 00:00,-2.06E-08,0,1.7839
22/04/1911 00:00,-2.61E-08,0,2.2519
23/04/1911 00:00,-2.10E-08,0,1.8146
24/04/1911 00:00,-1.46E-08,0,1.2657
25/04/1911 00:00,-1.26E-08,0,1.0888
26/04/1911 00:00,-2.47E-08,0,2.1357
27/04/1911 00:00,-2.67E-08,0,2.3039
28/04/1911 00:00,-2.49E-08,0,2.1479
29/04/1911 00:00,-3.19E-08,0,2.7532
30/04/1911 00:00,-1.61E-08,0,1.3889
01/05/1911 00:00,-1.29E-08,0,1.1135
02/05/1911 00:00,-1.01E-08,0,0.8738
03/05/1911 00:00,-2.83E-08,0,2.4464
04/05/1911 00:00,-2.78E-08,0,2.4039
05/05/1911 00:00,-2.23E-08,0,1.9305
06/05/1911 00:00,-2.15E-08,0,1.8558
07/05/1911 00:00,1.69E-08,0,-1.4624
08/05/1911 00:00,-3.64E-09,0,0.3143
09/05/1911 00:00,1.45E-08,0,-1.2564
10/05/1911 00:00,2.04E-07,0,-17.6419
11/05/1911 00:00,-3.70E-09,0,0.3193
12/05/1911 00:00,-8.17E-09,0,0.7062
13/05/1911 00:00,-1.08E-08,0,0.9351
14/05/1911 00:00,-1.59E-08,0,1.3718
15/05/1911 00:00,-8.08E-09,0,0.6981
16/05/1911 00:00,-2.15E-08,0,1.8564
17/05/1911 00:00,-1.47E-09,0,0.1274
18/05/1911 00:00,5.16E-08,0,-4.4554
19/05/1911 00:00,2.04E-08,0,-1.7638
20/05/1911 00:00,6.29E-08,0,-5.4318
21/05/1911 00:00,-8.68E-11,0,0.0075
22/05/1911 00:00,-1.74E-09,0,0.1506
23/05/1911 00:00,-3.80E-09,0,0.3282
24/05/1911 00:00,-1.35E-08,0,1.1672
25/05/1911 00:00,-2.00E-09,0,0.1731
26/05/1911 00:00,-8.95E-09,0,0.7737
27/05/1911 00:00,2.49E-08,0,-2.1514
28/05/1911 00:00,7.81E-09,0,-0.6752
29/05/1911 00:00,2.41E-09,0,-0.2084
30/05/1911 00:00,3.31E-08,0,-2.8602
31/05/1911 00:00,8.34E-09,0,-0.721
01/06/1911 00:00,-4.08E-09,0,0.3526
02/06/1911 00:00,3.58E-09,0,-0.3093
03/06/1911 00:00,1.17E-08,0,-1.0109
04/06/1911 00:00,2.72E-08,0,-2.3533
05/06/1911 00:00,1.28E-08,0,-1.1088
06/06/1911 00:00,1.35E-08,0,-1.1645
07/06/1911 00:00,8.24E-08,0,-7.1178
08/06/1911 00:00,3.08E-08,0,-2.6592
09/06/1911 00:00,5.13E-08,0,-4.4362
10/06/1911 00:00,1.10E-08,0,-0.9505
11/06/1911 00:00,1.80E-08,0,-1.5548
12/06/1911 00:00,-6.22E-09,0,0.5372
13/06/1911 00:00,-7.89E-09,0,0.682
14/06/1911 00:00,-7.67E-09,0,0.6628
15/06/1911 00:00,-6.20E-09,0,0.5358
16/06/1911 00:00,-6.92E-09,0,0.5983
17/06/1911 00:00,1.32E-08,0,-1.1367
18/06/1911 00:00,4.71E-10,0,-0.0407
19/06/1911 00:00,3.20E-08,0,-2.7611
20/06/1911 00:00,3.53E-08,0,-3.0493
21/06/1911 00:00,6.67E-09,0,-0.576
22/06/1911 00:00,-7.28E-09,0,0.6289
23/06/1911 00:00,-9.22E-09,0,0.7965
24/06/1911 00:00,-1.23E-08,0,1.0614
25/06/1911 00:00,-9.86E-09,0,0.8523
26/06/1911 00:00,-1.27E-08,0,1.1
27/06/1911 00:00,-1.39E-08,0,1.2039
28/06/1911 00:00,-1.33E-08,0,1.1489
29/06/1911 00:00,-1.28E-08,0,1.1053
30/06/1911 00:00,1.78E-09,0,-0.1535
01/07/1911 00:00,-1.20E-08,0,1.036
02/07/1911 00:00,-1.14E-08,0,0.9807
03/07/1911 00:00,-8.66E-09,0,0.7486
04/07/1911 00:00,-1.02E-08,0,0.8846
05/07/1911 00:00,-1.39E-08,0,1.2039
06/07/1911 00:00,-1.05E-08,0,0.9039
07/07/1911 00:00,-1.27E-08,0,1.1
08/07/1911 00:00,-5.97E-09,0,0.5158
09/07/1911 00:00,8.87E-09,0,-0.7664
10/07/1911 00:00,1.00E-09,0,-0.0867
11/07/1911 00:00,-6.86E-10,0,0.0593
12/07/1911 00:00,1.99E-08,0,-1.7167
13/07/1911 00:00,-1.27E-08,0,1.1
14/07/1911 00:00,-1.38E-08,0,1.1961
15/07/1911 00:00,-1.50E-08,0,1.3
16/07/1911 00:00,-3.78E-09,0,0.327
17/07/1911 00:00,3.38E-08,0,-2.9169
18/07/1911 00:00,3.34E-08,0,-2.8839
19/07/1911 00:00,2.28E-10,0,-0.0197
20/07/1911 00:00,1.03E-10,0,-0.0089
21/07/1911 00:00,7.35E-08,0,-6.3526
22/07/1911 00:00,1.64E-08,0,-1.4152
23/07/1911 00:00,-1.35E-08,0,1.1664
24/07/1911 00:00,-1.27E-08,0,1.1
25/07/1911 00:00,-1.97E-08,0,1.7039
26/07/1911 00:00,-1.50E-08,0,1.3
27/07/1911 00:00,6.55E-08,0,-5.6615
28/07/1911 00:00,-9.67E-09,0,0.8357
29/07/1911 00:00,5.47E-09,0,-0.473
30/07/1911 00:00,6.77E-09,0,-0.5851
31/07/1911 00:00,-5.31E-09,0,0.4585
01/08/1911 00:00,-1.37E-08,0,1.1837
02/08/1911 00:00,-5.34E-09,0,0.4616
03/08/1911 00:00,-1.11E-08,0,0.9599
04/08/1911 00:00,-2.08E-08,0,1.8
05/08/1911 00:00,-2.67E-08,0,2.3039
06/08/1911 00:00,-2.19E-08,0,1.8919
07/08/1911 00:00,-2.05E-08,0,1.7709
08/08/1911 00:00,-1.13E-08,0,0.9804
09/08/1911 00:00,-1.96E-08,0,1.6961
10/08/1911 00:00,-1.94E-08,0,1.674
11/08/1911 00:00,8.94E-09,0,-0.7722
12/08/1911 00:00,-1.65E-08,0,1.4229
13/08/1911 00:00,-5.50E-10,0,0.0475
14/08/1911 00:00,-2.84E-09,0,0.2457
15/08/1911 00:00,-1.06E-08,0,0.9147
16/08/1911 00:00,2.12E-08,0,-1.8346
17/08/1911 00:00,-7.19E-09,0,0.6216
18/08/1911 00:00,-2.27E-10,0,0.0196
19/08/1911 00:00,-1.29E-08,0,1.1165
20/08/1911 00:00,-2.13E-08,0,1.8407
21/08/1911 00:00,-1.54E-08,0,1.3263
22/08/1911 00:00,-2.09E-08,0,1.8024
23/08/1911 00:00,-1.84E-09,0,0.1586
24/08/1911 00:00,-1.61E-08,0,1.3879
25/08/1911 00:00,-2.54E-08,0,2.1922
26/08/1911 00:00,-2.16E-08,0,1.8702
27/08/1911 00:00,-2.26E-08,0,1.9517
28/08/1911 00:00,-1.04E-08,0,0.9012
29/08/1911 00:00,-2.91E-08,0,2.516
30/08/1911 00:00,-2.94E-08,0,2.544
31/08/1911 00:00,-3.28E-08,0,2.8367
01/09/1911 00:00,-1.47E-08,0,1.2688
02/09/1911 00:00,2.04E-07,0,-17.6234
03/09/1911 00:00,-8.41E-09,0,0.7264
04/09/1911 00:00,-1.32E-08,0,1.1364
05/09/1911 00:00,-2.63E-08,0,2.2724
06/09/1911 00:00,-2.84E-08,0,2.4505
07/09/1911 00:00,-2.88E-08,0,2.4885
08/09/1911 00:00,-3.24E-08,0,2.7992
09/09/1911 00:00,-2.91E-08,0,2.5129
10/09/1911 00:00,-2.39E-08,0,2.0679
11/09/1911 00:00,-3.18E-08,0,2.7446
12/09/1911 00:00,-3.88E-08,0,3.3533
13/09/1911 00:00,-3.80E-08,0,3.2807
14/09/1911 00:00,-3.24E-08,0,2.8
15/09/1911 00:00,5.58E-08,0,-4.818
16/09/1911 00:00,-2.98E-09,0,0.2579
17/09/1911 00:00,-2.89E-08,0,2.4978
18/09/1911 00:00,-3.25E-08,0,2.8093
19/09/1911 00:00,-2.64E-08,0,2.2832
20/09/1911 00:00,-3.39E-08,0,2.9272
21/09/1911 00:00,8.59E-09,0,-0.7425
22/09/1911 00:00,-3.10E-08,0,2.6744
23/09/1911 00:00,-1.53E-08,0,1.3179
24/09/1911 00:00,-3.78E-08,0,3.2642
25/09/1911 00:00,-2.24E-08,0,1.9367
26/09/1911 00:00,-2.56E-08,0,2.2094
27/09/1911 00:00,6.56E-08,0,-5.6691
28/09/1911 00:00,8.92E-08,0,-7.7033
29/09/1911 00:00,1.45E-08,0,-1.2522
30/09/1911 00:00,-1.74E-08,0,1.5054
01/10/1911 00:00,-4.80E-08,0,4.1463
02/10/1911 00:00,-3.78E-08,0,3.2663
03/10/1911 00:00,-3.64E-08,0,3.142
04/10/1911 00:00,-3.65E-08,0,3.1529
05/10/1911 00:00,-4.52E-08,0,3.9031
06/10/1911 00:00,-4.22E-08,0,3.6454
07/10/1911 00:00,-3.61E-08,0,3.1222
08/10/1911 00:00,-2.54E-08,0,2.1943
09/10/1911 00:00,-2.57E-08,0,2.2244
10/10/1911 00:00,-4.19E-08,0,3.6219
11/10/1911 00:00,-4.53E-08,0,3.9155
12/10/1911 00:00,-4.17E-08,0,3.6
13/10/1911 00:00,-4.17E-08,0,3.6039
14/10/1911 00:00,-6.97E-09,0,0.6023
15/10/1911 00:00,-3.77E-08,0,3.2552
16/10/1911 00:00,-3.13E-08,0,2.7032
17/10/1911 00:00,-4.39E-08,0,3.7903
18/10/1911 00:00,-6.40E-08,0,5.5304
19/10/1911 00:00,-5.26E-08,0,4.5479
20/10/1911 00:00,-5.05E-08,0,4.3659
21/10/1911 00:00,-5.21E-08,0,4.5
22/10/1911 00:00,-3.70E-08,0,3.2
23/10/1911 00:00,-4.57E-08,0,3.949
24/10/1911 00:00,-3.73E-08,0,3.2255
25/10/1911 00:00,-4.74E-08,0,4.0992
26/10/1911 00:00,-4.15E-08,0,3.5835
27/10/1911 00:00,-4.63E-08,0,4
28/10/1911 00:00,-5.59E-08,0,4.832
29/10/1911 00:00,-6.75E-08,0,5.8359
30/10/1911 00:00,-2.73E-08,0,2.3579
31/10/1911 00:00,8.21E-08,0,-7.0943
01/11/1911 00:00,-1.49E-08,0,1.2899
02/11/1911 00:00,-5.10E-08,0,4.407
03/11/1911 00:00,-5.34E-08,0,4.6172
04/11/1911 00:00,-6.30E-08,0,5.4471
05/11/1911 00:00,-5.97E-08,0,5.1592
06/11/1911 00:00,-6.71E-08,0,5.8
07/11/1911 00:00,-6.30E-08,0,5.444
08/11/1911 00:00,-6.37E-08,0,5.5
09/11/1911 00:00,-6.75E-08,0,5.832
10/11/1911 00:00,-7.50E-08,0,6.4763
11/11/1911 00:00,-5.40E-08,0,4.6682
12/11/1911 00:00,-6.30E-08,0,5.4437
13/11/1911 00:00,-6.55E-08,0,5.6589
14/11/1911 00:00,-7.70E-08,0,6.656
15/11/1911 00:00,-6.08E-08,0,5.2504
16/11/1911 00:00,-6.58E-08,0,5.6841
17/11/1911 00:00,-6.65E-08,0,5.7418
18/11/1911 00:00,-6.88E-08,0,5.9432
19/11/1911 00:00,-6.83E-08,0,5.9046
20/11/1911 00:00,-5.51E-08,0,4.7609
21/11/1911 00:00,-4.87E-08,0,4.2067
22/11/1911 00:00,-6.99E-08,0,6.0392
23/11/1911 00:00,-4.16E-08,0,3.5912
24/11/1911 00:00,-3.98E-08,0,3.436
25/11/1911 00:00,-6.53E-08,0,5.6426
26/11/1911 00:00,-7.93E-08,0,6.8479
27/11/1911 00:00,-7.39E-08,0,6.3807
28/11/1911 00:00,-8.59E-08,0,7.4186
29/11/1911 00:00,-7.71E-08,0,6.6595
30/11/1911 00:00,-8.77E-08,0,7.5791
01/12/1911 00:00,-5.61E-08,0,4.8493
02/12/1911 00:00,-5.89E-08,0,5.0882
03/12/1911 00:00,-5.27E-08,0,4.5525
04/12/1911 00:00,2.16E-09,0,-0.1864
05/12/1911 00:00,1.47E-07,0,-12.7251
06/12/1911 00:00,-5.14E-08,0,4.437
07/12/1911 00:00,-7.33E-08,0,6.332
08/12/1911 00:00,-6.82E-08,0,5.8939
09/12/1911 00:00,-7.00E-08,0,6.0488
10/12/1911 00:00,-7.00E-08,0,6.0496
11/12/1911 00:00,-5.82E-08,0,5.0275
12/12/1911 00:00,-3.50E-08,0,3.021
13/12/1911 00:00,-6.29E-08,0,5.4372
14/12/1911 00:00,-5.86E-08,0,5.0628
15/12/1911 00:00,-3.36E-08,0,2.9064
16/12/1911 00:00,-5.74E-08,0,4.9578
17/12/1911 00:00,-6.72E-08,0,5.8021
18/12/1911 00:00,-5.22E-08,0,4.5094
19/12/1911 00:00,-5.99E-08,0,5.1751
20/12/1911 00:00,-5.43E-08,0,4.6921
21/12/1911 00:00,-5.82E-08,0,5.0255
22/12/1911 00:00,-5.92E-08,0,5.1183
23/12/1911 00:00,-6.36E-08,0,5.4909
24/12/1911 00:00,-6.93E-08,0,5.9915
25/12/1911 00:00,-6.07E-08,0,5.2486
26/12/1911 00:00,-6.41E-08,0,5.5425
27/12/1911 00:00,-7.17E-08,0,6.1991
28/12/1911 00:00,-5.89E-08,0,5.0908
29/12/1911 00:00,-7.14E-08,0,6.1651
30/12/1911 00:00,-5.96E-08,0,5.1496
31/12/1911 00:00,-6.29E-08,0,5.4359
01/01/1912 00:00,-5.94E-08,0,5.132
02/01/1912 00:00,-6.57E-08,0,5.6807
03/01/1912 00:00,-7.27E-08,0,6.2785
04/01/1912 00:00,-4.31E-08,0,3.7197
05/01/1912 00:00,-5.06E-08,0,4.3679
06/01/1912 00:00,-4.56E-08,0,3.9392
07/01/1912 00:00,-6.53E-08,0,5.6414
08/01/1912 00:00,-8.52E-08,0,7.357
09/01/1912 00:00,-6.40E-08,0,5.5284
10/01/1912 00:00,-5.97E-08,0,5.1541
11/01/1912 00:00,-5.60E-08,0,4.8415
12/01/1912 00:00,-7.91E-08,0,6.8335
13/01/1912 00:00,-8.65E-08,0,7.4746
14/01/1912 00:00,-7.91E-08,0,6.8362
15/01/1912 00:00,-6.06E-08,0,5.2351
16/01/1912 00:00,-6.81E-08,0,5.88
17/01/1912 00:00,-7.09E-08,0,6.1275
18/01/1912 00:00,-5.88E-08,0,5.0825
19/01/1912 00:00,-8.08E-08,0,6.983
20/01/1912 00:00,-6.98E-08,0,6.0295
21/01/1912 00:00,-8.71E-08,0,7.5242
22/01/1912 00:00,-6.56E-08,0,5.6708
23/01/1912 00:00,-6.80E-08,0,5.8761
24/01/1912 00:00,-7.46E-08,0,6.4488
25/01/1912 00:00,-6.69E-08,0,5.7763
26/01/1912 00:00,-6.80E-08,0,5.8748
27/01/1912 00:00,-6.73E-08,0,5.8144
28/01/1912 00:00,-7.12E-08,0,6.153
29/01/1912 00:00,-7.56E-08,0,6.5323
30/01/1912 00:00,-8.13E-08,0,7.0213
31/01/1912 00:00,-8.93E-08,0,7.7197
01/02/1912 00:00,-8.70E-08,0,7.5197
02/02/1912 00:00,-7.92E-08,0,6.8433
03/02/1912 00:00,-8.09E-08,0,6.9894
04/02/1912 00:00,-6.25E-08,0,5.4028
05/02/1912 00:00,-6.50E-08,0,5.6138
06/02/1912 00:00,-6.99E-08,0,6.0354
07/02/1912 00:00,-6.16E-08,0,5.3221
08/02/1912 00:00,-5.09E-08,0,4.4013
09/02/1912 00:00,-6.99E-08,0,6.0418
10/02/1912 00:00,-7.93E-08,0,6.8479
11/02/1912 00:00,-6.40E-08,0,5.5275
12/02/1912 00:00,-6.35E-08,0,5.4825
13/02/1912 00:00,-6.19E-08,0,5.351
14/02/1912 00:00,-6.48E-08,0,5.6
15/02/1912 00:00,-7.13E-08,0,6.1597
16/02/1912 00:00,-7.74E-08,0,6.6883
17/02/1912 00:00,-6.10E-08,0,5.2718
18/02/1912 00:00,-6.10E-08,0,5.2707
19/02/1912 00:00,-6.74E-08,0,5.8197
20/02/1912 00:00,-7.39E-08,0,6.3863
21/02/1912 00:00,-7.10E-08,0,6.1308
22/02/1912 00:00,-5.22E-08,0,4.5127
23/02/1912 00:00,1.30E-07,0,-11.2547
24/02/1912 00:00,-2.97E-08,0,2.5664
25/02/1912 00:00,-5.60E-08,0,4.8401
26/02/1912 00:00,-6.42E-08,0,5.544
27/02/1912 00:00,-4.97E-08,0,4.2937
28/02/1912 00:00,-4.91E-08,0,4.2445
29/02/1912 00:00,-4.78E-08,0,4.1261
01/03/1912 00:00,-5.75E-08,0,4.969
02/03/1912 00:00,-6.10E-08,0,5.2672
03/03/1912 00:00,-6.85E-08,0,5.9197
04/03/1912 00:00,-5.26E-08,0,4.5432
05/03/1912 00:00,-4.97E-08,0,4.2959
06/03/1912 00:00,-5.10E-08,0,4.4073
07/03/1912 00:00,-5.48E-08,0,4.7334
08/03/1912 00:00,-3.70E-08,0,3.1933
09/03/1912 00:00,1.66E-08,0,-1.4376
10/03/1912 00:00,-4.21E-08,0,3.6337
11/03/1912 00:00,-3.75E-08,0,3.2405
12/03/1912 00:00,-4.10E-08,0,3.5431
13/03/1912 00:00,-3.96E-08,0,3.4191
14/03/1912 00:00,-4.18E-08,0,3.6084
15/03/1912 00:00,-4.80E-08,0,4.1479
16/03/1912 00:00,-4.85E-08,0,4.1922
17/03/1912 00:00,-4.66E-08,0,4.0264
18/03/1912 00:00,-4.58E-08,0,3.9597
19/03/1912 00:00,-4.92E-08,0,4.2496
20/03/1912 00:00,-4.67E-08,0,4.0357
21/03/1912 00:00,-4.91E-08,0,4.2413
22/03/1912 00:00,-4.51E-08,0,3.9
23/03/1912 00:00,-4.61E-08,0,3.9863
24/03/1912 00:00,-4.41E-09,0,0.3808
25/03/1912 00:00,-5.07E-08,0,4.3799
26/03/1912 00:00,-4.02E-08,0,3.4722
27/03/1912 00:00,-3.79E-08,0,3.2754
28/03/1912 00:00,-1.38E-08,0,1.1966
29/03/1912 00:00,-3.04E-08,0,2.6223
30/03/1912 00:00,-3.57E-08,0,3.0863
31/03/1912 00:00,-3.53E-08,0,3.0479
01/04/1912 00:00,-3.53E-08,0,3.0525
02/04/1912 00:00,-3.91E-08,0,3.3743
03/04/1912 00:00,-2.88E-08,0,2.488
04/04/1912 00:00,-3.25E-08,0,2.8102
05/04/1912 00:00,-1.75E-08,0,1.5096
06/04/1912 00:00,-1.12E-08,0,0.9644
07/04/1912 00:00,2.52E-08,0,-2.1774
08/04/1912 00:00,1.28E-10,0,-0.0111
09/04/1912 00:00,-2.26E-08,0,1.9527
10/04/1912 00:00,-3.34E-08,0,2.888
11/04/1912 00:00,-3.49E-08,0,3.0165
12/04/1912 00:00,-2.79E-08,0,2.4112
13/04/1912 00:00,-3.22E-08,0,2.7807
14/04/1912 00:00,-3.47E-08,0,3
15/04/1912 00:00,-2.67E-08,0,2.3039
16/04/1912 00:00,-2.48E-08,0,2.1461
17/04/1912 00:00,-6.28E-09,0,0.5428
18/04/1912 00:00,-1.89E-08,0,1.6309
19/04/1912 00:00,-2.98E-08,0,2.5761
20/04/1912 00:00,-1.44E-08,0,1.243
21/04/1912 00:00,-1.88E-08,0,1.6222
22/04/1912 00:00,-1.96E-08,0,1.6901
23/04/1912 00:00,-1.51E-08,0,1.3038
24/04/1912 00:00,-9.52E-09,0,0.8226
25/04/1912 00:00,-2.12E-08,0,1.8298
26/04/1912 00:00,-2.32E-08,0,2.0068
27/04/1912 00:00,-2.28E-08,0,1.9736
28/04/1912 00:00,-2.43E-08,0,2.0992
29/04/1912 00:00,-2.57E-08,0,2.2194
30/04/1912 00:00,-2.66E-08,0,2.3
01/05/1912 00:00,-2.37E-08,0,2.0479
02/05/1912 00:00,-2.18E-08,0,1.8863
03/05/1912 00:00,-2.55E-08,0,2.2039
04/05/1912 00:00,-2.43E-08,0,2.1
05/05/1912 00:00,-2.08E-08,0,1.8
06/05/1912 00:00,-1.99E-08,0,1.7204
07/05/1912 00:00,-2.69E-08,0,2.3258
08/05/1912 00:00,-2.78E-08,0,2.4039
09/05/1912 00:00,-2.66E-08,0,2.3
10/05/1912 00:00,-1.64E-08,0,1.4181
11/05/1912 00:00,-1.03E-09,0,0.0888
12/05/1912 00:00,-2.19E-08,0,1.888
13/05/1912 00:00,-2.07E-08,0,1.7922
14/05/1912 00:00,-2.20E-08,0,1.9039
15/05/1912 00:00,-1.97E-08,0,1.7039
16/05/1912 00:00,-7.84E-09,0,0.6774
17/05/1912 00:00,-1.07E-09,0,0.0923
18/05/1912 00:00,-1.03E-08,0,0.888
19/05/1912 00:00,-7.99E-10,0,0.069
20/05/1912 00:00,-3.84E-09,0,0.3315
21/05/1912 00:00,-1.17E-08,0,1.0132
22/05/1912 00:00,2.71E-09,0,-0.2344
23/05/1912 00:00,-1.41E-08,0,1.2149
24/05/1912 00:00,-1.28E-08,0,1.1039
25/05/1912 00:00,-4.62E-09,0,0.3989
26/05/1912 00:00,-1.20E-08,0,1.038
27/05/1912 00:00,-8.73E-09,0,0.7542
28/05/1912 00:00,-1.57E-08,0,1.3558
29/05/1912 00:00,-1.97E-09,0,0.1706
30/05/1912 00:00,2.91E-08,0,-2.5154
31/05/1912 00:00,-2.58E-10,0,0.0223
01/06/1912 00:00,4.28E-09,0,-0.3701
02/06/1912 00:00,-6.10E-09,0,0.527
03/06/1912 00:00,7.47E-09,0,-0.6455
04/06/1912 00:00,-1.27E-08,0,1.1009
05/06/1912 00:00,-1.47E-08,0,1.2726
06/06/1912 00:00,-8.63E-09,0,0.746
07/06/1912 00:00,-1.20E-08,0,1.036
08/06/1912 00:00,-1.24E-08,0,1.0725
09/06/1912 00:00,-8.82E-09,0,0.7617
10/06/1912 00:00,4.45E-08,0,-3.8449
11/06/1912 00:00,-5.59E-09,0,0.4831
12/06/1912 00:00,1.34E-08,0,-1.1606
13/06/1912 00:00,3.22E-08,0,-2.7834
14/06/1912 00:00,1.61E-08,0,-1.3898
15/06/1912 00:00,4.87E-09,0,-0.4209
16/06/1912 00:00,-1.51E-09,0,0.1302
17/06/1912 00:00,7.10E-09,0,-0.6133
18/06/1912 00:00,-1.82E-09,0,0.1573
19/06/1912 00:00,-8.89E-09,0,0.7683
20/06/1912 00:00,-1.16E-08,0,1
21/06/1912 00:00,-1.15E-08,0,0.9961
