Date,With all Water,No CEW,No eWater
01/07/2013,  0.001178,  0.001246,  0.001132
02/07/2013, -0.405531, -0.413235, -0.413226
03/07/2013, -0.494721, -0.495715, -0.495558
04/07/2013, -1.459875, -1.467418, -1.467372
05/07/2013, -1.219097, -1.222104, -1.222407
06/07/2013,  0.235940,  0.216969,  0.216448
07/07/2013,  0.611430,  0.569245,  0.569627
08/07/2013,  0.812560,  0.798360,  0.798622
09/07/2013,  0.847555,  0.827060,  0.827206
10/07/2013,  0.581416,  0.575156,  0.574694
11/07/2013,  0.448482,  0.443505,  0.443262
12/07/2013,  0.334926,  0.332902,  0.332792
13/07/2013,  0.274398,  0.272468,  0.272316
14/07/2013, -0.116181, -0.117154, -0.116427
15/07/2013,  0.253166,  0.250753,  0.251121
16/07/2013,  0.488644,  0.485934,  0.485914
17/07/2013,  0.080113,  0.078859,  0.078437
18/07/2013, -1.166886, -1.179735, -1.179351
19/07/2013, -1.086393, -1.097966, -1.098260
20/07/2013, -0.671308, -0.673117, -0.672483
21/07/2013,  0.351109,  0.350355,  0.351382
22/07/2013,  0.238078,  0.237256,  0.237102
23/07/2013,  0.639477,  0.638575,  0.638710
24/07/2013,  0.682733,  0.682550,  0.682042
25/07/2013,  0.684175,  0.682871,  0.682911
26/07/2013,  0.382057,  0.380696,  0.380882
27/07/2013,  0.240203,  0.238904,  0.238716
28/07/2013, -0.280764, -0.281264, -0.281153
29/07/2013, -0.543306, -0.543520, -0.543919
30/07/2013,  0.223033,  0.222103,  0.222148
31/07/2013,  0.250658,  0.250721,  0.250567
01/08/2013,  0.158319,  0.158344,  0.158367
02/08/2013, -1.057058, -1.058754, -1.058297
03/08/2013, -0.809228, -0.810363, -0.810112
04/08/2013, -0.235949, -0.236669, -0.236916
05/08/2013, -0.028128, -0.028028, -0.028203
06/08/2013, -0.193925, -0.194125, -0.194123
07/08/2013, -0.135779, -0.136288, -0.135874
08/08/2013,  0.392462,  0.391775,  0.391872
09/08/2013,  0.300354,  0.300143,  0.300184
10/08/2013,  0.028202,  0.028670,  0.028281
11/08/2013,  0.595838,  0.485399,  0.485596
12/08/2013, -0.204308, -0.271700, -0.271764
13/08/2013,  0.283920,  0.254433,  0.255006
14/08/2013, -0.284102, -0.298126, -0.297957
15/08/2013,  0.587302,  0.576159,  0.576794
16/08/2013,  0.018035,  0.006193,  0.006322
17/08/2013, -0.810251, -0.779069, -0.778872
18/08/2013, -0.890494, -0.884575, -0.882790
19/08/2013,  0.209294,  0.208496,  0.207588
20/08/2013,  0.743922,  0.741168,  0.741530
21/08/2013,  0.776881,  0.765922,  0.766032
22/08/2013,  0.733254,  0.716420,  0.716375
