ISOTime,Flow,SAL,TEMP,TRACE_1,TRACE_2,SS1,RET,OXY,RSI,AMM,NIT,FRP,FRP_ADS,DOC,POC,DON,PON,DOP,POP,GRN,MAG_ulva,MAG_ulva_IN,MAG_ulva_IP
08/09/2014 00:00:00,0.087080,1.236157,15.067003,1.000000,0.000000,0.021401,30663684.000000,304.834991,136.409546,1.490119,0.000000,0.011462,0.000021,461.674225,78.955673,42.855328,54.223877,1.452352,2.374717,161.607788,0.000000,0.000000,0.000000
09/09/2014 00:00:00,0.037849,1.114748,14.031621,1.000000,0.000000,1.426872,30776580.000000,310.372925,135.863922,1.685910,0.000000,0.011018,0.001289,460.083710,81.446564,42.622597,55.649609,1.473119,2.484349,157.308609,0.000000,0.000000,0.000000
10/09/2014 00:00:00,0.030982,1.619390,13.079682,1.000000,0.000000,2.229001,30654702.000000,315.597198,134.531357,1.717326,0.000000,0.011234,0.002149,459.329712,80.935600,41.992104,54.999767,1.455654,2.467561,154.625961,0.000000,0.000000,0.000000
11/09/2014 00:00:00,0.031872,1.637274,13.988177,1.000000,0.000000,0.967391,30831666.000000,309.362610,134.856567,1.694709,0.000000,0.011822,0.000966,460.298370,80.966881,42.005741,54.883995,1.455580,2.460701,154.966248,0.000000,0.000000,0.000000
12/09/2014 00:00:00,0.048566,1.562177,14.951260,1.000000,0.000000,0.416236,31013346.000000,298.195984,135.276215,1.663503,0.000000,0.011628,0.000407,460.765991,81.082146,42.058754,54.852741,1.456893,2.457250,155.549774,0.000000,0.000000,0.000000
13/09/2014 00:00:00,0.050445,1.562603,17.415901,1.000000,0.000000,0.305760,31157456.000000,279.796875,135.527893,1.622191,0.000000,0.012750,0.000318,461.259613,80.798523,42.056904,54.564011,1.451750,2.437932,156.371689,0.000000,0.000000,0.000000
14/09/2014 00:00:00,0.050924,1.564743,18.548651,1.000000,0.000000,0.226223,31310502.000000,264.294678,135.817352,1.569832,0.000000,0.013430,0.000244,461.841095,80.547478,42.054085,54.290897,1.445787,2.419829,157.499725,0.000000,0.000000,0.000000
15/09/2014 00:00:00,0.029083,0.990651,19.230001,1.000000,0.000000,0.551636,31460804.000000,269.592499,136.548264,1.592472,0.000000,0.014723,0.000637,460.922333,81.146156,42.575787,55.059742,1.459812,2.448012,158.783295,0.000000,0.000000,0.000000
16/09/2014 00:00:00,0.029654,0.988768,15.426010,1.000000,0.000000,0.386541,31773138.000000,299.409546,137.546936,1.515765,0.000000,0.012511,0.000400,463.921936,81.229301,42.816528,55.034218,1.461429,2.439046,161.065811,0.000000,0.000000,0.000000
17/09/2014 00:00:00,0.030263,0.993885,14.185919,1.000000,0.000000,0.270089,32035774.000000,306.604462,138.310226,1.466733,0.000000,0.012104,0.000275,466.192657,81.125137,42.982151,54.868523,1.461185,2.423173,162.670837,0.000000,0.000000,0.000000
