Date,With all Water,No CEW,No eWater
01/07/2013, -0.592033, -0.590834, -0.592656
02/07/2013, -6.768696, -6.895544, -6.895431
03/07/2013, -8.132676, -8.148459, -8.145924
04/07/2013,-21.733321,-21.843246,-21.842372
05/07/2013,-17.392940,-17.435934,-17.440300
06/07/2013,  3.477092,  3.202627,  3.195126
07/07/2013,  9.034734,  8.418836,  8.424418
08/07/2013, 12.155046, 12.151172, 12.154918
09/07/2013, 13.407052, 13.330660, 13.334522
10/07/2013,  9.747605,  9.696278,  9.689365
11/07/2013,  7.528420,  7.490286,  7.485851
12/07/2013,  5.585101,  5.559188,  5.557733
13/07/2013,  4.492526,  4.470156,  4.467930
14/07/2013, -1.590246, -1.615953, -1.604670
15/07/2013,  3.923326,  3.896631,  3.902159
16/07/2013,  7.862437,  7.842736,  7.842798
17/07/2013,  1.467260,  1.450466,  1.444220
18/07/2013,-16.997049,-17.184516,-17.178994
19/07/2013,-15.819914,-15.989306,-15.993511
20/07/2013, -9.750977, -9.777385, -9.768138
21/07/2013,  5.265893,  5.255381,  5.270578
22/07/2013,  3.669706,  3.658314,  3.656125
23/07/2013,  9.824988,  9.812586,  9.814583
24/07/2013, 10.725897, 10.728888, 10.720882
25/07/2013, 10.693244, 10.694123, 10.694718
26/07/2013,  5.851865,  5.853278,  5.856064
27/07/2013,  3.667196,  3.664401,  3.661594
28/07/2013, -4.157873, -4.161480, -4.159698
29/07/2013, -8.099349, -8.102338, -8.108254
30/07/2013,  3.418849,  3.405181,  3.405869
31/07/2013,  3.909251,  3.912859,  3.909502
01/08/2013,  2.528116,  2.531565,  2.531702
02/08/2013,-15.743372,-15.767601,-15.760779
03/08/2013,-12.087136,-12.103868,-12.100086
04/08/2013, -3.478950, -3.489371, -3.493058
05/08/2013, -0.353889, -0.352002, -0.354629
06/08/2013, -2.882590, -2.885363, -2.885361
07/08/2013, -1.978755, -1.986280, -1.980006
08/08/2013,  6.108974,  6.098700,  6.100213
09/08/2013,  4.850393,  4.847353,  4.848038
10/08/2013,  0.578377,  0.585515,  0.579544
11/08/2013,  9.818140,  7.981944,  7.984901
12/08/2013, -2.917045, -3.953893, -3.954850
13/08/2013,  4.416893,  4.044964,  4.054416
14/08/2013, -4.307694, -4.482930, -4.480332
15/08/2013,  8.799494,  8.761973,  8.771858
16/08/2013,  0.044446, -0.042490, -0.040280
17/08/2013,-12.377900,-11.903718,-11.900723
18/08/2013,-13.614687,-13.514696,-13.487030
19/08/2013,  3.293538,  3.287458,  3.273480
20/08/2013, 11.626646, 11.590248, 11.595821
21/08/2013, 12.108217, 11.964046, 11.966006
22/08/2013, 10.439869, 10.261570, 10.260946
23/08/2013, 11.323690, 11.096990, 11.090262
24/08/2013, 17.334021, 17.130330, 17.129766
25/08/2013, 26.002113, 25.806794, 25.806665
26/08/2013, 28.458052, 28.237990, 28.235297
27/08/2013, 29.453079, 29.383676, 29.383749
28/08/2013, 31.565713, 31.536120, 31.535978
29/08/2013, 28.675732, 28.519199, 28.523117
30/08/2013, 15.979307, 15.819903, 15.819282
31/08/2013, 22.156952, 22.057204, 22.054998
01/09/2013, 20.660432, 20.742513, 20.742262
02/09/2013, 19.981001, 20.161708, 20.158967
03/09/2013, 21.447994, 21.495939, 21.495291
04/09/2013, 22.715122, 22.503516, 22.508669
05/09/2013, 25.740295, 25.391750, 25.393142
06/09/2013, 24.250162, 23.832498, 23.832298
07/09/2013, 19.851999, 19.421291, 19.418576
08/09/2013, 21.091392, 20.711112, 20.710823
09/09/2013, 16.071244, 15.720816, 15.721378
10/09/2013,  7.413826,  7.192846,  7.193454
11/09/2013, 10.375091, 10.115565, 10.120874
12/09/2013, 14.219782, 14.038026, 14.040039
13/09/2013, 12.958883, 12.730387, 12.731284
14/09/2013,  8.492992,  8.319485,  8.315697
15/09/2013, 15.977283, 15.813442, 15.810854
16/09/2013, 14.034549, 13.923832, 13.926423
17/09/2013, 17.831457, 17.790707, 17.791194
18/09/2013, -3.246521, -3.266645, -3.263807
19/09/2013,  2.989414,  3.006385,  3.007299
20/09/2013,  5.203268,  5.251077,  5.259257
21/09/2013,  9.299502,  9.372925,  9.373947
22/09/2013,  9.240200,  9.638914,  9.641563
23/09/2013,  5.698537,  6.020958,  6.020393
24/09/2013,  8.076454,  8.315903,  8.318298
25/09/2013,  6.892346,  6.968540,  6.967153
26/09/2013, -6.433664, -6.396515, -6.396423
27/09/2013,  3.068862,  3.151808,  3.153136
28/09/2013,  1.258521,  1.355598,  1.347456
29/09/2013,  8.463031,  8.489195,  8.486901
30/09/2013, 12.482917, 12.495062, 12.513182
01/10/2013, -2.052174, -2.083255, -2.090983
02/10/2013, -6.214804, -6.320305, -6.321705
03/10/2013, 13.884955, 13.687651, 13.686692
04/10/2013, 21.787674, 21.190596, 21.189788
05/10/2013, 23.977537, 23.765904, 23.767829
06/10/2013, 21.624307, 21.276491, 21.275004
07/10/2013, 27.120370, 26.652802, 26.657744
08/10/2013, 31.050936, 30.624475, 30.619855
09/10/2013, 32.840387, 32.382176, 32.384569
10/10/2013, 28.127943, 27.577031, 27.587788
11/10/2013, 31.982631, 31.313094, 31.308683
12/10/2013, 32.663778, 31.872506, 31.874251
13/10/2013, 11.484635, 11.029054, 11.031142
14/10/2013, 29.574215, 28.972691, 28.970038
15/10/2013, 30.119219, 29.407395, 29.407208
16/10/2013, 23.805087, 23.391080, 23.395803
17/10/2013,  6.224773,  5.647827,  5.653289
18/10/2013, 28.016766, 26.567000, 26.565926
19/10/2013, 32.198302, 31.931221, 31.931940
20/10/2013, 26.621214, 26.428309, 26.435492
21/10/2013, 29.921152, 29.713687, 29.711250
22/10/2013, 27.291244, 26.999670, 27.012607
23/10/2013, 17.979443, 17.678831, 17.677849
24/10/2013, 23.922892, 22.820416, 22.815861
25/10/2013, 18.417050, 16.264051, 16.258967
26/10/2013, 15.270643, 14.210059, 14.209628
27/10/2013, 24.141938, 23.279687, 23.259550
28/10/2013, 25.783577, 24.979550, 24.857292
29/10/2013, 15.928652, 15.424403, 15.353797
30/10/2013,  9.702355,  9.451091,  9.414236
31/10/2013,  7.713425,  7.550724,  7.519091
01/11/2013,  6.802687,  6.495213,  5.911744
02/11/2013, 11.605223, 11.063080,  8.098044
03/11/2013, 12.437842, 11.899267,  9.591275
04/11/2013, 10.520553, 10.296798,  9.624868
05/11/2013,  4.877627,  4.756396,  4.439102
06/11/2013,  0.764356, -1.339160, -3.235988
07/11/2013, 11.039034,  7.042527,  0.132618
08/11/2013,  9.070613,  5.866865,  3.420218
09/11/2013,  5.806677,  4.615902,  3.850540
10/11/2013,  8.950725,  8.237542,  7.464361
11/11/2013, 14.384101,  9.019543,  8.248156
12/11/2013,  7.518536,  5.220313,  4.600559
13/11/2013,  5.003167,  3.863204,  3.526517
14/11/2013,  3.309286,  2.130664,  1.957861
15/11/2013, 11.167104,  3.817393,  3.422930
16/11/2013,  9.658115,  4.676654,  3.244183
17/11/2013,  0.954007, -0.850087, -0.927763
18/11/2013,  4.212097, -1.007256, -2.642497
19/11/2013, 16.076952,  9.845509, -2.105948
20/11/2013, 13.616757,  7.691150,  0.249170
21/11/2013,  4.005862,  1.182348, -1.099708
22/11/2013,  7.529943,  1.747038, -2.009788
23/11/2013,  8.413637,  4.097790,  0.086687
24/11/2013,  4.822031,  3.130501,  2.071680
25/11/2013,  4.050412,  3.139894,  2.645735
26/11/2013, -2.679510, -4.459133, -4.833395
27/11/2013,  4.480449, -4.015639,-11.143742
28/11/2013, 10.786555,  4.878103, -4.819355
29/11/2013,  9.175166,  5.768755,  3.675908
30/11/2013,  7.500748,  6.223523,  5.530053
01/12/2013,  4.172022,  2.453725,  2.240382
02/12/2013,  2.846008, -2.637479, -2.895351
03/12/2013,  3.263889, -2.248413, -7.778016
04/12/2013,  6.542187,  2.356889, -4.899653
05/12/2013, -2.783209, -4.836007, -7.481877
06/12/2013,  3.282828,  2.445387,  1.373838
07/12/2013,  5.009268,  4.691786,  4.300246
08/12/2013, -0.795468, -0.928473, -1.037520
