Date,Inflow_GL,TN_kg,TP_kg
2014-09-17 00:00:00,0.060468,102.995096,3.782199
2014-09-18 00:00:00,0.061222,104.280656,3.830607
2014-09-19 00:00:00,0.062321,106.152619,3.900592
2014-09-20 00:00:00,0.063215,107.676630,3.957829
2014-09-21 00:00:00,0.062828,107.019934,3.934918
2014-09-22 00:00:00,0.062697,106.797237,3.927963
2014-09-23 00:00:00,0.062722,106.841588,3.930817
2014-09-24 00:00:00,0.063618,108.369368,3.988282
2014-09-25 00:00:00,0.064409,109.718409,4.039180
2014-09-26 00:00:00,0.062906,107.158018,3.946157
2014-09-27 00:00:00,0.062759,106.909246,3.938229
2014-09-28 00:00:00,0.065495,111.571649,4.111264
2014-09-29 00:00:00,0.067467,114.932632,4.236431
2014-09-30 00:00:00,0.070169,119.537448,4.407540
2014-10-01 00:00:00,0.071114,121.147971,4.468310
2014-10-02 00:00:00,0.068318,116.386114,4.294011
2014-10-03 00:00:00,0.064874,110.520347,4.078866
2014-10-04 00:00:00,0.063394,108.000671,3.987126
2014-10-05 00:00:00,0.065451,111.505682,4.117803
2014-10-06 00:00:00,0.070297,119.763896,4.424160
2014-10-07 00:00:00,0.071248,121.384495,4.485397
2014-10-08 00:00:00,0.065811,112.123309,4.144470
2014-10-09 00:00:00,0.061592,104.937312,3.880053
2014-10-10 00:00:00,0.062071,105.753879,3.911481
2014-10-11 00:00:00,0.065050,110.831151,4.100535
2014-10-12 00:00:00,0.069686,118.730667,4.394182
2014-10-13 00:00:00,0.071923,122.543884,4.536693
2014-10-14 00:00:00,0.065716,111.968786,4.146471
2014-10-15 00:00:00,0.059040,100.596660,3.726496
2014-10-16 00:00:00,0.057218,97.492700,3.612639
2014-10-17 00:00:00,0.054872,93.496297,3.465620
2014-10-18 00:00:00,0.051253,87.330332,3.238072
2014-10-19 00:00:00,0.052542,89.528192,3.320607
2014-10-20 00:00:00,0.052250,89.031909,3.303206
2014-10-21 00:00:00,0.048728,83.031295,3.081534
2014-10-22 00:00:00,0.050690,86.375707,3.206661
2014-10-23 00:00:00,0.051852,88.356472,3.281193
2014-10-24 00:00:00,0.050814,86.589249,3.216572
2014-10-25 00:00:00,0.053100,90.486387,3.362378
2014-10-26 00:00:00,0.054271,92.482160,3.437601
2014-10-27 00:00:00,0.054877,93.516056,3.477104
2014-10-28 00:00:00,0.054956,93.651368,3.483210
2014-10-29 00:00:00,0.042170,71.864271,2.673661
2014-10-30 00:00:00,0.015565,26.524906,0.987114
2014-10-31 00:00:00,0.000885,1.508919,0.056173
2014-11-01 00:00:00,0.000777,1.324270,0.049315
2014-11-02 00:00:00,0.000703,1.198667,0.044651
2014-11-03 00:00:00,0.000528,0.900200,0.033543
2014-11-04 00:00:00,0.000471,0.802659,0.029918
2014-11-05 00:00:00,0.000446,0.760487,0.028355
2014-11-06 00:00:00,0.000359,0.611710,0.022815
2014-11-07 00:00:00,0.000280,0.476735,0.017786
2014-11-08 00:00:00,0.000273,0.464776,0.017345
2014-11-09 00:00:00,0.000273,0.466008,0.017397
2014-11-10 00:00:00,0.000255,0.435028,0.016245
2014-11-11 00:00:00,0.000205,0.349438,0.013053
2014-11-12 00:00:00,0.000141,0.240376,0.008982
2014-11-13 00:00:00,0.000160,0.272286,0.010177
2014-11-14 00:00:00,0.000238,0.404982,0.015142
2014-11-15 00:00:00,0.000251,0.428458,0.016024
2014-11-16 00:00:00,0.000201,0.343322,0.012844
2014-11-17 00:00:00,0.000185,0.314639,0.011775
2014-11-18 00:00:00,0.000185,0.314797,0.011784
2014-11-19 00:00:00,0.000175,0.298692,0.011185
2014-11-20 00:00:00,0.000161,0.274610,0.010286
2014-11-21 00:00:00,0.000140,0.239174,0.008962
2014-11-22 00:00:00,0.000120,0.203738,0.007636
2014-11-23 00:00:00,0.000119,0.203126,0.007616
2014-11-24 00:00:00,0.000143,0.243632,0.009137
2014-11-25 00:00:00,0.000156,0.265114,0.009946
2014-11-26 00:00:00,0.000166,0.282914,0.010617
2014-11-27 00:00:00,0.000162,0.276167,0.010367
2014-11-28 00:00:00,0.000134,0.228301,0.008572
2014-11-29 00:00:00,0.000096,0.163556,0.006143
2014-11-30 00:00:00,0.000085,0.144993,0.005448
2014-12-01 00:00:00,0.000115,0.195321,0.007341
2014-12-02 00:00:00,0.000110,0.186731,0.007020
2014-12-03 00:00:00,0.000075,0.127506,0.004795
2014-12-04 00:00:00,0.000085,0.144386,0.005432
2014-12-05 00:00:00,0.000109,0.186431,0.007015
2014-12-06 00:00:00,0.000112,0.191496,0.007208
2014-12-07 00:00:00,0.000099,0.169556,0.006384
2014-12-08 00:00:00,0.000086,0.147308,0.005548
2014-12-09 00:00:00,0.000086,0.147310,0.005550
2014-12-10 00:00:00,0.000095,0.161890,0.006101
2014-12-11 00:00:00,0.000098,0.167876,0.006329
2014-12-12 00:00:00,0.000076,0.129822,0.004896
2014-12-13 00:00:00,0.000044,0.074272,0.002802
2014-12-14 00:00:00,0.000048,0.081946,0.003092
2014-12-15 00:00:00,0.000062,0.106194,0.004008
2014-12-16 00:00:00,0.000064,0.108650,0.004102
2014-12-17 00:00:00,0.000056,0.095300,0.003599
2014-12-18 00:00:00,0.000049,0.083638,0.003160
2014-12-19 00:00:00,0.000055,0.093154,0.003520
2014-12-20 00:00:00,0.000047,0.080264,0.003034
2014-12-21 00:00:00,0.000036,0.061541,0.002327
2014-12-22 00:00:00,0.000031,0.052027,0.001968
2014-12-23 00:00:00,0.000035,0.060162,0.002276
2014-12-24 00:00:00,0.000042,0.071520,0.002707
2014-12-25 00:00:00,0.000048,0.081036,0.003068
2014-12-26 00:00:00,0.000065,0.111119,0.004208
2014-12-27 00:00:00,0.000059,0.101451,0.003843
2014-12-28 00:00:00,0.000029,0.049268,0.001867
2014-12-29 00:00:00,0.000012,0.020720,0.000785
2014-12-30 00:00:00,0.000028,0.048348,0.001833
2014-12-31 00:00:00,0.000040,0.068916,0.002614
2015-01-01 00:00:00,0.000030,0.050345,0.001910
2015-01-02 00:00:00,0.000014,0.023331,0.000885
2015-01-03 00:00:00,0.000011,0.018112,0.000688
2015-01-04 00:00:00,0.000017,0.029471,0.001119
2015-01-05 00:00:00,0.000017,0.029472,0.001119
2015-01-06 00:00:00,0.000008,0.014122,0.000537
2015-01-07 00:00:00,0.000000,0.000000,0.000000
2015-01-08 00:00:00,0.000013,0.022258,0.000846
2015-01-09 00:00:00,0.000041,0.069538,0.002645
2015-01-10 00:00:00,0.000045,0.076600,0.002914
2015-01-11 00:00:00,0.000033,0.055570,0.002115
2015-01-12 00:00:00,0.000056,0.094869,0.003611
2015-01-13 00:00:00,0.000078,0.132634,0.005050
2015-01-14 00:00:00,0.000073,0.124500,0.004742
2015-01-15 00:00:00,0.000051,0.086583,0.003299
2015-01-16 00:00:00,0.000020,0.034541,0.001316
2015-01-17 00:00:00,0.000009,0.015045,0.000574
2015-01-18 00:00:00,0.000018,0.031011,0.001183
2015-01-19 00:00:00,0.000015,0.026099,0.000996
2015-01-20 00:00:00,0.000004,0.007523,0.000287
2015-01-21 00:00:00,0.000000,0.000000,0.000000
2015-01-22 00:00:00,0.000000,0.000000,0.000000
2015-01-23 00:00:00,0.000000,0.000000,0.000000
2015-01-24 00:00:00,0.000000,0.000000,0.000000
2015-01-25 00:00:00,0.000000,0.000000,0.000000
2015-01-26 00:00:00,0.000000,0.000000,0.000000
2015-01-27 00:00:00,0.000000,0.000000,0.000000
2015-01-28 00:00:00,0.000000,0.000000,0.000000
2015-01-29 00:00:00,0.000000,0.000000,0.000000
2015-01-30 00:00:00,0.000000,0.000000,0.000000
2015-01-31 00:00:00,0.000000,0.000000,0.000000
2015-02-01 00:00:00,0.000000,0.000000,0.000000
2015-02-02 00:00:00,0.000000,0.000000,0.000000
2015-02-03 00:00:00,0.000000,0.000000,0.000000
2015-02-04 00:00:00,0.000000,0.000000,0.000000
2015-02-05 00:00:00,0.000000,0.000000,0.000000
2015-02-06 00:00:00,0.000000,0.000000,0.000000
2015-02-07 00:00:00,0.000000,0.000000,0.000000
2015-02-08 00:00:00,0.000000,0.000000,0.000000
2015-02-09 00:00:00,0.000000,0.000000,0.000000
2015-02-10 00:00:00,0.000000,0.000000,0.000000
2015-02-11 00:00:00,0.000000,0.000000,0.000000
2015-02-12 00:00:00,0.000000,0.000000,0.000000
2015-02-13 00:00:00,0.000000,0.000000,0.000000
2015-02-14 00:00:00,0.000000,0.000000,0.000000
2015-02-15 00:00:00,0.000000,0.000000,0.000000
2015-02-16 00:00:00,0.000000,0.000000,0.000000
2015-02-17 00:00:00,0.000000,0.000000,0.000000
2015-02-18 00:00:00,0.000000,0.000000,0.000000
2015-02-19 00:00:00,0.000000,0.000000,0.000000
2015-02-20 00:00:00,0.000000,0.000000,0.000000
2015-02-21 00:00:00,0.000000,0.000000,0.000000
2015-02-22 00:00:00,0.000000,0.000000,0.000000
2015-02-23 00:00:00,0.000000,0.000000,0.000000
2015-02-24 00:00:00,0.000000,0.000000,0.000000
2015-02-25 00:00:00,0.000000,0.000000,0.000000
2015-02-26 00:00:00,0.000000,0.000000,0.000000
2015-02-27 00:00:00,0.000000,0.000000,0.000000
2015-02-28 00:00:00,0.000000,0.000000,0.000000
2015-03-01 00:00:00,0.000000,0.000000,0.000000
2015-03-02 00:00:00,0.000000,0.000000,0.000000
2015-03-03 00:00:00,0.000000,0.000000,0.000000
2015-03-04 00:00:00,0.000000,0.000000,0.000000
2015-03-05 00:00:00,0.000000,0.000000,0.000000
2015-03-06 00:00:00,0.000000,0.000000,0.000000
2015-03-07 00:00:00,0.000000,0.000000,0.000000
2015-03-08 00:00:00,0.000000,0.000000,0.000000
2015-03-09 00:00:00,0.000000,0.000000,0.000000
2015-03-10 00:00:00,0.002376,4.056048,0.157054
2015-03-11 00:00:00,0.007067,12.061663,0.467161
2015-03-12 00:00:00,0.010001,17.069910,0.661322
2015-03-13 00:00:00,0.006798,11.603527,0.449663
2015-03-14 00:00:00,0.008498,14.505923,0.562338
2015-03-15 00:00:00,0.010135,17.299865,0.670810
2015-03-16 00:00:00,0.003542,6.046388,0.234518
2015-03-17 00:00:00,0.000715,1.220261,0.047344
2015-03-18 00:00:00,0.000273,0.465189,0.018054
2015-03-19 00:00:00,0.001433,2.446118,0.094967
2015-03-20 00:00:00,0.003413,5.825609,0.226231
2015-03-21 00:00:00,0.003400,5.804625,0.225478
2015-03-22 00:00:00,0.002247,3.835228,0.149022
2015-03-23 00:00:00,0.004824,8.235489,0.320105
2015-03-24 00:00:00,0.004700,8.023850,0.311951
2015-03-25 00:00:00,0.000885,1.511068,0.058765
2015-03-26 00:00:00,0.001207,2.060829,0.080174
2015-03-27 00:00:00,0.002139,3.651390,0.142089
2015-03-28 00:00:00,0.001955,3.336917,0.129889
2015-03-29 00:00:00,0.001909,3.258904,0.126891
2015-03-30 00:00:00,0.002019,3.446550,0.134236
2015-03-31 00:00:00,0.001651,2.818149,0.109792
2015-04-01 00:00:00,0.009003,15.370892,0.599042
2015-04-02 00:00:00,0.014169,24.190472,0.942991
2015-04-03 00:00:00,0.007260,12.395927,0.483350
2015-04-04 00:00:00,0.002673,4.563711,0.178007
2015-04-05 00:00:00,0.006568,11.213821,0.437540
2015-04-06 00:00:00,0.035490,60.594111,2.364952
2015-04-07 00:00:00,0.034874,59.542971,2.324446
2015-04-08 00:00:00,0.008722,14.891321,0.581521
2015-04-09 00:00:00,0.008438,14.407437,0.562788
2015-04-10 00:00:00,0.006739,11.506137,0.449586
2015-04-11 00:00:00,0.007306,12.475194,0.487602
2015-04-12 00:00:00,0.008236,14.062796,0.549807
2015-04-13 00:00:00,0.005836,9.964401,0.389685
2015-04-14 00:00:00,0.003510,5.992697,0.234429
2015-04-15 00:00:00,0.004484,7.656522,0.299614
2015-04-16 00:00:00,0.008058,13.760413,0.538623
2015-04-17 00:00:00,0.006423,10.967812,0.429423
2015-04-18 00:00:00,0.014933,25.499773,0.998748
2015-04-19 00:00:00,0.021952,37.486745,1.468596
2015-04-20 00:00:00,0.018281,31.217907,1.223381
2015-04-21 00:00:00,0.017554,29.975823,1.175038
2015-04-22 00:00:00,0.012137,20.726300,0.812693
2015-04-23 00:00:00,0.006204,10.593888,0.415511
2015-04-24 00:00:00,0.014415,24.617374,0.965877
2015-04-25 00:00:00,0.021197,36.200200,1.420680
2015-04-26 00:00:00,0.014066,24.021555,0.943005
2015-04-27 00:00:00,0.015159,25.888732,1.016619
2015-04-28 00:00:00,0.019672,33.596685,1.319676
2015-04-29 00:00:00,0.019081,32.587843,1.280411
2015-04-30 00:00:00,0.014173,24.205147,0.951317
2015-05-01 00:00:00,0.006965,11.894972,0.467628
2015-05-02 00:00:00,0.005912,10.096864,0.397074
2015-05-03 00:00:00,0.007011,11.974424,0.471032
2015-05-04 00:00:00,0.002763,4.719358,0.185691
2015-05-05 00:00:00,0.000827,1.412355,0.055592
2015-05-06 00:00:00,0.006599,11.270997,0.443771
2015-05-07 00:00:00,0.009925,16.952318,0.667623
2015-05-08 00:00:00,0.004767,8.141445,0.320715
2015-05-09 00:00:00,0.002077,3.547654,0.139799
2015-05-10 00:00:00,0.006458,11.031562,0.434845
2015-05-11 00:00:00,0.014824,25.319952,0.998342
2015-05-12 00:00:00,0.049183,84.010575,3.313472
2015-05-13 00:00:00,0.064778,110.648520,4.365185
2015-05-14 00:00:00,0.045782,78.201792,3.086052
2015-05-15 00:00:00,0.037185,63.518838,2.507341
2015-05-16 00:00:00,0.029495,50.382446,1.989378
2015-05-17 00:00:00,0.024485,41.824703,1.651947
2015-05-18 00:00:00,0.022157,37.849622,1.495383
2015-05-19 00:00:00,0.040463,69.121405,2.731737
2015-05-20 00:00:00,0.057008,97.385171,3.849766
2015-05-21 00:00:00,0.055469,94.757123,3.746969
2015-05-22 00:00:00,0.048706,83.205737,3.291117
2015-05-23 00:00:00,0.036260,61.944183,2.450852
2015-05-24 00:00:00,0.032484,55.493665,2.196282
2015-05-25 00:00:00,0.032420,55.385922,2.192649
2015-05-26 00:00:00,0.024381,41.652656,1.649422
2015-05-27 00:00:00,0.016490,28.171574,1.115914
2015-05-28 00:00:00,0.020048,34.250182,1.357105
2015-05-29 00:00:00,0.020438,34.918037,1.383938
2015-05-30 00:00:00,0.019302,32.977375,1.307423
2015-05-31 00:00:00,0.035446,60.559188,2.401646
2015-06-01 00:00:00,0.047190,80.625618,3.198301
2015-06-02 00:00:00,0.042766,73.066861,2.899285
2015-06-03 00:00:00,0.026940,46.027826,1.826869
2015-06-04 00:00:00,0.027944,47.744409,1.895638
2015-06-05 00:00:00,0.039469,67.436426,2.678181
2015-06-06 00:00:00,0.030264,51.710428,2.054214
2015-06-07 00:00:00,0.019451,33.235144,1.320655
2015-06-08 00:00:00,0.037137,63.454806,2.522313
2015-06-09 00:00:00,0.059928,102.398408,4.071360
2015-06-10 00:00:00,0.057425,98.121222,3.902418
2015-06-11 00:00:00,0.049547,84.661903,3.368073
2015-06-12 00:00:00,0.040488,69.184292,2.753131
2015-06-13 00:00:00,0.039010,66.658850,2.653411
2015-06-14 00:00:00,0.042505,72.631935,2.892001
2015-06-15 00:00:00,0.039630,67.719274,2.697150
2015-06-16 00:00:00,0.043505,74.343107,2.961855
2015-06-17 00:00:00,0.066044,112.858782,4.497634
2015-06-18 00:00:00,0.062432,106.688118,4.252830
2015-06-19 00:00:00,0.038966,66.588686,2.655162
2015-06-20 00:00:00,0.029609,50.598608,2.018147
2015-06-21 00:00:00,0.020444,34.936668,1.393857
2015-06-22 00:00:00,0.014636,25.012833,0.998223
2015-06-23 00:00:00,0.030606,52.305435,2.088088
2015-06-24 00:00:00,0.041270,70.530296,2.816352
2015-06-25 00:00:00,0.034379,58.753739,2.346789
2015-06-26 00:00:00,0.035534,60.729238,2.426397
2015-06-27 00:00:00,0.036581,62.517891,2.498567
2015-06-28 00:00:00,0.039976,68.322123,2.731334
2015-06-29 00:00:00,0.040247,68.785903,2.750634
2015-06-30 00:00:00,0.030386,51.932392,2.077272
2015-07-01 00:00:00,0.032566,55.659385,2.227036
2015-07-02 00:00:00,0.038500,65.801574,2.633551
2015-07-03 00:00:00,0.034982,59.799040,2.392396
2015-07-04 00:00:00,0.030891,52.861963,2.104663
2015-07-05 00:00:00,0.024907,42.675067,1.689205
2015-07-06 00:00:00,0.035445,60.813158,2.392130
2015-07-07 00:00:00,0.047763,82.044053,3.209659
2015-07-08 00:00:00,0.042962,73.890256,2.874002
2015-07-09 00:00:00,0.030492,52.506343,2.030662
2015-07-10 00:00:00,0.016805,28.973844,1.113991
2015-07-11 00:00:00,0.064062,110.614772,4.223105
2015-07-12 00:00:00,0.098016,169.418377,6.436393
2015-07-13 00:00:00,0.066256,114.665142,4.330258
2015-07-14 00:00:00,0.081884,141.903901,5.324207
2015-07-15 00:00:00,0.104151,180.702616,6.742038
2015-07-16 00:00:00,0.085297,148.141516,5.499455
2015-07-17 00:00:00,0.068905,119.631039,4.443888
2015-07-18 00:00:00,0.060268,104.575914,3.890848
2015-07-19 00:00:00,0.049285,85.469505,3.185075
2015-07-20 00:00:00,0.034550,59.882633,2.235060
2015-07-21 00:00:00,0.026407,45.741531,1.710144
2015-07-22 00:00:00,0.041215,71.347356,2.671966
2015-07-23 00:00:00,0.038985,67.453215,2.529677
2015-07-24 00:00:00,0.017390,30.070747,1.129584
2015-07-25 00:00:00,0.031109,53.757620,2.023091
2015-07-26 00:00:00,0.067858,117.199256,4.417286
2015-07-27 00:00:00,0.080667,139.245432,5.256175
2015-07-28 00:00:00,0.071810,123.884836,4.683857
2015-07-29 00:00:00,0.055901,96.384881,3.649810
2015-07-30 00:00:00,0.053767,92.647710,3.514298
2015-07-31 00:00:00,0.067683,116.627476,4.430657
2015-08-01 00:00:00,0.050891,87.952163,3.345515
2015-08-02 00:00:00,0.051435,89.270295,3.400770
2015-08-03 00:00:00,0.063467,110.523441,4.215405
2015-08-04 00:00:00,0.064126,112.108998,4.281745
2015-08-05 00:00:00,0.071725,125.842636,4.812244
2015-08-06 00:00:00,0.065014,114.488150,4.383641
2015-08-07 00:00:00,0.060268,106.522207,4.083831
2015-08-08 00:00:00,0.049807,88.346664,3.391163
2015-08-09 00:00:00,0.028631,50.963477,1.958561
2015-08-10 00:00:00,0.021130,37.761962,1.453206
2015-08-11 00:00:00,0.053265,95.553533,3.681937
2015-08-12 00:00:00,0.080473,144.839142,5.587232
2015-08-13 00:00:00,0.077771,140.477106,5.425474
2015-08-14 00:00:00,0.079224,143.619851,5.553555
2015-08-15 00:00:00,0.068264,124.065208,4.800916
2015-08-16 00:00:00,0.067003,121.348133,4.686243
2015-08-17 00:00:00,0.077946,140.592791,5.417135
2015-08-18 00:00:00,0.070693,126.968499,4.880556
2015-08-19 00:00:00,0.051968,92.952514,3.564710
2015-08-20 00:00:00,0.037354,66.512384,2.544223
2015-08-21 00:00:00,0.040430,71.673687,2.734810
2015-08-22 00:00:00,0.066190,116.809942,4.445422
2015-08-23 00:00:00,0.114089,200.481448,7.610858
2015-08-24 00:00:00,0.109334,191.354294,7.247365
2015-08-25 00:00:00,0.054831,95.553544,3.609922
2015-08-26 00:00:00,0.031134,53.998728,2.034291
2015-08-27 00:00:00,0.032188,55.580626,2.088370
2015-08-28 00:00:00,0.036305,62.439406,2.340088
2015-08-29 00:00:00,0.031924,54.847037,2.052285
2015-08-30 00:00:00,0.021862,37.534935,1.402234
2015-08-31 00:00:00,0.019951,34.230040,1.276747
2015-09-01 00:00:00,0.019403,33.267919,1.238915
2015-09-02 00:00:00,0.041322,70.797467,2.631997
2015-09-03 00:00:00,0.048420,82.911626,3.078195
2015-09-04 00:00:00,0.028145,48.161252,1.785133
2015-09-05 00:00:00,0.018211,31.140947,1.152478
2015-09-06 00:00:00,0.011977,20.466722,0.756181
2015-09-07 00:00:00,0.019348,33.039961,1.218625
2015-09-08 00:00:00,0.033688,57.489095,2.117123
2015-09-09 00:00:00,0.036059,61.496610,2.261247
2015-09-10 00:00:00,0.023549,40.135588,1.473516
2015-09-11 00:00:00,0.015173,25.844239,0.947469
2015-09-12 00:00:00,0.015018,25.579309,0.937854
2015-09-13 00:00:00,0.013098,22.309346,0.818215
2015-09-14 00:00:00,0.015738,26.805495,0.983442
2015-09-15 00:00:00,0.025568,43.547967,1.598191
2015-09-16 00:00:00,0.029427,50.122336,1.840016
2015-09-17 00:00:00,0.024458,41.659755,1.529824
2015-09-18 00:00:00,0.018775,31.980253,1.174742
2015-09-19 00:00:00,0.013501,22.996957,0.845017
2015-09-20 00:00:00,0.007936,13.517517,0.496849
2015-09-21 00:00:00,0.025767,43.891318,1.613868
2015-09-22 00:00:00,0.039853,67.885256,2.496771
2015-09-23 00:00:00,0.033662,57.340095,2.109608
2015-09-24 00:00:00,0.025831,44.001026,1.619324
2015-09-25 00:00:00,0.011023,18.777334,0.691251
2015-09-26 00:00:00,0.003966,6.756331,0.248802
2015-09-27 00:00:00,0.003933,6.699999,0.246812
2015-09-28 00:00:00,0.004697,8.001883,0.294857
2015-09-29 00:00:00,0.004558,7.764031,0.286184
2015-09-30 00:00:00,0.004140,7.052102,0.260020
2015-10-01 00:00:00,0.003246,5.530623,0.203986
2015-10-02 00:00:00,0.002110,3.594362,0.132609
2015-10-03 00:00:00,0.001015,1.728591,0.063795
2015-10-04 00:00:00,0.001053,1.793930,0.066228
2015-10-05 00:00:00,0.000861,1.467665,0.054198
2015-10-06 00:00:00,0.005668,9.657107,0.356756
2015-10-07 00:00:00,0.010927,18.616131,0.687904
2015-10-08 00:00:00,0.006316,10.761466,0.397767
2015-10-09 00:00:00,0.001333,2.271678,0.083994
2015-10-10 00:00:00,0.001263,2.152410,0.079611
2015-10-11 00:00:00,0.001766,3.008534,0.111311
2015-10-12 00:00:00,0.002839,4.837633,0.179041
2015-10-13 00:00:00,0.003073,5.235000,0.193803
2015-10-14 00:00:00,0.001615,2.751170,0.101880
2015-10-15 00:00:00,0.000657,1.119743,0.041480
2015-10-16 00:00:00,0.000896,1.526593,0.056570
2015-10-17 00:00:00,0.001717,2.926247,0.108469
2015-10-18 00:00:00,0.001944,3.312115,0.122807
2015-10-19 00:00:00,0.001180,2.010019,0.074550
2015-10-20 00:00:00,0.000956,1.628954,0.060437
2015-10-21 00:00:00,0.005454,9.292920,0.344902
2015-10-22 00:00:00,0.006262,10.671099,0.396147
2015-10-23 00:00:00,0.001967,3.352339,0.124490
2015-10-24 00:00:00,0.000931,1.586701,0.058941
2015-10-25 00:00:00,0.001325,2.257699,0.083896
2015-10-26 00:00:00,0.002760,4.702558,0.174798
2015-10-27 00:00:00,0.002031,3.461389,0.128696
2015-10-28 00:00:00,0.000503,0.857345,0.031887
2015-10-29 00:00:00,0.000389,0.662418,0.024645
2015-10-30 00:00:00,0.000329,0.561352,0.020891
2015-10-31 00:00:00,0.000276,0.470560,0.017518
2015-11-01 00:00:00,0.000251,0.427313,0.015913
2015-11-02 00:00:00,0.001198,2.042263,0.076079
2015-11-03 00:00:00,0.001782,3.037733,0.113192
2015-11-04 00:00:00,0.001476,2.516112,0.093785
2015-11-05 00:00:00,0.001238,2.109974,0.078670
2015-11-06 00:00:00,0.001275,2.173044,0.081049
2015-11-07 00:00:00,0.001373,2.340876,0.087333
2015-11-08 00:00:00,0.000824,1.403990,0.052396
2015-11-09 00:00:00,0.004068,6.933076,0.258832
2015-11-10 00:00:00,0.007290,12.424686,0.463970
2015-11-11 00:00:00,0.003926,6.691006,0.249927
2015-11-12 00:00:00,0.001900,3.239170,0.121037
2015-11-13 00:00:00,0.002169,3.696796,0.138173
2015-11-14 00:00:00,0.001159,1.975361,0.073855
2015-11-15 00:00:00,0.000779,1.327712,0.049656
2015-11-16 00:00:00,0.000430,0.732973,0.027421
2015-11-17 00:00:00,0.000209,0.356366,0.013336
2015-11-18 00:00:00,0.000143,0.244382,0.009148
2015-11-19 00:00:00,0.000119,0.203270,0.007612
2015-11-20 00:00:00,0.000145,0.247609,0.009275
2015-11-21 00:00:00,0.000171,0.291335,0.010916
2015-11-22 00:00:00,0.000166,0.282441,0.010586
2015-11-23 00:00:00,0.000151,0.258050,0.009675
2015-11-24 00:00:00,0.000103,0.174899,0.006559
2015-11-25 00:00:00,0.000054,0.091593,0.003436
2015-11-26 00:00:00,0.000036,0.060603,0.002274
2015-11-27 00:00:00,0.000032,0.053699,0.002016
2015-11-28 00:00:00,0.000016,0.028077,0.001054
2015-11-29 00:00:00,0.000007,0.012428,0.000467
2015-11-30 00:00:00,0.000000,0.000000,0.000000
2015-12-01 00:00:00,0.000000,0.000000,0.000000
2015-12-02 00:00:00,0.000000,0.000000,0.000000
2015-12-03 00:00:00,0.000000,0.000000,0.000000
2015-12-04 00:00:00,0.000000,0.000000,0.000000
2015-12-05 00:00:00,0.000000,0.000000,0.000000
2015-12-06 00:00:00,0.000000,0.000000,0.000000
2015-12-07 00:00:00,0.000000,0.000000,0.000000
2015-12-08 00:00:00,0.000000,0.000000,0.000000
2015-12-09 00:00:00,0.000000,0.000000,0.000000
2015-12-10 00:00:00,0.000000,0.000000,0.000000
2015-12-11 00:00:00,0.000000,0.000000,0.000000
2015-12-12 00:00:00,0.000000,0.000000,0.000000
2015-12-13 00:00:00,0.000000,0.000000,0.000000
2015-12-14 00:00:00,0.000000,0.000000,0.000000
2015-12-15 00:00:00,0.000000,0.000000,0.000000
2015-12-16 00:00:00,0.000000,0.000000,0.000000
2015-12-17 00:00:00,0.000000,0.000000,0.000000
2015-12-18 00:00:00,0.000000,0.000000,0.000000
2015-12-19 00:00:00,0.000000,0.000000,0.000000
2015-12-20 00:00:00,0.000000,0.000000,0.000000
2015-12-21 00:00:00,0.000000,0.000000,0.000000
2015-12-22 00:00:00,0.000000,0.000000,0.000000
2015-12-23 00:00:00,0.000000,0.000000,0.000000
2015-12-24 00:00:00,0.000000,0.000000,0.000000
2015-12-25 00:00:00,0.000000,0.000000,0.000000
2015-12-26 00:00:00,0.000000,0.000000,0.000000
2015-12-27 00:00:00,0.000000,0.000000,0.000000
2015-12-28 00:00:00,0.000000,0.000000,0.000000
2015-12-29 00:00:00,0.000000,0.000000,0.000000
2015-12-30 00:00:00,0.000000,0.000000,0.000000
2015-12-31 00:00:00,0.000000,0.000000,0.000000
2016-01-01 00:00:00,0.000000,0.000000,0.000000
2016-01-02 00:00:00,0.000000,0.000000,0.000000
2016-01-03 00:00:00,0.000000,0.000000,0.000000
2016-01-04 00:00:00,0.000000,0.000000,0.000000
2016-01-05 00:00:00,0.000000,0.000000,0.000000
2016-01-06 00:00:00,0.000000,0.000000,0.000000
2016-01-07 00:00:00,0.000000,0.000000,0.000000
2016-01-08 00:00:00,0.000000,0.000000,0.000000
2016-01-09 00:00:00,0.000000,0.000000,0.000000
2016-01-10 00:00:00,0.000000,0.000000,0.000000
2016-01-11 00:00:00,0.000000,0.000000,0.000000
2016-01-12 00:00:00,0.000000,0.000000,0.000000
2016-01-13 00:00:00,0.000000,0.000000,0.000000
2016-01-14 00:00:00,0.000000,0.000000,0.000000
2016-01-15 00:00:00,0.000000,0.000000,0.000000
2016-01-16 00:00:00,0.000000,0.000000,0.000000
2016-01-17 00:00:00,0.000000,0.000000,0.000000
2016-01-18 00:00:00,0.000000,0.000000,0.000000
2016-01-19 00:00:00,0.000000,0.000000,0.000000
2016-01-20 00:00:00,0.000000,0.000000,0.000000
2016-01-21 00:00:00,0.000000,0.000000,0.000000
2016-01-22 00:00:00,0.000000,0.000000,0.000000
2016-01-23 00:00:00,0.000000,0.000000,0.000000
2016-01-24 00:00:00,0.000000,0.000000,0.000000
2016-01-25 00:00:00,0.000000,0.000000,0.000000
2016-01-26 00:00:00,0.000000,0.000000,0.000000
2016-01-27 00:00:00,0.000000,0.000000,0.000000
2016-01-28 00:00:00,0.000000,0.000000,0.000000
