id,ctrd_x,ctrd_y,cfl_dt_min,cfl_dt_mean
           1,  0.3006831E+06,  0.6063227E+07,   191.923,  2865.192
           2,  0.3006438E+06,  0.6063360E+07,   464.584,  4455.973
           3,  0.3008612E+06,  0.6063136E+07,   171.618,  3096.251
           4,  0.3008213E+06,  0.6063283E+07,   371.199,  4121.328
           5,  0.3010393E+06,  0.6063045E+07,   137.479,  4769.960
           6,  0.3009829E+06,  0.6063166E+07,   468.186,  5427.964
           7,  0.3012174E+06,  0.6062954E+07,   145.466,  5581.832
           8,  0.3011572E+06,  0.6063082E+07,   427.437,  6350.369
           9,  0.3013955E+06,  0.6062862E+07,   145.654,  5203.072
          10,  0.3013311E+06,  0.6062991E+07,   454.565,  6619.625
          11,  0.3015736E+06,  0.6062771E+07,   140.716,  4457.783
          12,  0.3015076E+06,  0.6062902E+07,   450.519,  6228.740
          13,  0.3017517E+06,  0.6062680E+07,   140.499,  4758.125
          14,  0.3016841E+06,  0.6062811E+07,   460.317,  6188.866
          15,  0.3019298E+06,  0.6062588E+07,   147.730,  5612.437
          16,  0.3018617E+06,  0.6062719E+07,   469.235,  6439.408
          17,  0.3021079E+06,  0.6062497E+07,    92.197,  2053.088
          18,  0.3020315E+06,  0.6062642E+07,   336.096,  6217.050
          19,  0.3021070E+06,  0.6062594E+07,   107.703,  2470.924
          20,  0.3022860E+06,  0.6062406E+07,   155.941,  2796.528
          21,  0.3021960E+06,  0.6062548E+07,   223.028,  3092.911
          22,  0.3024641E+06,  0.6062315E+07,   164.418,  3415.911
          23,  0.3023899E+06,  0.6062460E+07,   271.819,  3185.099
          24,  0.3026423E+06,  0.6062223E+07,   162.519,  3299.177
          25,  0.3025685E+06,  0.6062368E+07,   272.726,  3262.911
          26,  0.3028204E+06,  0.6062132E+07,   168.964,  3325.452
          27,  0.3027458E+06,  0.6062276E+07,   272.781,  3265.980
          28,  0.3029985E+06,  0.6062041E+07,   177.854,  3292.429
          29,  0.3029225E+06,  0.6062186E+07,   271.302,  3207.180
          30,  0.3031766E+06,  0.6061949E+07,   193.881,  3490.626
          31,  0.3030990E+06,  0.6062095E+07,   270.904,  3117.153
          32,  0.3033547E+06,  0.6061858E+07,   186.135,  3485.246
          33,  0.3032751E+06,  0.6062005E+07,   271.943,  3073.884
          34,  0.3035328E+06,  0.6061767E+07,   171.891,  3250.331
          35,  0.3034513E+06,  0.6061914E+07,   271.216,  3049.943
          36,  0.3037109E+06,  0.6061676E+07,   169.185,  2939.986
          37,  0.3036274E+06,  0.6061824E+07,   270.279,  3074.788
          38,  0.3038890E+06,  0.6061584E+07,   159.798,  2484.206
          39,  0.3038046E+06,  0.6061732E+07,   221.941,  2733.902
          40,  0.3038875E+06,  0.6061687E+07,   156.345,  2036.729
          41,  0.3040671E+06,  0.6061493E+07,   144.890,  2608.715
          42,  0.3040472E+06,  0.6061596E+07,   213.115,  2372.695
          43,  0.3042452E+06,  0.6061402E+07,    82.037,  1383.834
          44,  0.3042290E+06,  0.6061506E+07,   158.296,  1782.513
          45,  0.3044236E+06,  0.6061311E+07,   170.979,  2631.114
          46,  0.3043180E+06,  0.6061461E+07,   132.371,  1284.549
          47,  0.3044142E+06,  0.6061421E+07,   223.388,  1747.728
          48,  0.3046022E+06,  0.6061221E+07,   160.289,  3115.259
          49,  0.3045883E+06,  0.6061330E+07,   243.684,  1990.854
