FVC file = MER_Scen2_20170701_20200701.fvc, Simulation Execution: 06/12/2020 11:56:13
Cell Coordinates and properties applied to model,X,Y,ZB,MATID,Area,ID
, 0.35975700977261E+06, 0.60213981945928E+07, -0.2717607E+00,           3,  0.1417796E+05,       15030
, 0.36026921584800E+06, 0.60230411830333E+07,  0.2817392E+00,           4,  0.9025141E+04,       15031
, 0.36024796733333E+06, 0.60229761666667E+07,  0.1787860E+01,           4,  0.3579748E+04,       15032
, 0.36021396104086E+06, 0.60231926601270E+07,  0.1452590E-01,           4,  0.1154132E+05,       15033
, 0.36030033906632E+06, 0.60231256108326E+07,  0.6406610E-01,           4,  0.1001865E+05,       15034
, 0.36027489233333E+06, 0.60229337866667E+07,  0.1900954E+01,           4,  0.3505451E+04,       15035
, 0.36004758900000E+06, 0.60233672933333E+07,  0.3951627E-01,           4,  0.5157129E+04,       15036
, 0.36011482400000E+06, 0.60233828633333E+07, -0.1052762E+00,           4,  0.6582936E+04,       15037
, 0.36016014866667E+06, 0.60233324266667E+07, -0.1217144E-01,           4,  0.7338845E+04,       15038
, 0.35999723837537E+06, 0.60234391785104E+07, -0.2875897E-01,           4,  0.1109233E+05,       15039
, 0.36024528528730E+06, 0.60233518481292E+07, -0.1058050E+00,           4,  0.1251933E+05,       15040
, 0.36026473800000E+06, 0.60232616666667E+07, -0.1051398E-01,           4,  0.5720548E+04,       15041
, 0.35986417364782E+06, 0.60234541442851E+07,  0.3492057E+00,           4,  0.1265589E+05,       15042
, 0.35994076594808E+06, 0.60235347708279E+07, -0.1319480E+00,           4,  0.1184507E+05,       15043
, 0.36047922885479E+06, 0.60220652001443E+07, -0.4878655E+00,           3,  0.4785161E+04,       15044
, 0.36046060900000E+06, 0.60221944966667E+07,  0.2321501E+00,           3,  0.6006845E+04,       15045
, 0.36051309191775E+06, 0.60221209827901E+07, -0.1945477E+00,           3,  0.9305768E+04,       15046
, 0.36047969133333E+06, 0.60222564033333E+07,  0.1247414E+01,           3,  0.4697480E+04,       15047
, 0.36017844266667E+06, 0.60217226400000E+07, -0.6030275E+00,           3,  0.6816090E+04,       15048
, 0.36019795266667E+06, 0.60216560133333E+07, -0.5463374E+00,           3,  0.8543836E+04,       15049
, 0.36015387733333E+06, 0.60215989866667E+07, -0.4759804E+00,           3,  0.7237047E+04,       15050
, 0.36006451413865E+06, 0.60215875441398E+07, -0.4467610E+00,           3,  0.1407824E+05,       15051
, 0.35997240300000E+06, 0.60215530100000E+07, -0.4078892E+00,           3,  0.6088218E+04,       15052
, 0.35995225866667E+06, 0.60214926066667E+07, -0.3824123E+00,           3,  0.5088856E+04,       15053
, 0.36036643127257E+06, 0.60217698021764E+07, -0.6972050E+00,           3,  0.5191465E+04,       15054
, 0.36032607242723E+06, 0.60217049840914E+07, -0.6260433E+00,           3,  0.1319547E+05,       15055
, 0.36039577023306E+06, 0.60218013234312E+07, -0.7301386E+00,           3,  0.5177348E+04,       15056
, 0.36027616466667E+06, 0.60216331133333E+07, -0.5409872E+00,           3,  0.7292685E+04,       15057
, 0.36042510926884E+06, 0.60218328447348E+07, -0.7505540E+00,           3,  0.5163061E+04,       15058
, 0.36045444679578E+06, 0.60218643700168E+07, -0.7509118E+00,           3,  0.5149472E+04,       15059
, 0.36048378710154E+06, 0.60218958925771E+07, -0.7255407E+00,           3,  0.5134940E+04,       15060
, 0.36051312618483E+06, 0.60219274139903E+07, -0.6757613E+00,           3,  0.5120683E+04,       15061
, 0.36054246506209E+06, 0.60219589356273E+07, -0.6044057E+00,           3,  0.5106502E+04,       15062
, 0.36057180437939E+06, 0.60219904572493E+07, -0.4926391E+00,           3,  0.5092267E+04,       15063
, 0.35950916061973E+06, 0.60213632453026E+07,  0.4646983E+00,           3,  0.1492875E+05,       15064
, 0.35962921268470E+06, 0.60213625053758E+07,  0.1229545E-01,           3,  0.1308157E+05,       15065
, 0.35991889066667E+06, 0.60213855966667E+07, -0.3674829E+00,           3,  0.5465953E+04,       15066
, 0.35989502489886E+06, 0.60213064326958E+07, -0.3082011E+00,           3,  0.1415918E+05,       15067
, 0.35979173766667E+06, 0.60213194733333E+07, -0.2677458E+00,           3,  0.7502018E+04,       15068
, 0.36000332470148E+06, 0.60214268760664E+07, -0.3677593E+00,           3,  0.1197256E+05,       15069
, 0.35973715901862E+06, 0.60212426808260E+07, -0.2642506E-01,           3,  0.1440212E+05,       15070
, 0.35964554966667E+06, 0.60212769766667E+07,  0.1740510E-01,           3,  0.7425295E+04,       15071
, 0.36035199966667E+06, 0.60230018366667E+07,  0.3597974E+00,           4,  0.4651462E+04,       15072
, 0.36035244448362E+06, 0.60229287204279E+07,  0.4115819E+00,           4,  0.9711584E+04,       15073
, 0.36039105411999E+06, 0.60230590367827E+07,  0.3895247E+00,           4,  0.1072566E+05,       15074
, 0.36034152582466E+06, 0.60232243084218E+07,  0.4645049E-01,           4,  0.1226793E+05,       15075
, 0.36043219558073E+06, 0.60231543421103E+07,  0.3267943E+00,           4,  0.1163761E+05,       15076
, 0.36034004288870E+06, 0.60228299289611E+07,  0.3529547E+00,           4,  0.8275585E+04,       15077
, 0.36006019666667E+06, 0.60234949500000E+07, -0.2955443E+00,           4,  0.5726467E+04,       15078
, 0.36015468536336E+06, 0.60234769461701E+07, -0.3360585E+00,           4,  0.1584264E+05,       15079
, 0.36024053533333E+06, 0.60234528200000E+07, -0.3342257E+00,           4,  0.5901654E+04,       15080
, 0.36003760912441E+06, 0.60235800834199E+07, -0.4187398E+00,           4,  0.1146505E+05,       15081
, 0.36034739368533E+06, 0.60233854352100E+07, -0.2027774E+00,           4,  0.1088375E+05,       15082
, 0.36037757866667E+06, 0.60233046400000E+07, -0.3877199E-01,           4,  0.6317513E+04,       15083
, 0.36030923131781E+06, 0.60234938922941E+07, -0.4262909E+00,           4,  0.1181011E+05,       15084
, 0.35980425766667E+06, 0.60235312333333E+07,  0.3458949E+00,           4,  0.6326213E+04,       15085
, 0.35979490802431E+06, 0.60236289241475E+07,  0.2240665E+00,           4,  0.1598603E+05,       15086
, 0.35989389566667E+06, 0.60236185633333E+07, -0.1999435E+00,           4,  0.7743558E+04,       15087
, 0.35991667600000E+06, 0.60236840300000E+07, -0.3586345E+00,           4,  0.6801857E+04,       15088
, 0.35999988682617E+06, 0.60236894652930E+07, -0.5251512E+00,           4,  0.1161170E+05,       15089
, 0.36058674700000E+06, 0.60220954200000E+07,  0.1449446E+01,           3,  0.4791951E+04,       15090
, 0.36060989700000E+06, 0.60220404966667E+07,  0.1280088E+01,           3,  0.7405357E+04,       15091
, 0.36055120656379E+06, 0.60222545952569E+07,  0.8577196E+00,           3,  0.8588144E+04,       15092
, 0.36056062133333E+06, 0.60221833666667E+07,  0.1921896E-02,           3,  0.3209276E+04,       15093
, 0.36061892807224E+06, 0.60221567239040E+07,  0.1702682E+01,           3,  0.6237120E+04,       15094
, 0.36050626966667E+06, 0.60223538866667E+07,  0.1686058E+01,           4,  0.2537959E+04,       15095
, 0.36054531033333E+06, 0.60223319833333E+07,  0.1307851E+01,           4,  0.3589393E+04,       15096
, 0.36028657500000E+06, 0.60215565266667E+07, -0.4418615E+00,           3,  0.6948895E+04,       15097
, 0.36020708997556E+06, 0.60215085378656E+07, -0.3698791E+00,           3,  0.1335269E+05,       15098
, 0.36013173166667E+06, 0.60214615000000E+07, -0.3405065E+00,           3,  0.7031771E+04,       15099
, 0.36007259433333E+06, 0.60214881533333E+07, -0.3766674E+00,           3,  0.5834386E+04,       15100
, 0.36045227959773E+06, 0.60216849668726E+07, -0.6478687E+00,           3,  0.5523971E+04,       15101
, 0.36041271664735E+06, 0.60216217444509E+07, -0.5583384E+00,           3,  0.1186869E+05,       15102
, 0.36048312454857E+06, 0.60217186849707E+07, -0.6947659E+00,           3,  0.5504036E+04,       15103
, 0.36036402186195E+06, 0.60215139262462E+07, -0.4053536E+00,           3,  0.1427936E+05,       15104
, 0.36051396835237E+06, 0.60217524017248E+07, -0.7283991E+00,           3,  0.5483664E+04,       15105
, 0.36054481423969E+06, 0.60217861160525E+07, -0.7394837E+00,           3,  0.5464337E+04,       15106
, 0.36057565806808E+06, 0.60218198329148E+07, -0.7209500E+00,           3,  0.5444065E+04,       15107
, 0.36060650390697E+06, 0.60218535475158E+07, -0.6739867E+00,           3,  0.5424676E+04,       15108
, 0.36063734887637E+06, 0.60218872657676E+07, -0.6069817E+00,           3,  0.5404737E+04,       15109
, 0.36066819274435E+06, 0.60219209827771E+07, -0.4992381E+00,           3,  0.5384446E+04,       15110
, 0.36068101566667E+06, 0.60220501866667E+07,  0.1617619E+01,           3,  0.6827058E+04,       15111
, 0.36073217053009E+06, 0.60219860777649E+07,  0.2008390E+00,           3,  0.1523349E+05,       15112
, 0.35950444333333E+06, 0.60212660000000E+07,  0.4054167E+00,           3,  0.6589988E+04,       15113
, 0.35957651384817E+06, 0.60212051189857E+07,  0.3455160E+00,           3,  0.1524827E+05,       15114
, 0.36004985933333E+06, 0.60213568466667E+07, -0.2701024E+00,           3,  0.6038870E+04,       15115
, 0.36001654139498E+06, 0.60212799246968E+07, -0.1672604E+00,           3,  0.1289253E+05,       15116
, 0.35985253066720E+06, 0.60212004974085E+07, -0.8001927E-02,           3,  0.1268297E+05,       15117
, 0.35997248572082E+06, 0.60211806246354E+07,  0.9945538E-01,           3,  0.1342584E+05,       15118
, 0.36014947618972E+06, 0.60213659328357E+07, -0.1500706E+00,           3,  0.1403736E+05,       15119
, 0.35967856681987E+06, 0.60211389306626E+07,  0.4523670E+00,           3,  0.1315231E+05,       15120
, 0.35979304575953E+06, 0.60211015869699E+07,  0.5684800E+00,           3,  0.1439738E+05,       15121
, 0.36046224100000E+06, 0.60230042833333E+07,  0.3801151E+00,           4,  0.5119391E+04,       15122
, 0.36049296690305E+06, 0.60229138341992E+07, -0.1220830E+00,           4,  0.1035567E+05,       15123
, 0.36042301066667E+06, 0.60228992666667E+07,  0.4164436E-01,           4,  0.4891845E+04,       15124
, 0.36042961011849E+06, 0.60228143729274E+07, -0.2363047E-01,           4,  0.8892008E+04,       15125
, 0.36051006833333E+06, 0.60230976566667E+07,  0.2656381E+00,           4,  0.5508887E+04,       15126
, 0.36051405033333E+06, 0.60230345700000E+07,  0.2812609E+00,           4,  0.6605251E+04,       15127
, 0.36046223585859E+06, 0.60233133269212E+07, -0.1671056E+00,           4,  0.1195601E+05,       15128
, 0.36047562566667E+06, 0.60232215566667E+07, -0.4588590E-01,           4,  0.5873218E+04,       15129
, 0.36054185000000E+06, 0.60232082033333E+07, -0.2054449E+00,           4,  0.5770292E+04,       15130
, 0.36058163998091E+06, 0.60231317224459E+07, -0.2385658E+00,           4,  0.1044375E+05,       15131
, 0.36034339666856E+06, 0.60227353921262E+07,  0.3901361E+00,           4,  0.8442835E+04,       15132
, 0.36043424639729E+06, 0.60227128252450E+07, -0.1499270E-01,           4,  0.9278772E+04,       15133
, 0.36012404433333E+06, 0.60236091866667E+07, -0.5723994E+00,           4,  0.6809725E+04,       15134
, 0.36018398733333E+06, 0.60235724000000E+07, -0.5489569E+00,           4,  0.7385712E+04,       15135
, 0.36025867812550E+06, 0.60236108797625E+07, -0.6683571E+00,           4,  0.1072226E+05,       15136
, 0.36010917132054E+06, 0.60237003549869E+07, -0.7120588E+00,           4,  0.1409946E+05,       15137
, 0.36045046088237E+06, 0.60234208836567E+07, -0.3169246E+00,           4,  0.1093284E+05,       15138
, 0.36038050466667E+06, 0.60235339100000E+07, -0.5209823E+00,           4,  0.7237540E+04,       15139
, 0.36043871900000E+06, 0.60235019733333E+07, -0.4612473E+00,           4,  0.6068173E+04,       15140
, 0.36035920070885E+06, 0.60236301552593E+07, -0.7459008E+00,           4,  0.1376899E+05,       15141
, 0.35976683235365E+06, 0.60237554389473E+07,  0.2007594E+00,           4,  0.1494257E+05,       15142
, 0.35987386136073E+06, 0.60237699508395E+07, -0.2934831E+00,           4,  0.1171127E+05,       15143
, 0.35996862879721E+06, 0.60238035479782E+07, -0.5656705E+00,           4,  0.1056385E+05,       15144
, 0.36007159256877E+06, 0.60238072960536E+07, -0.7925514E+00,           4,  0.1106325E+05,       15145
, 0.36062207266667E+06, 0.60222655966667E+07,  0.3662874E+00,           4,  0.3407436E+04,       15146
, 0.36067142514864E+06, 0.60222203254039E+07,  0.1077490E+01,           4,  0.7811981E+04,       15147
, 0.36059145266667E+06, 0.60223632400000E+07,  0.4823789E+00,           4,  0.4521578E+04,       15148
, 0.36065425526079E+06, 0.60223322773657E+07,  0.3962864E+00,           4,  0.8487095E+04,       15149
, 0.36051468304875E+06, 0.60224309482808E+07,  0.6714993E+00,           4,  0.8551168E+04,       15150
, 0.36058845900000E+06, 0.60224147833333E+07,  0.2242600E+00,           4,  0.3301563E+04,       15151
, 0.36044851033333E+06, 0.60224307733333E+07,  0.9321883E+00,           4,  0.4608777E+04,       15152
, 0.36033467633333E+06, 0.60214237500000E+07, -0.2867125E+00,           3,  0.6073828E+04,       15153
, 0.36025546191568E+06, 0.60213936965566E+07, -0.1770938E+00,           3,  0.1286776E+05,       15154
, 0.36054223027186E+06, 0.60216052430935E+07, -0.5841951E+00,           3,  0.5616841E+04,       15155
, 0.36050383628551E+06, 0.60215372035557E+07, -0.4749347E+00,           3,  0.1326684E+05,       15156
, 0.36057332486216E+06, 0.60216397254773E+07, -0.6435195E+00,           3,  0.5606340E+04,       15157
, 0.36045257100000E+06, 0.60214705266667E+07, -0.3683670E+00,           3,  0.6528354E+04,       15158
, 0.36060441901862E+06, 0.60216742079468E+07, -0.6922769E+00,           3,  0.5594508E+04,       15159
, 0.36049216569973E+06, 0.60213786495174E+07, -0.3219047E+00,           3,  0.1505029E+05,       15160
, 0.36038865101070E+06, 0.60213448580251E+07, -0.2310911E+00,           3,  0.1219664E+05,       15161
, 0.36063551064955E+06, 0.60217086929294E+07, -0.7184820E+00,           3,  0.5583688E+04,       15162
, 0.36066660477890E+06, 0.60217431754083E+07, -0.7121460E+00,           3,  0.5571908E+04,       15163
, 0.36069769707520E+06, 0.60217776601674E+07, -0.6695071E+00,           3,  0.5561057E+04,       15164
, 0.36072878889965E+06, 0.60218121452957E+07, -0.5954627E+00,           3,  0.5549630E+04,       15165
, 0.36075988400572E+06, 0.60218466240556E+07, -0.4140567E+00,           3,  0.5538458E+04,       15166
, 0.36081230540324E+06, 0.60219108041029E+07,  0.1162512E+01,           3,  0.1336891E+05,       15167
, 0.36014110256394E+06, 0.60212547563021E+07,  0.2414267E+00,           3,  0.1356945E+05,       15168
, 0.36009518049663E+06, 0.60211563211174E+07,  0.5729767E+00,           3,  0.1221204E+05,       15169
, 0.35994925433333E+06, 0.60210955033333E+07,  0.5016154E+00,           3,  0.7320039E+04,       15170
, 0.35988454166667E+06, 0.60210644533333E+07,  0.7364849E+00,           3,  0.6839771E+04,       15171
, 0.36003920716376E+06, 0.60210601672066E+07,  0.8081353E+00,           3,  0.1304260E+05,       15172
, 0.36030427099014E+06, 0.60212909749002E+07, -0.1472910E-01,           3,  0.1091595E+05,       15173
, 0.36024354179363E+06, 0.60212148124128E+07,  0.3675889E+00,           3,  0.1201230E+05,       15174
, 0.36057413333333E+06, 0.60229967866667E+07, -0.2264027E+00,           4,  0.5392061E+04,       15175
, 0.36057037100000E+06, 0.60229307000000E+07, -0.3222404E+00,           4,  0.5641600E+04,       15176
, 0.36052122825085E+06, 0.60228095037946E+07, -0.3706080E+00,           4,  0.9447380E+04,       15177
, 0.36063982513610E+06, 0.60228897425602E+07, -0.6746177E+00,           4,  0.1016938E+05,       15178
, 0.36061399737388E+06, 0.60227972076488E+07, -0.6526457E+00,           4,  0.9538281E+04,       15179
, 0.36052662728443E+06, 0.60226971731100E+07, -0.4050835E+00,           4,  0.1165276E+05,       15180
, 0.36064445839472E+06, 0.60230309849232E+07, -0.4840955E+00,           4,  0.1059534E+05,       15181
, 0.36055006800000E+06, 0.60233203800000E+07, -0.3284860E+00,           4,  0.6148241E+04,       15182
, 0.36058082466667E+06, 0.60232585200000E+07, -0.3463288E+00,           4,  0.5635370E+04,       15183
, 0.36055741815036E+06, 0.60234533647936E+07, -0.4494658E+00,           4,  0.1148276E+05,       15184
, 0.36059054633333E+06, 0.60233730766667E+07, -0.3903618E+00,           4,  0.7018373E+04,       15185
, 0.36066747716946E+06, 0.60232617620212E+07, -0.4597456E+00,           4,  0.1205997E+05,       15186
, 0.36065617566667E+06, 0.60231695333333E+07, -0.4525430E+00,           4,  0.5196546E+04,       15187
, 0.36071236266667E+06, 0.60231377533333E+07, -0.5790357E+00,           4,  0.6663480E+04,       15188
, 0.36071392033333E+06, 0.60230689766667E+07, -0.6456556E+00,           4,  0.6769491E+04,       15189
, 0.36033206733333E+06, 0.60226574433333E+07,  0.1093194E+01,           4,  0.4245521E+04,       15190
, 0.36039376880498E+06, 0.60226191278693E+07,  0.6159522E+00,           4,  0.1035962E+05,       15191
, 0.36053723533333E+06, 0.60226155766667E+07, -0.3719338E+00,           4,  0.5417753E+04,       15192
, 0.36048040821423E+06, 0.60225630244539E+07, -0.5059969E-01,           4,  0.9646389E+04,       15193
, 0.36021091291274E+06, 0.60237231843733E+07, -0.8604609E+00,           4,  0.1120662E+05,       15194
, 0.36031619162108E+06, 0.60237420741224E+07, -0.9391415E+00,           4,  0.1397708E+05,       15195
, 0.36017092107674E+06, 0.60238345595930E+07, -0.9532659E+00,           4,  0.1128409E+05,       15196
, 0.36050915792163E+06, 0.60235569660088E+07, -0.6141558E+00,           4,  0.1129037E+05,       15197
, 0.36045539900000E+06, 0.60236325766667E+07, -0.7756906E+00,           4,  0.6038223E+04,       15198
, 0.36041354633333E+06, 0.60237530033333E+07, -0.9751003E+00,           4,  0.6611045E+04,       15199
, 0.36050346932179E+06, 0.60237098167994E+07, -0.9121043E+00,           4,  0.1515497E+05,       15200
, 0.35974059828857E+06, 0.60238771834880E+07,  0.6486792E+00,           4,  0.1410985E+05,       15201
, 0.35984725557374E+06, 0.60238906163703E+07, -0.2058729E+00,           4,  0.1205026E+05,       15202
, 0.35994434042109E+06, 0.60239103667367E+07, -0.5367431E+00,           4,  0.1220912E+05,       15203
, 0.36004862756191E+06, 0.60239130280244E+07, -0.7883549E+00,           4,  0.1041679E+05,       15204
, 0.36013130533333E+06, 0.60239132333333E+07, -0.9341841E+00,           4,  0.5448180E+04,       15205
, 0.36073219631245E+06, 0.60222891432784E+07,  0.8663755E+00,           4,  0.7540391E+04,       15206
, 0.36065378083943E+06, 0.60224599887854E+07, -0.2177904E-01,           4,  0.9816794E+04,       15207
, 0.36069862566667E+06, 0.60223997166667E+07,  0.1629374E+00,           4,  0.4578941E+04,       15208
, 0.36076138700000E+06, 0.60223949366667E+07,  0.2450204E+00,           4,  0.5855004E+04,       15209
, 0.36078027166667E+06, 0.60223475766667E+07,  0.5469752E+00,           4,  0.3272263E+04,       15210
, 0.36053509166667E+06, 0.60225020866667E+07, -0.2141667E-01,           4,  0.4768540E+04,       15211
, 0.36059270933333E+06, 0.60225135300000E+07, -0.1808713E+00,           4,  0.4386823E+04,       15212
, 0.36040548601228E+06, 0.60224971159030E+07,  0.4419316E+00,           4,  0.9308549E+04,       15213
, 0.36062300077390E+06, 0.60215169475235E+07, -0.4812363E+00,           3,  0.5507941E+04,       15214
, 0.36057934366667E+06, 0.60214801966667E+07, -0.4081068E+00,           3,  0.5973450E+04,       15215
, 0.36065503981881E+06, 0.60215523534959E+07, -0.5541243E+00,           3,  0.5527559E+04,       15216
, 0.36060845141652E+06, 0.60213893749058E+07, -0.3786624E+00,           3,  0.1307995E+05,       15217
, 0.36068707992449E+06, 0.60215877602537E+07, -0.6218781E+00,           3,  0.5546968E+04,       15218
, 0.36071911932558E+06, 0.60216231672262E+07, -0.6693891E+00,           3,  0.5566349E+04,       15219
, 0.36052161033333E+06, 0.60212850666667E+07, -0.3452754E+00,           3,  0.6896127E+04,       15220
, 0.36044732589423E+06, 0.60212375771107E+07, -0.2266024E+00,           3,  0.1206406E+05,       15221
, 0.36065914475643E+06, 0.60212741272242E+07, -0.4672803E+00,           3,  0.1252047E+05,       15222
, 0.36057948766667E+06, 0.60212480833333E+07, -0.4190453E+00,           3,  0.6195284E+04,       15223
, 0.36035201197375E+06, 0.60211938774741E+07,  0.7446433E-01,           3,  0.1054634E+05,       15224
, 0.36075115848181E+06, 0.60216585739754E+07, -0.6788409E+00,           3,  0.5585759E+04,       15225
, 0.36078319686453E+06, 0.60216939793206E+07, -0.6436714E+00,           3,  0.5604949E+04,       15226
, 0.36081523789578E+06, 0.60217293783484E+07, -0.5701056E+00,           3,  0.5624286E+04,       15227
, 0.36084727618757E+06, 0.60217647834570E+07, -0.3798146E+00,           3,  0.5644012E+04,       15228
, 0.36088799541063E+06, 0.60218316397380E+07,  0.1630979E+01,           3,  0.1176775E+05,       15229
, 0.36020825834463E+06, 0.60211149716923E+07,  0.6977963E+00,           3,  0.1306362E+05,       15230
, 0.36015516490996E+06, 0.60210252140890E+07,  0.9287779E+00,           3,  0.1227847E+05,       15231
, 0.36036614633333E+06, 0.60211140966667E+07,  0.1266749E+00,           3,  0.7224566E+04,       15232
, 0.36031072267433E+06, 0.60210472770571E+07,  0.4030390E+00,           3,  0.1305632E+05,       15233
, 0.36068808566667E+06, 0.60229496100000E+07, -0.7418796E+00,           4,  0.5118951E+04,       15234
, 0.36063018308142E+06, 0.60226944151396E+07, -0.6433837E+00,           4,  0.1094301E+05,       15235
, 0.36071121504705E+06, 0.60228126700709E+07, -0.8621709E+00,           4,  0.9906025E+04,       15236
, 0.36076910827080E+06, 0.60229408740713E+07, -0.8833886E+00,           4,  0.1141157E+05,       15237
, 0.36077593033333E+06, 0.60228567800000E+07, -0.9494989E+00,           4,  0.5000237E+04,       15238
, 0.36074021300000E+06, 0.60227501066667E+07, -0.8875176E+00,           4,  0.4088580E+04,       15239
, 0.36072060126928E+06, 0.60226766078222E+07, -0.7407271E+00,           4,  0.8871002E+04,       15240
, 0.36061751289744E+06, 0.60225879332642E+07, -0.4506069E+00,           4,  0.1002028E+05,       15241
, 0.36077007600000E+06, 0.60230329100000E+07, -0.8026669E+00,           4,  0.5030157E+04,       15242
, 0.36065789100000E+06, 0.60233584400000E+07, -0.4534254E+00,           4,  0.5654236E+04,       15243
, 0.36063608700000E+06, 0.60234910166667E+07, -0.5715879E+00,           4,  0.5901504E+04,       15244
, 0.36070685289387E+06, 0.60234262024404E+07, -0.5603334E+00,           4,  0.1252490E+05,       15245
, 0.36058465466667E+06, 0.60235978033333E+07, -0.7373610E+00,           4,  0.7037250E+04,       15246
, 0.36064349000000E+06, 0.60235558633333E+07, -0.6922334E+00,           4,  0.6538007E+04,       15247
, 0.36074457533333E+06, 0.60232692766667E+07, -0.5538291E+00,           4,  0.5745765E+04,       15248
, 0.36078426149170E+06, 0.60231816096514E+07, -0.6741935E+00,           4,  0.1127163E+05,       15249
, 0.36078906371842E+06, 0.60233392897602E+07, -0.5868761E+00,           4,  0.1097011E+05,       15250
, 0.36083965987342E+06, 0.60230736757095E+07, -0.8510502E+00,           4,  0.1128067E+05,       15251
, 0.36035320066667E+06, 0.60225535300000E+07,  0.1078605E+01,           4,  0.4837952E+04,       15252
, 0.36027600954191E+06, 0.60238545482187E+07, -0.1032584E+01,           4,  0.1398095E+05,       15253
, 0.36037290200000E+06, 0.60238678066667E+07, -0.1082526E+01,           4,  0.6923357E+04,       15254
, 0.36042820366667E+06, 0.60238235066667E+07, -0.1053279E+01,           4,  0.6975973E+04,       15255
, 0.36015219033333E+06, 0.60239751800000E+07, -0.9771441E+00,           4,  0.6291812E+04,       15256
, 0.36024340718065E+06, 0.60239790266144E+07, -0.1058916E+01,           4,  0.1560339E+05,       15257
, 0.36059568533333E+06, 0.60236670700000E+07, -0.8550335E+00,           4,  0.7024924E+04,       15258
, 0.36050990753581E+06, 0.60238627163825E+07, -0.1094836E+01,           4,  0.1230396E+05,       15259
, 0.36055639433333E+06, 0.60237866333333E+07, -0.1007375E+01,           4,  0.6274099E+04,       15260
, 0.36064726157562E+06, 0.60238088446893E+07, -0.1034128E+01,           4,  0.1294278E+05,       15261
, 0.36067485653097E+06, 0.60236930106355E+07, -0.9077587E+00,           4,  0.1074823E+05,       15262
, 0.35973439133333E+06, 0.60239715900000E+07,  0.8307840E+00,           4,  0.6230949E+04,       15263
, 0.35981197858148E+06, 0.60240026606671E+07, -0.3454833E-01,           4,  0.1163061E+05,       15264
, 0.35967997100000E+06, 0.60240153566667E+07,  0.1081203E+01,           4,  0.6432066E+04,       15265
, 0.35988674766667E+06, 0.60240485066667E+07, -0.3424927E+00,           4,  0.7474854E+04,       15266
, 0.35996313564081E+06, 0.60240237673527E+07, -0.5888171E+00,           4,  0.1130917E+05,       15267
, 0.36003736200000E+06, 0.60239992500000E+07, -0.7717975E+00,           4,  0.5019022E+04,       15268
, 0.36010055898410E+06, 0.60240587866377E+07, -0.8832009E+00,           4,  0.1306994E+05,       15269
, 0.36085930452664E+06, 0.60223337705195E+07,  0.5908732E+00,           4,  0.8220216E+04,       15270
, 0.36071217400000E+06, 0.60225073100000E+07, -0.2274593E+00,           4,  0.4427833E+04,       15271
, 0.36079779053637E+06, 0.60225015168331E+07, -0.2677289E+00,           4,  0.8936659E+04,       15272
, 0.36080665100000E+06, 0.60224354733333E+07,  0.7029861E-01,           4,  0.4774546E+04,       15273
, 0.36069425533333E+06, 0.60225627266667E+07, -0.4279535E+00,           4,  0.4805426E+04,       15274
, 0.36088963735124E+06, 0.60224135895570E+07,  0.6079001E-01,           4,  0.8410945E+04,       15275
, 0.36068107169844E+06, 0.60214131321611E+07, -0.4330114E+00,           3,  0.5631485E+04,       15276
, 0.36071550212916E+06, 0.60214504094230E+07, -0.4879693E+00,           3,  0.5661962E+04,       15277
, 0.36074993243744E+06, 0.60214876834015E+07, -0.5563636E+00,           3,  0.5692818E+04,       15278
, 0.36072942863233E+06, 0.60213020738108E+07, -0.5036565E+00,           3,  0.5973860E+04,       15279
, 0.36078436333445E+06, 0.60215249581982E+07, -0.6399295E+00,           3,  0.5723779E+04,       15280
, 0.36081879341425E+06, 0.60215622352301E+07, -0.6638606E+00,           3,  0.5754224E+04,       15281
, 0.36058339406385E+06, 0.60211499999109E+07, -0.4917007E+00,           3,  0.1399497E+05,       15282
, 0.36049179266667E+06, 0.60211508666667E+07, -0.3339492E+00,           3,  0.6920903E+04,       15283
, 0.36045238586110E+06, 0.60210713611403E+07, -0.1338812E+00,           3,  0.1312272E+05,       15284
, 0.36070216652075E+06, 0.60211640201683E+07, -0.5842226E+00,           3,  0.1203420E+05,       15285
, 0.36077586130954E+06, 0.60211905637942E+07, -0.6125669E+00,           3,  0.6350715E+04,       15286
, 0.36085322402348E+06, 0.60215995050542E+07, -0.6535438E+00,           3,  0.5784648E+04,       15287
, 0.36088765385364E+06, 0.60216367769956E+07, -0.6383411E+00,           3,  0.5815667E+04,       15288
, 0.36092208448572E+06, 0.60216740518053E+07, -0.5465211E+00,           3,  0.5846739E+04,       15289
, 0.36095858866667E+06, 0.60217834600000E+07,  0.7446857E+00,           4,  0.5220897E+04,       15290
, 0.36098955265830E+06, 0.60217076398359E+07, -0.4671785E+00,           3,  0.1130627E+05,       15291
, 0.36099091633333E+06, 0.60218867133333E+07,  0.1498204E+01,           4,  0.3317926E+04,       15292
, 0.36103218752466E+06, 0.60218257738224E+07,  0.5857648E+00,           4,  0.1081361E+05,       15293
, 0.36025622503331E+06, 0.60209564475784E+07,  0.2012761E+01,           3,  0.1220569E+05,       15294
, 0.36039606621542E+06, 0.60209607208652E+07,  0.2735446E+00,           3,  0.1304790E+05,       15295
, 0.36033183874620E+06, 0.60208615606870E+07,  0.3198048E+01,           3,  0.1360639E+05,       15296
