FVC file = MER_Scen2_20170701_20200701.fvc, Simulation Execution: 06/12/2020 11:56:13
Cell Coordinates and properties applied to model,X,Y,ZB,MATID,Area,ID
, 0.30856424136446E+06, 0.60630679184133E+07, -0.3584324E+01,           1,  0.6129602E+04,        2436
, 0.30846069068262E+06, 0.60631230388680E+07, -0.3724326E+01,           1,  0.5777956E+04,        2437
, 0.30835393312495E+06, 0.60631732764584E+07, -0.3648557E+01,           1,  0.5539016E+04,        2438
, 0.30762940413426E+06, 0.60637293954640E+07, -0.2027994E+01,           1,  0.3261616E+04,        2439
, 0.30772340882893E+06, 0.60636563498921E+07, -0.2428636E+01,           1,  0.3184558E+04,        2440
, 0.30754714443134E+06, 0.60638226705244E+07, -0.2041240E+01,           1,  0.3799825E+04,        2441
, 0.30764220181803E+06, 0.60637551370679E+07, -0.2434901E+01,           1,  0.3297844E+04,        2442
, 0.30714224333110E+06, 0.60640682709655E+07, -0.2451890E+01,           1,  0.5101195E+04,        2443
, 0.30725456084196E+06, 0.60640314051079E+07, -0.2533474E+01,           1,  0.5135710E+04,        2444
, 0.30702586646139E+06, 0.60641032536435E+07, -0.2455897E+01,           1,  0.4988695E+04,        2445
, 0.30736274825721E+06, 0.60639828481127E+07, -0.2379457E+01,           1,  0.4809503E+04,        2446
, 0.30690793743698E+06, 0.60641445628532E+07, -0.2726137E+01,           1,  0.4698660E+04,        2447
, 0.30746414020827E+06, 0.60639216175070E+07, -0.2303324E+01,           1,  0.4328485E+04,        2448
, 0.30679105474728E+06, 0.60641886469530E+07, -0.2790448E+01,           1,  0.4569393E+04,        2449
, 0.30756068336599E+06, 0.60638528976291E+07, -0.2443109E+01,           1,  0.3840166E+04,        2450
, 0.30667286838583E+06, 0.60642266126057E+07, -0.2628349E+01,           1,  0.4432570E+04,        2451
, 0.30655162898448E+06, 0.60642557985772E+07, -0.2486018E+01,           1,  0.4210506E+04,        2452
, 0.30639642200000E+06, 0.60641321200000E+07, -0.2048597E+01,           1,  0.7021304E+04,        2453
, 0.30640588259552E+06, 0.60641838289518E+07, -0.3176870E+01,           1,  0.4127048E+04,        2454
, 0.30632935366667E+06, 0.60641094200000E+07, -0.1004757E+01,           1,  0.6669798E+04,        2455
, 0.30641334029499E+06, 0.60642152338820E+07, -0.2908126E+01,           1,  0.4101720E+04,        2456
, 0.30642079483349E+06, 0.60642466369836E+07, -0.2658591E+01,           1,  0.4078314E+04,        2457
, 0.30642825252580E+06, 0.60642780420046E+07, -0.2383932E+01,           1,  0.4054350E+04,        2458
, 0.30781318464882E+06, 0.60635765314452E+07, -0.2705687E+01,           1,  0.3360831E+04,        2459
, 0.30797033522738E+06, 0.60632523947330E+07, -0.2195117E+01,           1,  0.1683665E+04,        2460
, 0.30795608342220E+06, 0.60632087010131E+07, -0.1965394E+01,           1,  0.1677280E+04,        2461
, 0.30798864863674E+06, 0.60632946099143E+07, -0.2333671E+01,           1,  0.1787901E+04,        2462
, 0.30789721940788E+06, 0.60634906155599E+07, -0.2736799E+01,           1,  0.3613814E+04,        2463
, 0.30796698122889E+06, 0.60633946340017E+07, -0.2579359E+01,           1,  0.4053637E+04,        2464
, 0.30801092979562E+06, 0.60633354951962E+07, -0.3021243E+01,           1,  0.1779621E+04,        2465
, 0.30797147946735E+06, 0.60631433315579E+07, -0.3574111E+01,           1,  0.1692200E+04,        2466
, 0.30798696747781E+06, 0.60631857173965E+07, -0.3576408E+01,           1,  0.1657952E+04,        2467
, 0.30800313026367E+06, 0.60631200455308E+07, -0.5200787E+01,           1,  0.1655794E+04,        2468
, 0.30803465114587E+06, 0.60630965263846E+07, -0.3415404E+01,           1,  0.1626531E+04,        2469
, 0.30806620534014E+06, 0.60630730703071E+07, -0.1062227E+01,           1,  0.1595994E+04,        2470
, 0.30809779690223E+06, 0.60630496945186E+07,  0.7545268E-01,           1,  0.1564667E+04,        2471
, 0.30821723247643E+06, 0.60631602224737E+07, -0.2070617E+01,           1,  0.5504674E+04,        2472
, 0.30824034210472E+06, 0.60632043837374E+07, -0.3638997E+01,           1,  0.5502505E+04,        2473
, 0.30813448200000E+06, 0.60630772300000E+07,  0.6087300E+00,           1,  0.6623340E+03,        2474
, 0.30814427700000E+06, 0.60631050700000E+07,  0.1955389E+00,           1,  0.6623185E+03,        2475
, 0.30810972118836E+06, 0.60630922554192E+07, -0.2303589E+00,           1,  0.1629142E+04,        2476
, 0.30812436967760E+06, 0.60631341834718E+07, -0.1457144E+01,           1,  0.1637851E+04,        2477
, 0.30814383763325E+06, 0.60631779831396E+07, -0.3515313E+01,           1,  0.1985633E+04,        2478
, 0.30900729731631E+06, 0.60629299008778E+07, -0.3314798E+01,           1,  0.4549875E+04,        2479
, 0.30909300998328E+06, 0.60629066114928E+07, -0.3315443E+01,           1,  0.4440188E+04,        2480
, 0.30892379678684E+06, 0.60629627237386E+07, -0.3278600E+01,           1,  0.4580061E+04,        2481
, 0.30919209226593E+06, 0.60628919399358E+07, -0.3407247E+01,           1,  0.5268048E+04,        2482
, 0.30884126467308E+06, 0.60629983563698E+07, -0.3256443E+01,           1,  0.4635592E+04,        2483
, 0.30930139025165E+06, 0.60628854644777E+07, -0.3376284E+01,           1,  0.4990291E+04,        2484
, 0.30875918493044E+06, 0.60630348894272E+07, -0.3314797E+01,           1,  0.4699079E+04,        2485
, 0.30941160603309E+06, 0.60628868293730E+07, -0.3436713E+01,           1,  0.4686843E+04,        2486
, 0.30867724393206E+06, 0.60630718117563E+07, -0.3096705E+01,           1,  0.4760064E+04,        2487
, 0.30950626072799E+06, 0.60628849093411E+07, -0.3437415E+01,           1,  0.3268710E+04,        2488
, 0.30858474185338E+06, 0.60631159529249E+07, -0.2772173E+01,           1,  0.6054750E+04,        2489
, 0.30954726911625E+06, 0.60627297521038E+07,  0.2697006E+00,           1,  0.5840831E+04,        2490
, 0.30955965312396E+06, 0.60627955728231E+07, -0.1851936E+00,           1,  0.3018432E+04,        2491
, 0.30957440326048E+06, 0.60628410914608E+07, -0.1510453E+01,           1,  0.3385733E+04,        2492
, 0.30958915047193E+06, 0.60628865984480E+07, -0.3972924E+01,           1,  0.3752756E+04,        2493
, 0.30968541138506E+06, 0.60625113294100E+07,  0.4038231E+00,           1,  0.1061214E+05,        2494
, 0.30968234400000E+06, 0.60625858933333E+07,  0.4760782E+00,           1,  0.5015828E+04,        2495
, 0.30960186133333E+06, 0.60627363433333E+07,  0.1390041E+00,           1,  0.2476891E+04,        2496
, 0.30963216933333E+06, 0.60626955200000E+07,  0.5636720E+00,           1,  0.4293390E+04,        2497
, 0.30968946600000E+06, 0.60627061533333E+07,  0.4442353E+00,           1,  0.5908078E+04,        2498
, 0.30974293703012E+06, 0.60626334033193E+07,  0.1711197E+00,           1,  0.1118502E+05,        2499
, 0.30848133977892E+06, 0.60631678156806E+07, -0.2667640E+01,           1,  0.5705006E+04,        2500
, 0.30837506757373E+06, 0.60632154616283E+07, -0.2752792E+01,           1,  0.5462491E+04,        2501
, 0.30826344777102E+06, 0.60632485459674E+07, -0.2999163E+01,           1,  0.5499155E+04,        2502
, 0.30773565814040E+06, 0.60636808690444E+07, -0.2601788E+01,           1,  0.3152459E+04,        2503
, 0.30782543878314E+06, 0.60636033504957E+07, -0.2690142E+01,           1,  0.3336592E+04,        2504
, 0.30765499905229E+06, 0.60637808777677E+07, -0.2382403E+01,           1,  0.3334073E+04,        2505
, 0.30774791200921E+06, 0.60637053842930E+07, -0.2148237E+01,           1,  0.3121341E+04,        2506
, 0.30715312303785E+06, 0.60641096993685E+07, -0.2740323E+01,           1,  0.5192384E+04,        2507
, 0.30726745234146E+06, 0.60640725682993E+07, -0.2617547E+01,           1,  0.5220878E+04,        2508
, 0.30703498527900E+06, 0.60641424502263E+07, -0.2848589E+01,           1,  0.4998194E+04,        2509
, 0.30737664042219E+06, 0.60640212188494E+07, -0.2462731E+01,           1,  0.4880774E+04,        2510
, 0.30691639287904E+06, 0.60641816452106E+07, -0.2925857E+01,           1,  0.4703777E+04,        2511
, 0.30747818400932E+06, 0.60639562082501E+07, -0.2198548E+01,           1,  0.4376791E+04,        2512
, 0.30679918690089E+06, 0.60642247180666E+07, -0.2720219E+01,           1,  0.4569687E+04,        2513
, 0.30757422219784E+06, 0.60638831236978E+07, -0.1956241E+01,           1,  0.3880437E+04,        2514
, 0.30668065834822E+06, 0.60642613570754E+07, -0.2464205E+01,           1,  0.4433066E+04,        2515
, 0.30766779585155E+06, 0.60638066175924E+07, -0.1650038E+01,           1,  0.3370302E+04,        2516
, 0.30655902485034E+06, 0.60642887530539E+07, -0.2248994E+01,           1,  0.4207615E+04,        2517
, 0.30643571043099E+06, 0.60643094470703E+07, -0.2074952E+01,           1,  0.4030378E+04,        2518
, 0.30627121500000E+06, 0.60641557500000E+07, -0.2260798E+01,           1,  0.6534940E+04,        2519
, 0.30627935448642E+06, 0.60642044102124E+07, -0.3127793E+01,           1,  0.3959052E+04,        2520
, 0.30628727027501E+06, 0.60642344712797E+07, -0.2822073E+01,           1,  0.3933629E+04,        2521
, 0.30620508300000E+06, 0.60641330366667E+07, -0.1326526E+01,           1,  0.6207808E+04,        2522
, 0.30629518935956E+06, 0.60642645343123E+07, -0.2581574E+01,           1,  0.3910114E+04,        2523
, 0.30630311189662E+06, 0.60642945994711E+07, -0.2297675E+01,           1,  0.3884647E+04,        2524
, 0.30631103123315E+06, 0.60643246626542E+07, -0.1983141E+01,           1,  0.3859807E+04,        2525
, 0.30791088536357E+06, 0.60635211070883E+07, -0.2728912E+01,           1,  0.3627640E+04,        2526
, 0.30800120052857E+06, 0.60632288525612E+07, -0.3174010E+01,           1,  0.1665312E+04,        2527
, 0.30801960800197E+06, 0.60632711217650E+07, -0.2945287E+01,           1,  0.1813800E+04,        2528
, 0.30804208013990E+06, 0.60633126896577E+07, -0.3747930E+01,           1,  0.1806762E+04,        2529
, 0.30798567157743E+06, 0.60634315704223E+07, -0.2932502E+01,           1,  0.4177406E+04,        2530
, 0.30803321055636E+06, 0.60633763787957E+07, -0.3534396E+01,           1,  0.1771972E+04,        2531
, 0.30806455246995E+06, 0.60633542575390E+07, -0.4102781E+01,           1,  0.1799866E+04,        2532
, 0.30801770474052E+06, 0.60631624230235E+07, -0.5031455E+01,           1,  0.1646644E+04,        2533
, 0.30803201840105E+06, 0.60632052048246E+07, -0.4144416E+01,           1,  0.1655763E+04,        2534
, 0.30804835594608E+06, 0.60631389932977E+07, -0.4397139E+01,           1,  0.1642016E+04,        2535
, 0.30807902736163E+06, 0.60631156020966E+07, -0.2114607E+01,           1,  0.1636158E+04,        2536
, 0.30816796316298E+06, 0.60632238669999E+07, -0.4525850E+01,           1,  0.1977593E+04,        2537
, 0.30819208903360E+06, 0.60632697509630E+07, -0.3754914E+01,           1,  0.1969585E+04,        2538
, 0.30809357953701E+06, 0.60631578439345E+07, -0.3896821E+01,           1,  0.1645158E+04,        2539
, 0.30811269985576E+06, 0.60632011336719E+07, -0.5289823E+01,           1,  0.1930612E+04,        2540
, 0.30813626999855E+06, 0.60632456490583E+07, -0.5282623E+01,           1,  0.1923717E+04,        2541
, 0.30901835677801E+06, 0.60629799292665E+07, -0.3080262E+01,           1,  0.4453237E+04,        2542
, 0.30910186446059E+06, 0.60629554722906E+07, -0.3057487E+01,           1,  0.4340764E+04,        2543
, 0.30893682557899E+06, 0.60630125521254E+07, -0.2960792E+01,           1,  0.4476857E+04,        2544
, 0.30919875150000E+06, 0.60629392099878E+07, -0.3131052E+01,           1,  0.5183155E+04,        2545
, 0.30885637017838E+06, 0.60630480720322E+07, -0.2796178E+01,           1,  0.4530410E+04,        2546
, 0.30930619343254E+06, 0.60629308677017E+07, -0.3790471E+01,           1,  0.4922166E+04,        2547
, 0.30877637125680E+06, 0.60630844930277E+07, -0.2769312E+01,           1,  0.4594117E+04,        2548
, 0.30941460497550E+06, 0.60629294542614E+07, -0.4709996E+01,           1,  0.4618566E+04,        2549
, 0.30869648691156E+06, 0.60631212354194E+07, -0.2903832E+01,           1,  0.4654829E+04,        2550
, 0.30951201823543E+06, 0.60629263508428E+07, -0.5074471E+01,           1,  0.3570557E+04,        2551
, 0.30860524401829E+06, 0.60631639891688E+07, -0.2795447E+01,           1,  0.5979476E+04,        2552
, 0.30958325066667E+06, 0.60629203133333E+07, -0.5287531E+01,           1,  0.1825002E+04,        2553
, 0.30850198458416E+06, 0.60632125983486E+07, -0.2088216E+01,           1,  0.5632471E+04,        2554
, 0.30962294672452E+06, 0.60627879458416E+07, -0.7813462E+00,           1,  0.3371143E+04,        2555
, 0.30964733987182E+06, 0.60628370851763E+07, -0.2630893E+01,           1,  0.3811579E+04,        2556
, 0.30967173918720E+06, 0.60628862369873E+07, -0.4690280E+01,           1,  0.4252026E+04,        2557
, 0.30960906220096E+06, 0.60629521915257E+07, -0.5078965E+01,           1,  0.4303156E+04,        2558
, 0.30969614306179E+06, 0.60629353979271E+07, -0.4575502E+01,           1,  0.4692462E+04,        2559
, 0.30981039133098E+06, 0.60624933178286E+07,  0.2089968E+00,           1,  0.1278231E+05,        2560
, 0.30981232800000E+06, 0.60625657633333E+07, -0.1140161E+00,           1,  0.5376229E+04,        2561
, 0.30971204530575E+06, 0.60627606742919E+07, -0.9951654E+00,           1,  0.6789728E+04,        2562
, 0.30982829327870E+06, 0.60627166114525E+07, -0.1785005E+01,           1,  0.6433957E+04,        2563
, 0.30981205133333E+06, 0.60626684900000E+07, -0.6804210E+00,           1,  0.4648131E+04,        2564
, 0.30988730080845E+06, 0.60626031591573E+07, -0.1321609E+01,           1,  0.1209285E+05,        2565
, 0.30839620336573E+06, 0.60632576434877E+07, -0.1716643E+01,           1,  0.5387532E+04,        2566
, 0.30828655541497E+06, 0.60632927053644E+07, -0.2048588E+01,           1,  0.5496461E+04,        2567
, 0.30821621477536E+06, 0.60633156348158E+07, -0.2853382E+01,           1,  0.1961558E+04,        2568
, 0.30783768687473E+06, 0.60636301782319E+07, -0.2101625E+01,           1,  0.3312788E+04,        2569
, 0.30792455033178E+06, 0.60635516016186E+07, -0.2415693E+01,           1,  0.3640270E+04,        2570
, 0.30776016141076E+06, 0.60637299035555E+07, -0.1048959E+01,           1,  0.3089247E+04,        2571
, 0.30784993948914E+06, 0.60636570022202E+07, -0.1074006E+01,           1,  0.3288018E+04,        2572
, 0.30716400248230E+06, 0.60641511274958E+07, -0.2874200E+01,           1,  0.5283580E+04,        2573
, 0.30728034415094E+06, 0.60641137313808E+07, -0.2263997E+01,           1,  0.5306091E+04,        2574
, 0.30704410617755E+06, 0.60641816483550E+07, -0.3041706E+01,           1,  0.5007110E+04,        2575
, 0.30739052830387E+06, 0.60640595916249E+07, -0.2076786E+01,           1,  0.4950947E+04,        2576
, 0.30692484122816E+06, 0.60642187329280E+07, -0.2808655E+01,           1,  0.4709397E+04,        2577
, 0.30749223113085E+06, 0.60639907954504E+07, -0.1714629E+01,           1,  0.4424174E+04,        2578
, 0.30680731876410E+06, 0.60642607892388E+07, -0.2383853E+01,           1,  0.4572277E+04,        2579
, 0.30758776034954E+06, 0.60639133491085E+07, -0.8196250E+00,           1,  0.3920783E+04,        2580
, 0.30668844814663E+06, 0.60642961016343E+07, -0.2098561E+01,           1,  0.4435950E+04,        2581
, 0.30768059435659E+06, 0.60638323569677E+07, -0.3670110E+00,           1,  0.3406923E+04,        2582
, 0.30656642634389E+06, 0.60643217062639E+07, -0.1908026E+01,           1,  0.4205922E+04,        2583
, 0.30777241317637E+06, 0.60637544234130E+07,  0.2881121E-01,           1,  0.3058632E+04,        2584
, 0.30644316844923E+06, 0.60643408522266E+07, -0.1767273E+01,           1,  0.4006389E+04,        2585
, 0.30631894716938E+06, 0.60643547287576E+07, -0.1684832E+01,           1,  0.3835600E+04,        2586
, 0.30614574066667E+06, 0.60641784266667E+07, -0.2327647E+01,           1,  0.6391392E+04,        2587
, 0.30615310947244E+06, 0.60642260321958E+07, -0.3021840E+01,           1,  0.3833401E+04,        2588
, 0.30616150168410E+06, 0.60642548707477E+07, -0.2704641E+01,           1,  0.3810343E+04,        2589
, 0.30616990121460E+06, 0.60642837080519E+07, -0.2473503E+01,           1,  0.3787203E+04,        2590
, 0.30608140100000E+06, 0.60641595500000E+07, -0.1404759E+01,           1,  0.6028246E+04,        2591
, 0.30617828665836E+06, 0.60643125480585E+07, -0.2203762E+01,           1,  0.3764067E+04,        2592
, 0.30618667922955E+06, 0.60643413867492E+07, -0.1896353E+01,           1,  0.3741031E+04,        2593
, 0.30619507864924E+06, 0.60643702243776E+07, -0.1477526E+01,           1,  0.3717871E+04,        2594
, 0.30800435522341E+06, 0.60634684909619E+07, -0.2668376E+01,           1,  0.4299889E+04,        2595
, 0.30805061480415E+06, 0.60632477478803E+07, -0.3655306E+01,           1,  0.1849010E+04,        2596
, 0.30807340558429E+06, 0.60632902110868E+07, -0.4136844E+01,           1,  0.1842312E+04,        2597
, 0.30809619575519E+06, 0.60633326788716E+07, -0.4370160E+01,           1,  0.1835540E+04,        2598
, 0.30805549178455E+06, 0.60634172607133E+07, -0.2641767E+01,           1,  0.1763980E+04,        2599
, 0.30808702435694E+06, 0.60633958269197E+07, -0.2908684E+01,           1,  0.1792610E+04,        2600
, 0.30811898688393E+06, 0.60633751421452E+07, -0.3629666E+01,           1,  0.1828722E+04,        2601
, 0.30806279510718E+06, 0.60631815181709E+07, -0.5090135E+01,           1,  0.1650923E+04,        2602
, 0.30808163903958E+06, 0.60632244141521E+07, -0.5037759E+01,           1,  0.1887187E+04,        2603
, 0.30815984048182E+06, 0.60632901663104E+07, -0.4587926E+01,           1,  0.1916763E+04,        2604
, 0.30818341104263E+06, 0.60633346802067E+07, -0.3770398E+01,           1,  0.1909550E+04,        2605
, 0.30810478985609E+06, 0.60632678457068E+07, -0.4794823E+01,           1,  0.1880889E+04,        2606
, 0.30812794089951E+06, 0.60633112790144E+07, -0.4693278E+01,           1,  0.1873963E+04,        2607
, 0.30902941639209E+06, 0.60630299576018E+07, -0.2262127E+01,           1,  0.4355025E+04,        2608
, 0.30911072194761E+06, 0.60630043329254E+07, -0.2239376E+01,           1,  0.4240471E+04,        2609
, 0.30894985329621E+06, 0.60630623836828E+07, -0.2182447E+01,           1,  0.4372532E+04,        2610
, 0.30920541079134E+06, 0.60629864801089E+07, -0.2365476E+01,           1,  0.5098275E+04,        2611
, 0.30887147481346E+06, 0.60630977908310E+07, -0.2082920E+01,           1,  0.4424697E+04,        2612
, 0.30931099691078E+06, 0.60629762714058E+07, -0.3579596E+01,           1,  0.4854070E+04,        2613
, 0.30879355774217E+06, 0.60631340965424E+07, -0.1624674E+01,           1,  0.4489161E+04,        2614
, 0.30941760418112E+06, 0.60629720793458E+07, -0.4897658E+01,           1,  0.4550270E+04,        2615
, 0.30871572968730E+06, 0.60631706590410E+07, -0.1669471E+01,           1,  0.4549600E+04,        2616
, 0.30951777941046E+06, 0.60629677961475E+07, -0.5121931E+01,           1,  0.3873224E+04,        2617
, 0.30862574740057E+06, 0.60632120222554E+07, -0.2542852E+01,           1,  0.5903537E+04,        2618
, 0.30852262950378E+06, 0.60632573813228E+07, -0.2223840E+01,           1,  0.5559108E+04,        2619
, 0.30841733713653E+06, 0.60632998286868E+07, -0.1628922E+01,           1,  0.5311886E+04,        2620
, 0.30974040209499E+06, 0.60628083283309E+07, -0.3213068E+01,           1,  0.6823436E+04,        2621
, 0.30976876042568E+06, 0.60628559789684E+07, -0.4619352E+01,           1,  0.6857868E+04,        2622
, 0.30979711869312E+06, 0.60629036294996E+07, -0.3948685E+01,           1,  0.6892300E+04,        2623
, 0.30962383473482E+06, 0.60629977795499E+07, -0.3326738E+01,           1,  0.4669812E+04,        2624
, 0.30972055162511E+06, 0.60629845625998E+07, -0.2604731E+01,           1,  0.5132294E+04,        2625
, 0.30952353737966E+06, 0.60630092500176E+07, -0.3279236E+01,           1,  0.4175978E+04,        2626
, 0.30982547689824E+06, 0.60629512799261E+07, -0.1848014E+01,           1,  0.6926732E+04,        2627
, 0.30991216633333E+06, 0.60624539333333E+07,  0.3924459E+00,           1,  0.6133893E+04,        2628
, 0.30997945916115E+06, 0.60625090944311E+07, -0.1254949E+01,           1,  0.1848396E+05,        2629
, 0.30985575778552E+06, 0.60627615444502E+07, -0.3376334E+01,           1,  0.6467945E+04,        2630
, 0.30993839128946E+06, 0.60626588574703E+07, -0.2781114E+01,           1,  0.6459152E+04,        2631
, 0.30996590709511E+06, 0.60627029603645E+07, -0.3420774E+01,           1,  0.6474066E+04,        2632
, 0.31003633720200E+06, 0.60625836514706E+07, -0.3105507E+01,           1,  0.6348313E+04,        2633
, 0.30830966277750E+06, 0.60633368647891E+07, -0.2138494E+01,           1,  0.5493801E+04,        2634
, 0.30824034035542E+06, 0.60633615187718E+07, -0.2833677E+01,           1,  0.1953518E+04,        2635
, 0.30820698149622E+06, 0.60633791956764E+07, -0.3162379E+01,           1,  0.1902628E+04,        2636
, 0.30793821795566E+06, 0.60635820926804E+07, -0.2008678E+01,           1,  0.3653736E+04,        2637
, 0.30802303113269E+06, 0.60635053987976E+07, -0.2408571E+01,           1,  0.4423781E+04,        2638
, 0.30786218771062E+06, 0.60636838302494E+07, -0.1444389E+00,           1,  0.3264215E+04,        2639
, 0.30795188233906E+06, 0.60636125861885E+07, -0.1181259E+01,           1,  0.3666341E+04,        2640
, 0.30718499866667E+06, 0.60641889300000E+07, -0.1699787E+01,           1,  0.3772296E+04,        2641
, 0.30729372958889E+06, 0.60641727685517E+07, -0.8551418E-02,           1,  0.1023052E+05,        2642
, 0.30705591600000E+06, 0.60642202800000E+07, -0.1863099E+01,           1,  0.3784820E+04,        2643
, 0.30713244166667E+06, 0.60642222666667E+07, -0.6997804E+00,           1,  0.4603138E+04,        2644
, 0.30741891100766E+06, 0.60641248902791E+07,  0.2255009E+00,           1,  0.1349016E+05,        2645
, 0.30692887433333E+06, 0.60642594633333E+07, -0.1579110E+01,           1,  0.3908328E+04,        2646
, 0.30699624100000E+06, 0.60642595300000E+07, -0.6388175E+00,           1,  0.4844397E+04,        2647
, 0.30753601336804E+06, 0.60640561534168E+07,  0.4703349E-01,           1,  0.1599978E+05,        2648
, 0.30684167673449E+06, 0.60643124147535E+07, -0.6528038E+00,           1,  0.1068886E+05,        2649
, 0.30764327123520E+06, 0.60639739544836E+07,  0.9162842E+00,           1,  0.1764486E+05,        2650
, 0.30669804133333E+06, 0.60643470733333E+07, -0.1087626E+01,           1,  0.6361743E+04,        2651
, 0.30676363000000E+06, 0.60643639900000E+07, -0.1053454E+00,           1,  0.5918025E+04,        2652
, 0.30770707500000E+06, 0.60638860366667E+07,  0.9288947E+00,           1,  0.8134823E+04,        2653
, 0.30657741600000E+06, 0.60643781066667E+07, -0.8993200E+00,           1,  0.7585822E+04,        2654
, 0.30664484366667E+06, 0.60643996566667E+07, -0.2129480E+00,           1,  0.6848583E+04,        2655
, 0.30778794033333E+06, 0.60638958866667E+07,  0.1380593E+01,           1,  0.1204679E+05,        2656
, 0.30784191106798E+06, 0.60638145484364E+07,  0.8206051E+00,           1,  0.1835313E+05,        2657
, 0.30642834015933E+06, 0.60644246147663E+07, -0.5555106E+00,           1,  0.1648552E+05,        2658
, 0.30652436433333E+06, 0.60644320700000E+07, -0.1246570E+00,           1,  0.7894302E+04,        2659
, 0.30788773300000E+06, 0.60637273000000E+07,  0.4260970E+00,           1,  0.6054194E+04,        2660
, 0.30630362505169E+06, 0.60644336308451E+07, -0.5096022E+00,           1,  0.1553767E+05,        2661
, 0.30620620900000E+06, 0.60644227966667E+07, -0.6163610E+00,           1,  0.7240675E+04,        2662
, 0.30599100723111E+06, 0.60642019516358E+07, -0.1683212E+01,           1,  0.1267888E+05,        2663
, 0.30602932652519E+06, 0.60642572322950E+07, -0.2910076E+01,           1,  0.3662084E+04,        2664
, 0.30603800854853E+06, 0.60642845070723E+07, -0.2615181E+01,           1,  0.3641535E+04,        2665
, 0.30604668360138E+06, 0.60643117790766E+07, -0.2368456E+01,           1,  0.3620951E+04,        2666
, 0.30605536160783E+06, 0.60643390526702E+07, -0.2101182E+01,           1,  0.3602244E+04,        2667
, 0.30606404374266E+06, 0.60643663278854E+07, -0.1807530E+01,           1,  0.3581694E+04,        2668
, 0.30607271530979E+06, 0.60643936033898E+07, -0.1391675E+01,           1,  0.3561766E+04,        2669
, 0.30608307666667E+06, 0.60644435100000E+07, -0.3731116E+00,           1,  0.6858153E+04,        2670
, 0.30615149600000E+06, 0.60644694633333E+07,  0.2432785E+00,           1,  0.7256280E+04,        2671
, 0.30807777254045E+06, 0.60634581443130E+07, -0.2084674E+01,           1,  0.1756269E+04,        2672
, 0.30815109152377E+06, 0.60633547088277E+07, -0.4146009E+01,           1,  0.1867075E+04,        2673
, 0.30810949629581E+06, 0.60634373931192E+07, -0.2127761E+01,           1,  0.1785678E+04,        2674
, 0.30814177749962E+06, 0.60634176034390E+07, -0.2579911E+01,           1,  0.1821948E+04,        2675
, 0.30817424292108E+06, 0.60633981372541E+07, -0.3063109E+01,           1,  0.1860499E+04,        2676
, 0.30904047619528E+06, 0.60630799808042E+07, -0.4787114E+00,           1,  0.4257564E+04,        2677
, 0.30911957830943E+06, 0.60630531921236E+07, -0.5201056E+00,           1,  0.4140540E+04,        2678
, 0.30896288216938E+06, 0.60631122120181E+07, -0.6376457E+00,           1,  0.4268690E+04,        2679
, 0.30921206848409E+06, 0.60630337480299E+07, -0.1016214E+01,           1,  0.5012925E+04,        2680
, 0.30888657911367E+06, 0.60631475095479E+07, -0.9417171E+00,           1,  0.4318942E+04,        2681
, 0.30931580053892E+06, 0.60630216706308E+07, -0.2286570E+01,           1,  0.4784899E+04,        2682
, 0.30881074420289E+06, 0.60631836999859E+07, -0.4824893E+00,           1,  0.4384205E+04,        2683
, 0.30942060755110E+06, 0.60630147045991E+07, -0.3268901E+01,           1,  0.4481943E+04,        2684
, 0.30873497229710E+06, 0.60632200825563E+07, -0.1416429E+00,           1,  0.4444408E+04,        2685
, 0.30864624806870E+06, 0.60632600571657E+07, -0.1442472E+01,           1,  0.5828675E+04,        2686
, 0.30854327911449E+06, 0.60633021599310E+07, -0.2144091E+01,           1,  0.5486204E+04,        2687
, 0.30843846939529E+06, 0.60633420121830E+07, -0.2161316E+01,           1,  0.5235862E+04,        2688
, 0.30833277016508E+06, 0.60633810242617E+07, -0.2681257E+01,           1,  0.5491140E+04,        2689
, 0.30988322222923E+06, 0.60628064771837E+07, -0.4096295E+01,           1,  0.6502812E+04,        2690
, 0.30991068334851E+06, 0.60628514116131E+07, -0.3231496E+01,           1,  0.6536535E+04,        2691
, 0.30993814757963E+06, 0.60628963440556E+07, -0.1548892E+01,           1,  0.6571393E+04,        2692
, 0.30965495561321E+06, 0.60630625718608E+07, -0.1566201E+01,           1,  0.9059209E+04,        2693
, 0.30975269344532E+06, 0.60630493736519E+07, -0.1491779E+01,           1,  0.8903248E+04,        2694
, 0.30951581565948E+06, 0.60630774644420E+07, -0.6441434E+00,           1,  0.8939225E+04,        2695
, 0.30958382366667E+06, 0.60630843000000E+07, -0.4824540E+00,           1,  0.3563289E+04,        2696
, 0.30986263146807E+06, 0.60630145985677E+07, -0.8411552E+00,           1,  0.1089195E+05,        2697
, 0.30942617716645E+06, 0.60630858505635E+07, -0.5478919E+00,           1,  0.9316892E+04,        2698
, 0.30997782056447E+06, 0.60629723911456E+07, -0.7802661E+00,           1,  0.1524678E+05,        2699
, 0.31007988518891E+06, 0.60624299186703E+07, -0.1351897E+01,           1,  0.1699432E+05,        2700
, 0.31013640482004E+06, 0.60625072869176E+07, -0.3272234E+01,           1,  0.6727613E+04,        2701
, 0.30999342285593E+06, 0.60627470682774E+07, -0.3433054E+01,           1,  0.6490024E+04,        2702
