id,ctrd_x,ctrd_y,cfl_dt_min,cfl_dt_mean
           1,  0.3006831E+06,  0.6063227E+07,   182.856,  2439.405
           2,  0.3006438E+06,  0.6063360E+07,   440.945,  3893.999
           3,  0.3008612E+06,  0.6063136E+07,   194.837,  2697.442
           4,  0.3008213E+06,  0.6063283E+07,   348.285,  3571.171
           5,  0.3010393E+06,  0.6063045E+07,   119.397,  4750.601
           6,  0.3009829E+06,  0.6063166E+07,   487.935,  4947.718
           7,  0.3012174E+06,  0.6062954E+07,   133.216,  5560.194
           8,  0.3011572E+06,  0.6063082E+07,   406.940,  6158.068
           9,  0.3013955E+06,  0.6062862E+07,   165.543,  4920.573
          10,  0.3013311E+06,  0.6062991E+07,   473.587,  6359.002
          11,  0.3015736E+06,  0.6062771E+07,   142.414,  4062.499
          12,  0.3015076E+06,  0.6062902E+07,   528.577,  5857.601
          13,  0.3017517E+06,  0.6062680E+07,   159.308,  4348.617
          14,  0.3016841E+06,  0.6062811E+07,   545.620,  5815.289
          15,  0.3019298E+06,  0.6062588E+07,   159.312,  5246.422
          16,  0.3018617E+06,  0.6062719E+07,   537.848,  6114.268
          17,  0.3021079E+06,  0.6062497E+07,   107.239,  1914.716
          18,  0.3020315E+06,  0.6062642E+07,   379.845,  5935.032
          19,  0.3021070E+06,  0.6062594E+07,   118.851,  2283.485
          20,  0.3022860E+06,  0.6062406E+07,   188.265,  2507.897
          21,  0.3021960E+06,  0.6062548E+07,   202.172,  3094.653
          22,  0.3024641E+06,  0.6062315E+07,   183.141,  3093.195
          23,  0.3023899E+06,  0.6062460E+07,   244.811,  3053.050
          24,  0.3026423E+06,  0.6062223E+07,   180.353,  2923.285
          25,  0.3025685E+06,  0.6062368E+07,   238.169,  3148.493
          26,  0.3028204E+06,  0.6062132E+07,   174.176,  2974.503
          27,  0.3027458E+06,  0.6062276E+07,   231.937,  3156.782
          28,  0.3029985E+06,  0.6062041E+07,   171.534,  2928.201
          29,  0.3029225E+06,  0.6062186E+07,   227.592,  3042.924
          30,  0.3031766E+06,  0.6061949E+07,   169.352,  3123.217
          31,  0.3030990E+06,  0.6062095E+07,   226.810,  2927.877
          32,  0.3033547E+06,  0.6061858E+07,   164.771,  3154.586
          33,  0.3032751E+06,  0.6062005E+07,   228.079,  2882.249
          34,  0.3035328E+06,  0.6061767E+07,   152.746,  2971.643
          35,  0.3034513E+06,  0.6061914E+07,   228.998,  2849.595
          36,  0.3037109E+06,  0.6061676E+07,   146.256,  2639.208
          37,  0.3036274E+06,  0.6061824E+07,   231.900,  2887.673
          38,  0.3038890E+06,  0.6061584E+07,   118.737,  2284.688
          39,  0.3038046E+06,  0.6061732E+07,   193.838,  2585.439
          40,  0.3038875E+06,  0.6061687E+07,   116.059,  1826.751
          41,  0.3040671E+06,  0.6061493E+07,   129.028,  2352.430
          42,  0.3040472E+06,  0.6061596E+07,   180.792,  2133.898
          43,  0.3042452E+06,  0.6061402E+07,    83.190,  1319.424
          44,  0.3042290E+06,  0.6061506E+07,   155.237,  1629.846
          45,  0.3044236E+06,  0.6061311E+07,   171.538,  2534.037
          46,  0.3043180E+06,  0.6061461E+07,   151.363,  1231.688
          47,  0.3044142E+06,  0.6061421E+07,   221.066,  1671.374
          48,  0.3046022E+06,  0.6061221E+07,   164.671,  2993.174
          49,  0.3045883E+06,  0.6061330E+07,   248.639,  1894.844
          50,  0.3047808E+06,  0.6061130E+07,   158.801,  2671.988
          51,  0.3047501E+06,  0.6061237E+07,   284.600,  2340.505
          52,  0.3049594E+06,  0.6061040E+07,   169.782,  3137.468
          53,  0.3049251E+06,  0.6061151E+07,   276.956,  2376.085
          54,  0.3051380E+06,  0.6060950E+07,   169.032,  3053.549
          55,  0.3051029E+06,  0.6061061E+07,   284.312,  2401.785
          56,  0.3053166E+06,  0.6060859E+07,   129.853,  2238.001
          57,  0.3052804E+06,  0.6060967E+07,   289.158,  2288.213
          58,  0.3054952E+06,  0.6060769E+07,   131.508,  2152.294
          59,  0.3054601E+06,  0.6060875E+07,   275.932,  2059.858
          60,  0.3056739E+06,  0.6060679E+07,   189.664,  3202.076
          61,  0.3056309E+06,  0.6060797E+07,   251.896,  2064.132
          62,  0.3058525E+06,  0.6060589E+07,   159.084,  2644.413
          63,  0.3058173E+06,  0.6060708E+07,   256.382,  2186.394
          64,  0.3060311E+06,  0.6060498E+07,   137.285,  2077.490
          65,  0.3059842E+06,  0.6060610E+07,   269.611,  2154.219
          66,  0.3062097E+06,  0.6060408E+07,   146.598,  2580.036
          67,  0.3061589E+06,  0.6060522E+07,   257.509,  2091.308
          68,  0.3063883E+06,  0.6060318E+07,   171.016,  3014.697
          69,  0.3063246E+06,  0.6060448E+07,   228.405,  2108.496
          70,  0.3065669E+06,  0.6060227E+07,   155.929,  2295.105
          71,  0.3065032E+06,  0.6060346E+07,   278.616,  2420.476
          72,  0.3067455E+06,  0.6060137E+07,   176.734,  2885.545
          73,  0.3066745E+06,  0.6060271E+07,   239.061,  2166.020
          74,  0.3069242E+06,  0.6060047E+07,   166.894,  2929.023
          75,  0.3068656E+06,  0.6060173E+07,   272.893,  2343.445
          76,  0.3071028E+06,  0.6059957E+07,   158.061,  2926.890
          77,  0.3070414E+06,  0.6060081E+07,   270.294,  2418.027
          78,  0.3072814E+06,  0.6059866E+07,   161.080,  2851.412
          79,  0.3072182E+06,  0.6059991E+07,   261.861,  2355.694
          80,  0.3074600E+06,  0.6059776E+07,   181.593,  3075.353
          81,  0.3073882E+06,  0.6059917E+07,   225.954,  2145.187
          82,  0.3076386E+06,  0.6059686E+07,    83.658,   948.751
          83,  0.3075624E+06,  0.6059826E+07,   226.555,  2159.795
          84,  0.3076468E+06,  0.6059764E+07,    87.353,  1160.241
          85,  0.3078168E+06,  0.6059595E+07,   121.462,  1558.535
          86,  0.3077361E+06,  0.6059718E+07,   180.993,  1504.524
          87,  0.3079942E+06,  0.6059502E+07,   121.390,  1244.758
          88,  0.3079117E+06,  0.6059649E+07,   150.052,  1345.701
          89,  0.3079941E+06,  0.6059602E+07,   124.868,   985.667
          90,  0.3081711E+06,  0.6059408E+07,   124.038,  1322.179
          91,  0.3080826E+06,  0.6059555E+07,   136.580,  1417.104
          92,  0.3081685E+06,  0.6059511E+07,   131.085,   995.640
          93,  0.3083481E+06,  0.6059315E+07,   122.217,  1433.922
          94,  0.3082570E+06,  0.6059464E+07,   124.650,  1329.604
          95,  0.3083416E+06,  0.6059421E+07,   134.151,  1117.531
          96,  0.3085251E+06,  0.6059221E+07,   143.072,  2557.432
          97,  0.3084301E+06,  0.6059374E+07,   120.492,  1610.500
          98,  0.3085156E+06,  0.6059328E+07,   159.022,  1799.570
          99,  0.3087020E+06,  0.6059128E+07,    93.788,  1397.895
         100,  0.3086747E+06,  0.6059234E+07,   178.969,  1928.990
         101,  0.3088790E+06,  0.6059034E+07,   176.610,  3728.262
