id,ctrd_x,ctrd_y,cfl_dt_min,cfl_dt_mean
           1,  0.3006831E+06,  0.6063227E+07,   192.968,  2375.608
           2,  0.3006438E+06,  0.6063360E+07,   466.003,  3835.639
           3,  0.3008612E+06,  0.6063136E+07,   174.671,  2574.454
           4,  0.3008213E+06,  0.6063283E+07,   371.774,  3504.363
           5,  0.3010393E+06,  0.6063045E+07,   151.705,  4420.767
           6,  0.3009829E+06,  0.6063166E+07,   501.126,  4805.246
           7,  0.3012174E+06,  0.6062954E+07,   136.143,  5268.977
           8,  0.3011572E+06,  0.6063082E+07,   474.787,  5892.663
           9,  0.3013955E+06,  0.6062862E+07,   126.531,  4772.634
          10,  0.3013311E+06,  0.6062991E+07,   465.832,  6144.921
          11,  0.3015736E+06,  0.6062771E+07,   108.096,  3988.382
          12,  0.3015076E+06,  0.6062902E+07,   431.531,  5679.857
          13,  0.3017517E+06,  0.6062680E+07,   115.493,  4293.665
          14,  0.3016841E+06,  0.6062811E+07,   432.591,  5634.386
          15,  0.3019298E+06,  0.6062588E+07,   129.965,  5137.836
          16,  0.3018617E+06,  0.6062719E+07,   461.023,  5906.794
          17,  0.3021079E+06,  0.6062497E+07,   101.650,  1765.095
          18,  0.3020315E+06,  0.6062642E+07,   343.241,  5721.174
          19,  0.3021070E+06,  0.6062594E+07,   107.083,  2108.402
          20,  0.3022860E+06,  0.6062406E+07,   170.421,  2377.196
          21,  0.3021960E+06,  0.6062548E+07,   201.982,  2907.793
          22,  0.3024641E+06,  0.6062315E+07,   183.652,  2971.275
          23,  0.3023899E+06,  0.6062460E+07,   244.515,  2896.606
          24,  0.3026423E+06,  0.6062223E+07,   182.934,  2832.905
          25,  0.3025685E+06,  0.6062368E+07,   237.888,  3000.851
          26,  0.3028204E+06,  0.6062132E+07,   169.045,  2880.401
          27,  0.3027458E+06,  0.6062276E+07,   231.678,  3009.734
          28,  0.3029985E+06,  0.6062041E+07,   166.466,  2839.809
          29,  0.3029225E+06,  0.6062186E+07,   227.311,  2935.746
          30,  0.3031766E+06,  0.6061949E+07,   174.828,  3043.835
          31,  0.3030990E+06,  0.6062095E+07,   226.449,  2825.673
          32,  0.3033547E+06,  0.6061858E+07,   174.780,  3072.316
          33,  0.3032751E+06,  0.6062005E+07,   227.613,  2766.281
          34,  0.3035328E+06,  0.6061767E+07,   171.791,  2900.516
          35,  0.3034513E+06,  0.6061914E+07,   228.408,  2740.961
          36,  0.3037109E+06,  0.6061676E+07,   181.400,  2602.295
          37,  0.3036274E+06,  0.6061824E+07,   231.179,  2774.785
          38,  0.3038890E+06,  0.6061584E+07,   156.298,  2280.457
          39,  0.3038046E+06,  0.6061732E+07,   193.194,  2470.460
          40,  0.3038875E+06,  0.6061687E+07,   149.234,  1818.146
          41,  0.3040671E+06,  0.6061493E+07,   144.890,  2338.735
          42,  0.3040472E+06,  0.6061596E+07,   213.115,  2138.097
          43,  0.3042452E+06,  0.6061402E+07,    82.037,  1316.075
          44,  0.3042290E+06,  0.6061506E+07,   158.296,  1620.273
          45,  0.3044236E+06,  0.6061311E+07,   184.314,  2417.048
          46,  0.3043180E+06,  0.6061461E+07,   132.371,  1198.283
          47,  0.3044142E+06,  0.6061421E+07,   199.169,  1605.577
          48,  0.3046022E+06,  0.6061221E+07,   159.356,  2885.371
          49,  0.3045883E+06,  0.6061330E+07,   209.689,  1798.254
          50,  0.3047808E+06,  0.6061130E+07,   148.574,  2563.168
          51,  0.3047501E+06,  0.6061237E+07,   262.556,  2244.741
          52,  0.3049594E+06,  0.6061040E+07,   155.259,  2999.367
          53,  0.3049251E+06,  0.6061151E+07,   254.528,  2279.202
          54,  0.3051380E+06,  0.6060950E+07,   153.186,  2917.904
          55,  0.3051029E+06,  0.6061061E+07,   260.125,  2296.830
          56,  0.3053166E+06,  0.6060859E+07,   141.344,  2098.922
          57,  0.3052804E+06,  0.6060967E+07,   259.865,  2159.782
          58,  0.3054952E+06,  0.6060769E+07,   125.308,  2056.215
          59,  0.3054601E+06,  0.6060875E+07,   246.864,  1944.581
          60,  0.3056739E+06,  0.6060679E+07,   173.381,  3044.348
          61,  0.3056309E+06,  0.6060797E+07,   224.933,  1951.641
          62,  0.3058525E+06,  0.6060589E+07,   150.337,  2523.752
          63,  0.3058173E+06,  0.6060708E+07,   229.066,  2054.201
          64,  0.3060311E+06,  0.6060498E+07,   130.499,  1943.120
          65,  0.3059842E+06,  0.6060610E+07,   239.919,  2012.686
          66,  0.3062097E+06,  0.6060408E+07,   142.072,  2457.020
          67,  0.3061589E+06,  0.6060522E+07,   228.559,  1954.475
          68,  0.3063883E+06,  0.6060318E+07,   164.598,  2865.260
          69,  0.3063246E+06,  0.6060448E+07,   201.822,  1981.146
          70,  0.3065669E+06,  0.6060227E+07,   146.147,  2217.925
          71,  0.3065032E+06,  0.6060346E+07,   246.147,  2276.076
          72,  0.3067455E+06,  0.6060137E+07,   175.057,  2801.820
          73,  0.3066745E+06,  0.6060271E+07,   210.512,  2036.864
