id,ctrd_x,ctrd_y,cfl_dt_min,cfl_dt_mean
           1,  0.3006831E+06,  0.6063227E+07,     6.679,     6.848
           2,  0.3006438E+06,  0.6063360E+07,     6.716,     6.882
           3,  0.3008612E+06,  0.6063136E+07,     6.239,     6.403
           4,  0.3008213E+06,  0.6063283E+07,     5.574,     5.712
           5,  0.3010393E+06,  0.6063045E+07,     5.384,     5.520
           6,  0.3009829E+06,  0.6063166E+07,     6.550,     6.714
           7,  0.3012174E+06,  0.6062954E+07,     5.539,     5.678
           8,  0.3011572E+06,  0.6063082E+07,     6.169,     6.323
           9,  0.3013955E+06,  0.6062862E+07,     5.594,     5.741
          10,  0.3013311E+06,  0.6062991E+07,     6.405,     6.566
          11,  0.3015736E+06,  0.6062771E+07,     5.675,     5.842
          12,  0.3015076E+06,  0.6062902E+07,     6.384,     6.546
          13,  0.3017517E+06,  0.6062680E+07,     5.707,     5.861
          14,  0.3016841E+06,  0.6062811E+07,     6.485,     6.652
          15,  0.3019298E+06,  0.6062588E+07,     5.589,     5.726
          16,  0.3018617E+06,  0.6062719E+07,     6.422,     6.585
          17,  0.3021079E+06,  0.6062497E+07,     5.516,     5.658
          18,  0.3020315E+06,  0.6062642E+07,     5.326,     5.458
          19,  0.3021070E+06,  0.6062594E+07,     5.172,     5.308
          20,  0.3022860E+06,  0.6062406E+07,     6.284,     6.457
          21,  0.3021960E+06,  0.6062548E+07,     5.683,     5.822
          22,  0.3024641E+06,  0.6062315E+07,     6.042,     6.178
          23,  0.3023899E+06,  0.6062460E+07,     6.017,     6.155
          24,  0.3026423E+06,  0.6062223E+07,     5.941,     6.088
          25,  0.3025685E+06,  0.6062368E+07,     5.967,     6.102
          26,  0.3028204E+06,  0.6062132E+07,     5.924,     6.056
          27,  0.3027458E+06,  0.6062276E+07,     5.944,     6.079
          28,  0.3029985E+06,  0.6062041E+07,     5.887,     6.044
          29,  0.3029225E+06,  0.6062186E+07,     5.897,     6.030
          30,  0.3031766E+06,  0.6061949E+07,     5.860,     6.023
          31,  0.3030990E+06,  0.6062095E+07,     5.845,     5.978
          32,  0.3033547E+06,  0.6061858E+07,     5.900,     6.067
          33,  0.3032751E+06,  0.6062005E+07,     5.826,     5.960
          34,  0.3035328E+06,  0.6061767E+07,     5.943,     6.118
          35,  0.3034513E+06,  0.6061914E+07,     5.844,     5.982
          36,  0.3037109E+06,  0.6061676E+07,     5.939,     6.094
          37,  0.3036274E+06,  0.6061824E+07,     5.806,     5.944
          38,  0.3038890E+06,  0.6061584E+07,     5.122,     5.247
          39,  0.3038046E+06,  0.6061732E+07,     5.427,     5.554
          40,  0.3038875E+06,  0.6061687E+07,     4.944,     5.057
          41,  0.3040671E+06,  0.6061493E+07,     5.207,     5.328
          42,  0.3040472E+06,  0.6061596E+07,     5.674,     5.801
          43,  0.3042452E+06,  0.6061402E+07,     5.268,     5.385
          44,  0.3042290E+06,  0.6061506E+07,     5.558,     5.680
          45,  0.3044236E+06,  0.6061311E+07,     5.694,     5.814
          46,  0.3043180E+06,  0.6061461E+07,     4.992,     5.108
          47,  0.3044142E+06,  0.6061421E+07,     5.503,     5.635
          48,  0.3046022E+06,  0.6061221E+07,     5.072,     5.185
          49,  0.3045883E+06,  0.6061330E+07,     5.116,     5.238
          50,  0.3047808E+06,  0.6061130E+07,     4.963,     5.071
          51,  0.3047501E+06,  0.6061237E+07,     5.830,     5.970
          52,  0.3049594E+06,  0.6061040E+07,     5.169,     5.282
          53,  0.3049251E+06,  0.6061151E+07,     5.792,     5.931
          54,  0.3051380E+06,  0.6060950E+07,     5.172,     5.287
          55,  0.3051029E+06,  0.6061061E+07,     5.984,     6.129
          56,  0.3053166E+06,  0.6060859E+07,     5.006,     5.125
          57,  0.3052804E+06,  0.6060967E+07,     6.101,     6.250
          58,  0.3054952E+06,  0.6060769E+07,     4.776,     4.882
          59,  0.3054601E+06,  0.6060875E+07,     5.871,     6.014
          60,  0.3056739E+06,  0.6060679E+07,     5.619,     5.743
          61,  0.3056309E+06,  0.6060797E+07,     5.515,     5.648
          62,  0.3058525E+06,  0.6060589E+07,     5.140,     5.254
          63,  0.3058173E+06,  0.6060708E+07,     5.566,     5.700
          64,  0.3060311E+06,  0.6060498E+07,     4.787,     4.895
          65,  0.3059842E+06,  0.6060610E+07,     6.067,     6.214
          66,  0.3062097E+06,  0.6060408E+07,     4.634,     4.734
          67,  0.3061589E+06,  0.6060522E+07,     5.889,     6.029
          68,  0.3063883E+06,  0.6060318E+07,     5.079,     5.185
          69,  0.3063246E+06,  0.6060448E+07,     5.157,     5.275
          70,  0.3065669E+06,  0.6060227E+07,     4.652,     4.746
          71,  0.3065032E+06,  0.6060346E+07,     5.988,     6.123
          72,  0.3067455E+06,  0.6060137E+07,     5.596,     5.710
          73,  0.3066745E+06,  0.6060271E+07,     5.142,     5.257
          74,  0.3069242E+06,  0.6060047E+07,     5.064,     5.169
          75,  0.3068656E+06,  0.6060173E+07,     5.831,     5.963
          76,  0.3071028E+06,  0.6059957E+07,     4.992,     5.098
          77,  0.3070414E+06,  0.6060081E+07,     5.936,     6.072
          78,  0.3072814E+06,  0.6059866E+07,     5.117,     5.228
          79,  0.3072182E+06,  0.6059991E+07,     5.965,     6.105
          80,  0.3074600E+06,  0.6059776E+07,     5.564,     5.683
          81,  0.3073882E+06,  0.6059917E+07,     5.234,     5.359
          82,  0.3076386E+06,  0.6059686E+07,     4.460,     4.551
          83,  0.3075624E+06,  0.6059826E+07,     5.628,     5.760
          84,  0.3076468E+06,  0.6059764E+07,     4.327,     4.425
          85,  0.3078168E+06,  0.6059595E+07,     4.971,     5.076
          86,  0.3077361E+06,  0.6059718E+07,     5.703,     5.833
          87,  0.3079942E+06,  0.6059502E+07,     5.485,     5.605
          88,  0.3079117E+06,  0.6059649E+07,     4.933,     5.048
          89,  0.3079941E+06,  0.6059602E+07,     5.155,     5.276
          90,  0.3081711E+06,  0.6059408E+07,     5.419,     5.535
          91,  0.3080826E+06,  0.6059555E+07,     5.309,     5.433
          92,  0.3081685E+06,  0.6059511E+07,     5.122,     5.238
          93,  0.3083481E+06,  0.6059315E+07,     5.344,     5.455
          94,  0.3082570E+06,  0.6059464E+07,     5.024,     5.130
          95,  0.3083416E+06,  0.6059421E+07,     5.004,     5.112
          96,  0.3085251E+06,  0.6059221E+07,     4.716,     4.821
          97,  0.3084301E+06,  0.6059374E+07,     4.863,     4.958
          98,  0.3085156E+06,  0.6059328E+07,     4.761,     4.862
          99,  0.3087020E+06,  0.6059128E+07,     4.750,     4.871
         100,  0.3086747E+06,  0.6059234E+07,     5.519,     5.634
         101,  0.3088790E+06,  0.6059034E+07,     5.513,     5.626
         102,  0.3087632E+06,  0.6059188E+07,     4.352,     4.450
         103,  0.3088625E+06,  0.6059148E+07,     5.589,     5.705
         104,  0.3090560E+06,  0.6058941E+07,     5.496,     5.606
         105,  0.3090392E+06,  0.6059055E+07,     5.570,     5.687
         106,  0.3092329E+06,  0.6058848E+07,     5.714,     5.845
         107,  0.3092141E+06,  0.6058963E+07,     5.625,     5.745
         108,  0.3094099E+06,  0.6058754E+07,     4.735,     4.845
         109,  0.3093978E+06,  0.6058859E+07,     4.940,     5.042
         110,  0.3095869E+06,  0.6058661E+07,     4.658,     4.760
         111,  0.3095600E+06,  0.6058764E+07,     5.545,     5.663
         112,  0.3097638E+06,  0.6058567E+07,     4.800,     4.906
         113,  0.3097336E+06,  0.6058674E+07,     5.556,     5.676
         114,  0.3099408E+06,  0.6058474E+07,     4.640,     4.743
         115,  0.3099094E+06,  0.6058580E+07,     5.625,     5.748
         116,  0.3101178E+06,  0.6058380E+07,     5.212,     5.324
         117,  0.3100786E+06,  0.6058499E+07,     5.278,     5.395
         118,  0.3102947E+06,  0.6058287E+07,     5.572,     5.687
         119,  0.3102574E+06,  0.6058405E+07,     5.852,     5.976
         120,  0.3104717E+06,  0.6058193E+07,     5.168,     5.271
         121,  0.3104516E+06,  0.6058302E+07,     5.563,     5.677
         122,  0.3106487E+06,  0.6058100E+07,     5.162,     5.273
         123,  0.3106303E+06,  0.6058207E+07,     5.492,     5.610
         124,  0.3108256E+06,  0.6058006E+07,     4.793,     4.895
         125,  0.3108048E+06,  0.6058115E+07,     5.210,     5.326
         126,  0.3110025E+06,  0.6057912E+07,     5.224,     5.334
         127,  0.3109682E+06,  0.6058020E+07,     5.916,     6.050
         128,  0.3111779E+06,  0.6057816E+07,     5.571,     5.686
         129,  0.3111519E+06,  0.6057945E+07,     5.182,     5.300
         130,  0.3113521E+06,  0.6057718E+07,     4.885,     4.994
         131,  0.3113167E+06,  0.6057829E+07,     5.995,     6.134
         132,  0.3115263E+06,  0.6057619E+07,     5.504,     5.628
         133,  0.3114856E+06,  0.6057745E+07,     5.473,     5.602
         134,  0.3117005E+06,  0.6057521E+07,     5.485,     5.609
         135,  0.3116579E+06,  0.6057645E+07,     6.236,     6.386
         136,  0.3118747E+06,  0.6057422E+07,     5.579,     5.709
         137,  0.3118318E+06,  0.6057547E+07,     6.288,     6.442
         138,  0.3120488E+06,  0.6057323E+07,     5.479,     5.602
         139,  0.3120056E+06,  0.6057449E+07,     6.282,     6.435
         140,  0.3122230E+06,  0.6057225E+07,     5.298,     5.408
         141,  0.3121794E+06,  0.6057350E+07,     6.121,     6.261
         142,  0.3123972E+06,  0.6057126E+07,     5.246,     5.352
         143,  0.3123533E+06,  0.6057252E+07,     5.989,     6.119
         144,  0.3125714E+06,  0.6057028E+07,     5.286,     5.394
         145,  0.3125272E+06,  0.6057154E+07,     5.982,     6.110
         146,  0.3127456E+06,  0.6056929E+07,     5.365,     5.475
         147,  0.3127012E+06,  0.6057055E+07,     6.047,     6.180
         148,  0.3129198E+06,  0.6056831E+07,     5.366,     5.479
         149,  0.3128751E+06,  0.6056957E+07,     6.091,     6.227
         150,  0.3130940E+06,  0.6056732E+07,     5.351,     5.463
         151,  0.3130491E+06,  0.6056858E+07,     6.084,     6.219
         152,  0.3132682E+06,  0.6056634E+07,     5.407,     5.529
         153,  0.3132231E+06,  0.6056760E+07,     6.103,     6.239
         154,  0.3134423E+06,  0.6056535E+07,     5.545,     5.683
         155,  0.3133970E+06,  0.6056662E+07,     6.179,     6.320
         156,  0.3136165E+06,  0.6056436E+07,     5.395,     5.533
         157,  0.3135711E+06,  0.6056565E+07,     5.992,     6.131
         158,  0.3137907E+06,  0.6056338E+07,     4.709,     4.856
         159,  0.3137445E+06,  0.6056450E+07,     6.296,     6.448
         160,  0.3139649E+06,  0.6056239E+07,     7.036,     7.197
         161,  0.3138316E+06,  0.6056401E+07,     3.912,     4.002
         162,  0.3139380E+06,  0.6056399E+07,     5.626,     5.754
         163,  0.3140982E+06,  0.6056280E+07,     6.965,     7.124
         164,  0.3007820E+06,  0.6063415E+07,     6.439,     6.603
         165,  0.3009430E+06,  0.6063312E+07,     6.066,     6.224
         166,  0.3008318E+06,  0.6063501E+07,     4.883,     5.007
         167,  0.3009874E+06,  0.6063398E+07,     5.231,     5.363
         168,  0.3007433E+06,  0.6063533E+07,     6.091,     6.243
         169,  0.3011008E+06,  0.6063203E+07,     5.757,     5.901
         170,  0.3010600E+06,  0.6063327E+07,     5.963,     6.116
         171,  0.3012709E+06,  0.6063119E+07,     5.669,     5.810
         172,  0.3012301E+06,  0.6063238E+07,     6.349,     6.511
         173,  0.3014432E+06,  0.6063031E+07,     5.749,     5.901
         174,  0.3013996E+06,  0.6063150E+07,     6.199,     6.359
         175,  0.3016181E+06,  0.6062942E+07,     5.777,     5.948
         176,  0.3015767E+06,  0.6063063E+07,     6.536,     6.708
         177,  0.3017942E+06,  0.6062850E+07,     5.744,     5.900
         178,  0.3017546E+06,  0.6062969E+07,     6.667,     6.847
         179,  0.3019635E+06,  0.6062773E+07,     5.890,     6.037
         180,  0.3019315E+06,  0.6062880E+07,     5.744,     5.899
         181,  0.3021196E+06,  0.6062694E+07,     5.968,     6.134
         182,  0.3020985E+06,  0.6062803E+07,     6.303,     6.472
         183,  0.3022999E+06,  0.6062603E+07,     5.364,     5.517
         184,  0.3022649E+06,  0.6062707E+07,     5.756,     5.909
         185,  0.3024942E+06,  0.6062513E+07,     4.749,     4.856
