Start Date,End Date,Zone,Simulation,SAL,WQ_NIT_NIT,WQ_PHS_FRP,WQ_DIAG_TOT_TN,WQ_DIAG_TOT_TP,WQ_OXY_OXY,WQ_DIAG_HAB_RUPPIA_HSI,WQ_DIAG_MAG_HSI,
01/01/2015,31/03/2015,Mid,SC40_NUT_1_5_20140101_20170101,59.9917,0.3168,0.0033,2.6760,0.1385,5.3529,55.0581,10.4024,
01/01/2015,31/03/2015,Mid,SC40_NUT_2_0_20140101_20170101,59.9890,0.3155,0.0033,2.7189,0.1398,5.3540,55.0623,10.5233,
01/01/2015,31/03/2015,Upper_Salt,ORH_Base_20140101_20170101,71.5596,0.3986,0.0012,2.9851,0.1513,4.9300,73.4676,4.4607,
01/01/2015,31/03/2015,Upper_Salt,ORH_Base_3D_20140101_20170101,66.0471,0.1454,0.0007,2.5172,0.1344,4.7650,0.0000,0.0000,
01/01/2015,31/03/2015,Upper_Salt,ORH_Base_FSED0_20140101_20170101,71.2970,0.0426,0.0001,2.4396,0.1196,5.2210,74.3202,0.0122,
01/01/2015,31/03/2015,Upper_Salt,ORH_Base_FSED2_20140101_20170101,71.8483,0.6645,0.0019,3.4672,0.1887,4.6885,72.3382,4.6938,
01/01/2015,31/03/2015,Upper_Salt,ORH_SLR_02_20140101_20170101,69.6466,0.2535,0.0011,2.5538,0.1384,5.0170,78.0782,6.1321,
01/01/2015,31/03/2015,Upper_Salt,SC40_Base_20140101_20170101,71.6472,0.2700,0.0012,2.9274,0.1501,4.9051,72.9535,3.0681,
01/01/2015,31/03/2015,Upper_Salt,SC40_NUT_1_5_20140101_20170101,71.6477,0.2700,0.0012,3.0137,0.1528,4.8661,72.9577,3.0290,
01/01/2015,31/03/2015,Upper_Salt,SC40_NUT_2_0_20140101_20170101,71.6483,0.2700,0.0012,3.1015,0.1556,4.8691,72.9554,3.2026,
01/01/2015,31/03/2015,Lower_Salt,ORH_Base_20140101_20170101,70.8124,0.6756,0.0060,3.4153,0.1587,4.7252,66.6696,1.9990,
01/01/2015,31/03/2015,Lower_Salt,ORH_Base_3D_20140101_20170101,62.8876,0.1308,0.0011,2.4866,0.1289,4.2840,0.0000,0.0000,
01/01/2015,31/03/2015,Lower_Salt,ORH_Base_FSED0_20140101_20170101,70.3296,0.0351,0.0002,2.4909,0.1134,5.0750,67.9531,0.0400,
01/01/2015,31/03/2015,Lower_Salt,ORH_Base_FSED2_20140101_20170101,71.2891,1.2340,0.0114,4.2955,0.2114,4.4602,51.0166,1.9805,
01/01/2015,31/03/2015,Lower_Salt,ORH_SLR_02_20140101_20170101,73.8086,0.5239,0.0048,3.1426,0.1556,4.7731,71.7110,1.7281,
01/01/2015,31/03/2015,Lower_Salt,SC40_Base_20140101_20170101,61.1121,0.1760,0.0064,2.6649,0.1387,4.8301,72.0498,7.1745,
01/01/2015,31/03/2015,Lower_Salt,SC40_NUT_1_5_20140101_20170101,61.1108,0.1758,0.0064,2.8221,0.1437,4.8572,72.0466,7.1191,
01/01/2015,31/03/2015,Lower_Salt,SC40_NUT_2_0_20140101_20170101,61.1153,0.1748,0.0064,2.9741,0.1484,4.8466,72.0388,7.3360,
