Variable Name,Min Date,Max Date,Number of Samples
WQ_NIT_AMM,03/07/2013 12:30:00,11/09/2013 11:20:00,24.000
WQ_PHY_GRN,03/07/2013 12:30:00,11/09/2013 11:20:00,72.000
WQ_PHS_FRP,03/07/2013 12:30:00,11/09/2013 11:20:00,24.000
WQ_NIT_NIT,03/07/2013 12:30:00,11/09/2013 11:20:00,24.000
WQ_DIAG_TOT_TP,03/07/2013 12:30:00,11/09/2013 11:20:00,24.000
WQ_DIAG_TOT_TKN,03/07/2013 12:30:00,11/09/2013 11:20:00,24.000
WQ_DIAG_TOT_TN,03/07/2013 12:30:00,11/09/2013 11:20:00,24.000
