Variable Name,Min Date,Max Date,Number of Samples
WQ_NIT_AMM,14/07/2014 13:41:00,05/01/2016 12:05:00,10.000
WQ_PHY_GRN,08/10/2015 13:00:00,05/01/2016 12:05:00,6.000
WQ_PHS_FRP,14/07/2014 13:41:00,05/01/2016 12:05:00,10.000
WQ_NIT_NIT,14/07/2014 13:41:00,05/01/2016 12:05:00,10.000
WQ_DIAG_TOT_TP,14/07/2014 13:41:00,05/01/2016 12:05:00,10.000
WQ_SIL_RSI,14/07/2014 13:41:00,05/01/2016 12:05:00,10.000
WQ_DIAG_TOT_TKN,14/07/2014 13:41:00,05/01/2016 12:05:00,10.000
WQ_DIAG_TOT_TN,13/11/2014 09:31:00,05/01/2016 12:05:00,7.000
WQ_DIAG_TOT_TURBIDITY,14/07/2014 13:41:00,05/01/2016 12:05:00,10.000
pH,14/07/2014 13:41:00,23/04/2015 13:30:00,4.000
