time,target_value
10/03/2008 00:00,0.50000
11/03/2008 00:00,0.50000
12/03/2008 00:00,0.50000
13/03/2008 00:00,0.50000
14/03/2008 00:00,0.50000
15/03/2008 00:00,0.50000
16/03/2008 00:00,0.50000
17/03/2008 00:00,0.50000
18/03/2008 00:00,0.50000
19/03/2008 00:00,0.50000
20/03/2008 00:00,0.50000
21/03/2008 00:00,0.50000
22/03/2008 00:00,0.50000
23/03/2008 00:00,0.50000
24/03/2008 00:00,0.50000
25/03/2008 00:00,0.50000
26/03/2008 00:00,0.50000
27/03/2008 00:00,0.50000
28/03/2008 00:00,0.50000
29/03/2008 00:00,0.50000
30/03/2008 00:00,0.50000
31/03/2008 00:00,0.50000
01/04/2008 00:00,0.50000
02/04/2008 00:00,0.50000
03/04/2008 00:00,0.50000
04/04/2008 00:00,0.50000
05/04/2008 00:00,0.50000
06/04/2008 00:00,0.50000
07/04/2008 00:00,0.50000
08/04/2008 00:00,0.50000
09/04/2008 00:00,0.50000
10/04/2008 00:00,0.50000
11/04/2008 00:00,0.50000
12/04/2008 00:00,0.50000
13/04/2008 00:00,0.50000
14/04/2008 00:00,0.50000
15/04/2008 00:00,0.50000
16/04/2008 00:00,0.50000
17/04/2008 00:00,0.50000
18/04/2008 00:00,0.50000
19/04/2008 00:00,0.50000
20/04/2008 00:00,0.50000
21/04/2008 00:00,0.50000
22/04/2008 00:00,0.50000
23/04/2008 00:00,0.50000
24/04/2008 00:00,0.50000
25/04/2008 00:00,0.50000
26/04/2008 00:00,0.50000
27/04/2008 00:00,0.50000
28/04/2008 00:00,0.50000
29/04/2008 00:00,0.50000
30/04/2008 00:00,0.50000
01/05/2008 00:00,0.50000
02/05/2008 00:00,0.50000
03/05/2008 00:00,0.50000
04/05/2008 00:00,0.50000
05/05/2008 00:00,0.50000
06/05/2008 00:00,0.50000
07/05/2008 00:00,0.50000
08/05/2008 00:00,0.50000
09/05/2008 00:00,0.50000
10/05/2008 00:00,0.50000
11/05/2008 00:00,0.50000
12/05/2008 00:00,0.50000
13/05/2008 00:00,0.50000
14/05/2008 00:00,0.50000
15/05/2008 00:00,0.50000
16/05/2008 00:00,0.50000
17/05/2008 00:00,0.50000
18/05/2008 00:00,0.50000
19/05/2008 00:00,0.50000
20/05/2008 00:00,0.50000
21/05/2008 00:00,0.50000
22/05/2008 00:00,0.50000
23/05/2008 00:00,0.50000
24/05/2008 00:00,0.50000
25/05/2008 00:00,0.50000
26/05/2008 00:00,0.50000
27/05/2008 00:00,0.50000
28/05/2008 00:00,0.50000
29/05/2008 00:00,0.50000
30/05/2008 00:00,0.50000
31/05/2008 00:00,0.50000
01/06/2008 00:00,0.50000
02/06/2008 00:00,0.50000
03/06/2008 00:00,0.50000
04/06/2008 00:00,0.50000
05/06/2008 00:00,0.50000
06/06/2008 00:00,0.50000
07/06/2008 00:00,0.50000
08/06/2008 00:00,0.50000
09/06/2008 00:00,0.50000
10/06/2008 00:00,0.50000
11/06/2008 00:00,0.50000
12/06/2008 00:00,0.50000
13/06/2008 00:00,0.50000
14/06/2008 00:00,0.50000
15/06/2008 00:00,0.50000
16/06/2008 00:00,0.50000
17/06/2008 00:00,0.50000
18/06/2008 00:00,0.50000
19/06/2008 00:00,0.50000
20/06/2008 00:00,0.50000
21/06/2008 00:00,0.50000
22/06/2008 00:00,0.50000
23/06/2008 00:00,0.50000
24/06/2008 00:00,0.50000
25/06/2008 00:00,0.50000
26/06/2008 00:00,0.50000
27/06/2008 00:00,0.50000
28/06/2008 00:00,0.50000
29/06/2008 00:00,0.50000
30/06/2008 00:00,0.50000
01/07/2008 00:00,0.50000
02/07/2008 00:00,0.50000
03/07/2008 00:00,0.50000
04/07/2008 00:00,0.50000
05/07/2008 00:00,0.50000
06/07/2008 00:00,0.50000
07/07/2008 00:00,0.50000
08/07/2008 00:00,0.50000
09/07/2008 00:00,0.50000
10/07/2008 00:00,0.50000
11/07/2008 00:00,0.50000
12/07/2008 00:00,0.50000
13/07/2008 00:00,0.50000
14/07/2008 00:00,0.50000
15/07/2008 00:00,0.50000
16/07/2008 00:00,0.50000
17/07/2008 00:00,0.50000
18/07/2008 00:00,0.50000
19/07/2008 00:00,0.50000
20/07/2008 00:00,0.50000
21/07/2008 00:00,0.50000
22/07/2008 00:00,0.50000
23/07/2008 00:00,0.50000
24/07/2008 00:00,0.50000
25/07/2008 00:00,0.50000
26/07/2008 00:00,0.50000
27/07/2008 00:00,0.50000
28/07/2008 00:00,0.50000
29/07/2008 00:00,0.50000
30/07/2008 00:00,0.50000
31/07/2008 00:00,0.50000
01/08/2008 00:00,0.50000
02/08/2008 00:00,0.50000
03/08/2008 00:00,0.50000
04/08/2008 00:00,0.50000
05/08/2008 00:00,0.50000
06/08/2008 00:00,0.50000
07/08/2008 00:00,0.50000
08/08/2008 00:00,0.50000
09/08/2008 00:00,0.50000
10/08/2008 00:00,0.50000
11/08/2008 00:00,0.50000
12/08/2008 00:00,0.50000
13/08/2008 00:00,0.50000
14/08/2008 00:00,0.50000
15/08/2008 00:00,0.50000
16/08/2008 00:00,0.50000
17/08/2008 00:00,0.50000
18/08/2008 00:00,0.50000
19/08/2008 00:00,0.50000
20/08/2008 00:00,0.50000
21/08/2008 00:00,0.50000
22/08/2008 00:00,0.50000
23/08/2008 00:00,0.50000
24/08/2008 00:00,0.50000
25/08/2008 00:00,0.50000
26/08/2008 00:00,0.50000
27/08/2008 00:00,0.50000
28/08/2008 00:00,0.50000
29/08/2008 00:00,0.50000
30/08/2008 00:00,0.50000
31/08/2008 00:00,0.50000
01/09/2008 00:00,0.50000
02/09/2008 00:00,0.50000
03/09/2008 00:00,0.50000
04/09/2008 00:00,0.50000
05/09/2008 00:00,0.50000
06/09/2008 00:00,0.50000
07/09/2008 00:00,0.50000
08/09/2008 00:00,0.50000
09/09/2008 00:00,0.50000
10/09/2008 00:00,0.50000
11/09/2008 00:00,0.50000
12/09/2008 00:00,0.50000
13/09/2008 00:00,0.50000
14/09/2008 00:00,0.50000
15/09/2008 00:00,0.50000
16/09/2008 00:00,0.50000
17/09/2008 00:00,0.50000
18/09/2008 00:00,0.50000
19/09/2008 00:00,0.50000
20/09/2008 00:00,0.50000
21/09/2008 00:00,0.50000
22/09/2008 00:00,0.50000
23/09/2008 00:00,0.50000
24/09/2008 00:00,0.50000
25/09/2008 00:00,0.50000
26/09/2008 00:00,0.50000
27/09/2008 00:00,0.50000
28/09/2008 00:00,0.50000
29/09/2008 00:00,0.50000
30/09/2008 00:00,0.50000
01/10/2008 00:00,0.50000
02/10/2008 00:00,0.50000
03/10/2008 00:00,0.50000
04/10/2008 00:00,0.50000
05/10/2008 00:00,0.50000
06/10/2008 00:00,0.50000
07/10/2008 00:00,0.50000
08/10/2008 00:00,0.50000
09/10/2008 00:00,0.50000
10/10/2008 00:00,0.50000
11/10/2008 00:00,0.50000
12/10/2008 00:00,0.50000
13/10/2008 00:00,0.50000
14/10/2008 00:00,0.50000
15/10/2008 00:00,0.50000
16/10/2008 00:00,0.50000
17/10/2008 00:00,0.50000
18/10/2008 00:00,0.50000
19/10/2008 00:00,0.50000
20/10/2008 00:00,0.50000
21/10/2008 00:00,0.50000
22/10/2008 00:00,0.50000
23/10/2008 00:00,0.50000
24/10/2008 00:00,0.50000
25/10/2008 00:00,0.50000
26/10/2008 00:00,0.50000
27/10/2008 00:00,0.50000
28/10/2008 00:00,0.50000
29/10/2008 00:00,0.50000
30/10/2008 00:00,0.50000
31/10/2008 00:00,0.50000
01/11/2008 00:00,0.50000
02/11/2008 00:00,0.50000
03/11/2008 00:00,0.50000
04/11/2008 00:00,0.50000
05/11/2008 00:00,0.50000
06/11/2008 00:00,0.50000
07/11/2008 00:00,0.50000
08/11/2008 00:00,0.50000
09/11/2008 00:00,0.50000
10/11/2008 00:00,0.50000
11/11/2008 00:00,0.50000
12/11/2008 00:00,0.50000
13/11/2008 00:00,0.50000
14/11/2008 00:00,0.50000
15/11/2008 00:00,0.50000
16/11/2008 00:00,0.50000
17/11/2008 00:00,0.50000
18/11/2008 00:00,0.50000
19/11/2008 00:00,0.50000
20/11/2008 00:00,0.50000
21/11/2008 00:00,0.50000
22/11/2008 00:00,0.50000
23/11/2008 00:00,0.50000
24/11/2008 00:00,0.44678
25/11/2008 00:00,0.39356
26/11/2008 00:00,0.34034
27/11/2008 00:00,0.28712
28/11/2008 00:00,0.23390
29/11/2008 00:00,0.18068
30/11/2008 00:00,0.12746
01/12/2008 00:00,0.07424
02/12/2008 00:00,0.02102
03/12/2008 00:00,-0.03220
04/12/2008 00:00,-0.08542
05/12/2008 00:00,-0.13864
06/12/2008 00:00,-0.19186
07/12/2008 00:00,-0.24508
08/12/2008 00:00,-0.29830
09/12/2008 00:00,-0.35153
10/12/2008 00:00,-0.40475
11/12/2008 00:00,-0.45797
12/12/2008 00:00,-0.48298
13/12/2008 00:00,-0.69699
14/12/2008 00:00,-0.62603
15/12/2008 00:00,-0.54707
16/12/2008 00:00,-0.53501
17/12/2008 00:00,-0.46903
18/12/2008 00:00,-0.68192
19/12/2008 00:00,-0.54212
20/12/2008 00:00,-0.44804
21/12/2008 00:00,-0.44100
22/12/2008 00:00,-0.67278
23/12/2008 00:00,-0.57506
24/12/2008 00:00,-0.56401
25/12/2008 00:00,-0.51204
26/12/2008 00:00,-0.56197
27/12/2008 00:00,-0.62696
28/12/2008 00:00,-0.72999
29/12/2008 00:00,-0.72500
30/12/2008 00:00,-0.84494
31/12/2008 00:00,-0.72008
01/01/2009 00:00,-0.78395
02/01/2009 00:00,-0.60813
03/01/2009 00:00,-0.56701
04/01/2009 00:00,-0.64295
05/01/2009 00:00,-0.66100
06/01/2009 00:00,-0.67200
07/01/2009 00:00,-0.73696
08/01/2009 00:00,-0.66701
09/01/2009 00:00,-0.61305
10/01/2009 00:00,-0.69300
11/01/2009 00:00,-0.70399
12/01/2009 00:00,-0.63400
13/01/2009 00:00,-0.67997
14/01/2009 00:00,-0.81495
15/01/2009 00:00,-0.82100
16/01/2009 00:00,-0.79000
17/01/2009 00:00,-0.67208
18/01/2009 00:00,-0.68898
19/01/2009 00:00,-0.73000
20/01/2009 00:00,-0.78197
21/01/2009 00:00,-0.73504
22/01/2009 00:00,-0.95990
23/01/2009 00:00,-0.85701
24/01/2009 00:00,-0.91300
25/01/2009 00:00,-0.74702
26/01/2009 00:00,-0.76099
27/01/2009 00:00,-0.74001
28/01/2009 00:00,-0.74500
29/01/2009 00:00,-0.81993
30/01/2009 00:00,-0.82000
31/01/2009 00:00,-0.89700
01/02/2009 00:00,-0.84900
02/02/2009 00:00,-0.91895
03/02/2009 00:00,-0.87902
04/02/2009 00:00,-0.92198
05/02/2009 00:00,-0.92000
06/02/2009 00:00,-0.80605
07/02/2009 00:00,-0.90399
08/02/2009 00:00,-0.90200
09/02/2009 00:00,-0.81704
10/02/2009 00:00,-0.85097
11/02/2009 00:00,-0.79305
12/02/2009 00:00,-0.76901
13/02/2009 00:00,-0.80198
14/02/2009 00:00,-0.85996
15/02/2009 00:00,-0.88899
16/02/2009 00:00,-0.86400
17/02/2009 00:00,-0.87100
18/02/2009 00:00,-0.83903
19/02/2009 00:00,-0.90098
20/02/2009 00:00,-0.99692
21/02/2009 00:00,-0.92102
22/02/2009 00:00,-0.87302
23/02/2009 00:00,-0.90499
24/02/2009 00:00,-0.86300
25/02/2009 00:00,-0.82501
26/02/2009 00:00,-0.80301
27/02/2009 00:00,-0.96394
28/02/2009 00:00,-0.95200
01/03/2009 00:00,-0.90105
02/03/2009 00:00,-0.83204
03/03/2009 00:00,-0.98089
04/03/2009 00:00,-1.39768
05/03/2009 00:00,-1.24202
06/03/2009 00:00,-0.95810
07/03/2009 00:00,-0.91701
08/03/2009 00:00,-0.89401
09/03/2009 00:00,-0.94397
10/03/2009 00:00,-0.98896
11/03/2009 00:00,-0.96402
12/03/2009 00:00,-0.97300
13/03/2009 00:00,-0.92901
14/03/2009 00:00,-1.18878
15/03/2009 00:00,-1.31895
16/03/2009 00:00,-1.21309
17/03/2009 00:00,-0.96706
18/03/2009 00:00,-0.91703
19/03/2009 00:00,-0.99096
20/03/2009 00:00,-0.92704
21/03/2009 00:00,-0.95599
22/03/2009 00:00,-1.07390
23/03/2009 00:00,-0.92707
24/03/2009 00:00,-0.93100
25/03/2009 00:00,-0.96897
26/03/2009 00:00,-1.03496
27/03/2009 00:00,-0.93502
28/03/2009 00:00,-0.93600
29/03/2009 00:00,-0.96799
30/03/2009 00:00,-0.97700
31/03/2009 00:00,-0.95400
01/04/2009 00:00,-0.90000
02/04/2009 00:00,-1.00795
03/04/2009 00:00,-1.19492
04/04/2009 00:00,-1.11102
05/04/2009 00:00,-1.12699
06/04/2009 00:00,-0.99704
07/04/2009 00:00,-0.94704
08/04/2009 00:00,-0.96499
09/04/2009 00:00,-0.97699
10/04/2009 00:00,-0.99699
11/04/2009 00:00,-0.99100
12/04/2009 00:00,-0.98500
13/04/2009 00:00,-0.99799
14/04/2009 00:00,-1.04899
15/04/2009 00:00,-1.21487
16/04/2009 00:00,-1.11505
17/04/2009 00:00,-1.05004
18/04/2009 00:00,-1.02802
19/04/2009 00:00,-1.00301
20/04/2009 00:00,-0.97200
21/04/2009 00:00,-0.95301
22/04/2009 00:00,-0.90803
23/04/2009 00:00,-0.84501
24/04/2009 00:00,-1.04894
25/04/2009 00:00,-1.20590
26/04/2009 00:00,-1.39381
27/04/2009 00:00,-1.22010
28/04/2009 00:00,-0.94808
29/04/2009 00:00,-0.91101
30/04/2009 00:00,-0.96597
01/05/2009 00:00,-0.96600
02/05/2009 00:00,-0.97200
03/05/2009 00:00,-0.98299
04/05/2009 00:00,-0.96002
05/05/2009 00:00,-0.96500
06/05/2009 00:00,-0.99899
07/05/2009 00:00,-0.97101
08/05/2009 00:00,-0.95200
09/05/2009 00:00,-0.93801
10/05/2009 00:00,-0.93600
11/05/2009 00:00,-0.97499
12/05/2009 00:00,-0.97500
13/05/2009 00:00,-1.05496
14/05/2009 00:00,-1.08799
15/05/2009 00:00,-1.15997
16/05/2009 00:00,-1.20496
17/05/2009 00:00,-0.98711
18/05/2009 00:00,-0.91303
19/05/2009 00:00,-0.97299
20/05/2009 00:00,-0.96800
21/05/2009 00:00,-0.93802
22/05/2009 00:00,-0.86806
23/05/2009 00:00,-0.76104
24/05/2009 00:00,-0.89095
25/05/2009 00:00,-0.98498
26/05/2009 00:00,-0.98700
27/05/2009 00:00,-0.95202
28/05/2009 00:00,-0.92701
29/05/2009 00:00,-0.90900
30/05/2009 00:00,-0.90300
31/05/2009 00:00,-0.90400
01/06/2009 00:00,-0.91600
02/06/2009 00:00,-0.86702
03/06/2009 00:00,-0.90400
04/06/2009 00:00,-0.91899
05/06/2009 00:00,-0.88601
06/06/2009 00:00,-0.86002
07/06/2009 00:00,-0.99992
08/06/2009 00:00,-1.09300
09/06/2009 00:00,-1.13196
10/06/2009 00:00,-0.92116
11/06/2009 00:00,-0.85506
12/06/2009 00:00,-0.70203
13/06/2009 00:00,-0.77195
14/06/2009 00:00,-0.82298
15/06/2009 00:00,-0.89097
16/06/2009 00:00,-0.87301
17/06/2009 00:00,-0.86401
18/06/2009 00:00,-0.84602
19/06/2009 00:00,-0.78904
20/06/2009 00:00,-0.74301
21/06/2009 00:00,-0.85090
22/06/2009 00:00,-0.82800
23/06/2009 00:00,-0.84199
24/06/2009 00:00,-0.92197
25/06/2009 00:00,-0.87202
26/06/2009 00:00,-0.78309
27/06/2009 00:00,-0.85494
28/06/2009 00:00,-0.88098
29/06/2009 00:00,-0.87101
30/06/2009 00:00,-1.03886
01/07/2009 00:00,-1.21798
02/07/2009 00:00,-1.10509
03/07/2009 00:00,-1.23994
04/07/2009 00:00,-0.98606
05/07/2009 00:00,-0.81117
06/07/2009 00:00,-0.83398
07/07/2009 00:00,-0.77804
08/07/2009 00:00,-0.75402
09/07/2009 00:00,-0.74401
10/07/2009 00:00,-0.61104
11/07/2009 00:00,-0.80683
12/07/2009 00:00,-1.14569
13/07/2009 00:00,-0.96915
14/07/2009 00:00,-0.84312
15/07/2009 00:00,-0.86099
16/07/2009 00:00,-0.79601
17/07/2009 00:00,-0.72305
18/07/2009 00:00,-0.75398
19/07/2009 00:00,-0.79500
20/07/2009 00:00,-0.78001
21/07/2009 00:00,-0.80598
22/07/2009 00:00,-0.89593
23/07/2009 00:00,-0.79102
24/07/2009 00:00,-0.75903
25/07/2009 00:00,-0.74700
26/07/2009 00:00,-0.79599
27/07/2009 00:00,-0.86896
28/07/2009 00:00,-0.82502
29/07/2009 00:00,-0.80900
30/07/2009 00:00,-0.80600
31/07/2009 00:00,-0.82100
01/08/2009 00:00,-0.78303
02/08/2009 00:00,-0.76302
03/08/2009 00:00,-0.78199
04/08/2009 00:00,-0.77100
05/08/2009 00:00,-0.74902
06/08/2009 00:00,-0.71202
07/08/2009 00:00,-0.79195
08/08/2009 00:00,-0.74804
09/08/2009 00:00,-0.72401
10/08/2009 00:00,-0.71001
11/08/2009 00:00,-0.70201
12/08/2009 00:00,-0.69100
13/08/2009 00:00,-0.68000
14/08/2009 00:00,-0.66001
15/08/2009 00:00,-0.64101
16/08/2009 00:00,-0.62102
17/08/2009 00:00,-0.60901
18/08/2009 00:00,-0.60700
19/08/2009 00:00,-0.59201
20/08/2009 00:00,-0.58800
21/08/2009 00:00,-0.58800
22/08/2009 00:00,-0.56302
23/08/2009 00:00,-0.53901
24/08/2009 00:00,-0.52301
25/08/2009 00:00,-0.53999
26/08/2009 00:00,-0.48004
27/08/2009 00:00,-0.43002
28/08/2009 00:00,-0.41500
29/08/2009 00:00,-0.41300
30/08/2009 00:00,-0.38402
31/08/2009 00:00,-0.35901
01/09/2009 00:00,-0.33002
02/09/2009 00:00,-0.29402
03/09/2009 00:00,-0.30400
04/09/2009 00:00,-0.29800
05/09/2009 00:00,-0.28001
06/09/2009 00:00,-0.27101
07/09/2009 00:00,-0.28799
08/09/2009 00:00,-0.27701
09/09/2009 00:00,-0.26000
10/09/2009 00:00,-0.24601
11/09/2009 00:00,-0.23700
12/09/2009 00:00,-0.23600
13/09/2009 00:00,-0.23900
14/09/2009 00:00,-0.20103
15/09/2009 00:00,-0.17403
16/09/2009 00:00,-0.14200
17/09/2009 00:00,-0.15000
18/09/2009 00:00,-0.09704
19/09/2009 00:00,-0.09500
20/09/2009 00:00,-0.06802
21/09/2009 00:00,-0.02500
22/09/2009 00:00,0.00400
23/09/2009 00:00,0.02198
24/09/2009 00:00,0.07896
25/09/2009 00:00,0.09999
26/09/2009 00:00,0.09200
27/09/2009 00:00,0.18391
28/09/2009 00:00,0.26294
29/09/2009 00:00,0.30399
30/09/2009 00:00,0.31499
01/10/2009 00:00,0.32100
02/10/2009 00:00,0.33699
03/10/2009 00:00,0.35100
04/10/2009 00:00,0.37398
05/10/2009 00:00,0.38099
06/10/2009 00:00,0.39399
07/10/2009 00:00,0.40300
08/10/2009 00:00,0.40500
09/10/2009 00:00,0.41500
10/10/2009 00:00,0.43199
11/10/2009 00:00,0.45399
12/10/2009 00:00,0.43002
13/10/2009 00:00,0.42300
14/10/2009 00:00,0.47796
15/10/2009 00:00,0.50899
16/10/2009 00:00,0.54697
17/10/2009 00:00,0.58800
18/10/2009 00:00,0.61199
19/10/2009 00:00,0.63099
20/10/2009 00:00,0.63000
21/10/2009 00:00,0.63100
22/10/2009 00:00,0.63400
23/10/2009 00:00,0.64099
24/10/2009 00:00,0.64000
25/10/2009 00:00,0.62801
26/10/2009 00:00,0.64099
27/10/2009 00:00,0.65099
28/10/2009 00:00,0.65700
29/10/2009 00:00,0.66999
30/10/2009 00:00,0.65801
31/10/2009 00:00,0.67600
01/11/2009 00:00,0.68799
02/11/2009 00:00,0.68400
03/11/2009 00:00,0.66801
04/11/2009 00:00,0.69198
05/11/2009 00:00,0.70799
06/11/2009 00:00,0.71899
07/11/2009 00:00,0.72400
08/11/2009 00:00,0.73699
09/11/2009 00:00,0.73100
10/11/2009 00:00,0.72300
11/11/2009 00:00,0.71500
12/11/2009 00:00,0.70700
13/11/2009 00:00,0.70200
14/11/2009 00:00,0.69201
15/11/2009 00:00,0.68301
16/11/2009 00:00,0.66500
17/11/2009 00:00,0.66700
18/11/2009 00:00,0.65701
19/11/2009 00:00,0.65500
20/11/2009 00:00,0.63402
21/11/2009 00:00,0.64000
22/11/2009 00:00,0.61501
23/11/2009 00:00,0.62699
24/11/2009 00:00,0.62300
25/11/2009 00:00,0.61800
26/11/2009 00:00,0.62400
27/11/2009 00:00,0.61301
28/11/2009 00:00,0.58101
29/11/2009 00:00,0.58100
30/11/2009 00:00,0.58600
01/12/2009 00:00,0.59400
02/12/2009 00:00,0.59500
03/12/2009 00:00,0.56000
04/12/2009 00:00,0.56600
05/12/2009 00:00,0.55800
06/12/2009 00:00,0.55500
07/12/2009 00:00,0.55100
08/12/2009 00:00,0.53601
09/12/2009 00:00,0.54899
10/12/2009 00:00,0.52302
11/12/2009 00:00,0.52700
12/12/2009 00:00,0.52300
13/12/2009 00:00,0.52200
14/12/2009 00:00,0.52200
15/12/2009 00:00,0.52000
16/12/2009 00:00,0.50900
17/12/2009 00:00,0.48201
18/12/2009 00:00,0.48200
19/12/2009 00:00,0.48200
20/12/2009 00:00,0.48500
21/12/2009 00:00,0.47101
22/12/2009 00:00,0.47300
23/12/2009 00:00,0.47000
24/12/2009 00:00,0.43201
25/12/2009 00:00,0.43200
26/12/2009 00:00,0.43400
27/12/2009 00:00,0.42800
28/12/2009 00:00,0.42000
29/12/2009 00:00,0.41301
30/12/2009 00:00,0.41300
31/12/2009 00:00,0.38602
01/01/2010 00:00,0.37901
02/01/2010 00:00,0.35202
03/01/2010 00:00,0.36400
04/01/2010 00:00,0.36200
05/01/2010 00:00,0.35201
06/01/2010 00:00,0.34600
07/01/2010 00:00,0.34300
08/01/2010 00:00,0.33500
09/01/2010 00:00,0.32101
10/01/2010 00:00,0.31800
11/01/2010 00:00,0.30900
12/01/2010 00:00,0.29500
13/01/2010 00:00,0.30100
14/01/2010 00:00,0.30400
15/01/2010 00:00,0.29700
16/01/2010 00:00,0.26401
17/01/2010 00:00,0.24300
18/01/2010 00:00,0.25400
19/01/2010 00:00,0.26499
20/01/2010 00:00,0.25600
21/01/2010 00:00,0.25700
22/01/2010 00:00,0.22901
23/01/2010 00:00,0.23200
24/01/2010 00:00,0.23100
25/01/2010 00:00,0.22700
26/01/2010 00:00,0.21301
27/01/2010 00:00,0.21200
28/01/2010 00:00,0.19700
29/01/2010 00:00,0.18801
30/01/2010 00:00,0.19300
31/01/2010 00:00,0.15801
01/02/2010 00:00,0.16500
02/02/2010 00:00,0.16500
03/02/2010 00:00,0.17500
04/02/2010 00:00,0.14401
05/02/2010 00:00,0.13201
06/02/2010 00:00,0.14500
07/02/2010 00:00,0.14000
08/02/2010 00:00,0.13201
09/02/2010 00:00,0.12500
10/02/2010 00:00,0.11001
11/02/2010 00:00,0.10800
12/02/2010 00:00,0.11600
13/02/2010 00:00,0.10900
14/02/2010 00:00,0.08900
15/02/2010 00:00,0.07801
16/02/2010 00:00,0.09299
17/02/2010 00:00,0.07400
18/02/2010 00:00,0.07800
19/02/2010 00:00,0.07700
20/02/2010 00:00,0.07700
21/02/2010 00:00,0.05901
22/02/2010 00:00,0.03801
23/02/2010 00:00,0.05199
24/02/2010 00:00,0.04401
25/02/2010 00:00,0.04200
26/02/2010 00:00,0.03301
27/02/2010 00:00,0.00901
28/02/2010 00:00,-0.00500
01/03/2010 00:00,-0.01200
02/03/2010 00:00,-0.00301
03/03/2010 00:00,-0.00000
04/03/2010 00:00,-0.00100
05/03/2010 00:00,-0.00500
06/03/2010 00:00,0.00400
07/03/2010 00:00,-0.00200
08/03/2010 00:00,-0.02898
09/03/2010 00:00,-0.00802
10/03/2010 00:00,-0.00300
11/03/2010 00:00,-0.00600
12/03/2010 00:00,-0.00400
13/03/2010 00:00,0.00300
14/03/2010 00:00,-0.00400
15/03/2010 00:00,-0.01499
16/03/2010 00:00,-0.01400
17/03/2010 00:00,-0.02000
18/03/2010 00:00,-0.02799
19/03/2010 00:00,-0.02800
20/03/2010 00:00,-0.02600
21/03/2010 00:00,-0.03499
22/03/2010 00:00,-0.03300
23/03/2010 00:00,-0.03800
24/03/2010 00:00,-0.03700
25/03/2010 00:00,-0.04100
26/03/2010 00:00,-0.05000
27/03/2010 00:00,-0.04300
28/03/2010 00:00,-0.04200
29/03/2010 00:00,-0.05899
30/03/2010 00:00,-0.05300
31/03/2010 00:00,-0.04800
01/04/2010 00:00,-0.05699
02/04/2010 00:00,-0.06200
03/04/2010 00:00,-0.06000
04/04/2010 00:00,-0.06100
05/04/2010 00:00,-0.05800
06/04/2010 00:00,-0.04500
07/04/2010 00:00,-0.05300
08/04/2010 00:00,-0.05300
09/04/2010 00:00,-0.05100
10/04/2010 00:00,-0.05700
11/04/2010 00:00,-0.06600
12/04/2010 00:00,-0.05001
13/04/2010 00:00,-0.04800
14/04/2010 00:00,-0.05000
15/04/2010 00:00,-0.05000
16/04/2010 00:00,-0.04800
17/04/2010 00:00,-0.05400
18/04/2010 00:00,-0.04701
19/04/2010 00:00,-0.05499
20/04/2010 00:00,-0.05400
21/04/2010 00:00,-0.05200
22/04/2010 00:00,-0.05100
23/04/2010 00:00,-0.05700
24/04/2010 00:00,-0.07299
25/04/2010 00:00,-0.06500
26/04/2010 00:00,-0.05701
27/04/2010 00:00,-0.06999
28/04/2010 00:00,-0.06900
29/04/2010 00:00,-0.07300
30/04/2010 00:00,-0.05900
01/05/2010 00:00,-0.06400
