ID,LND_phreatic,ASS_pass0_lay1,ASS_anc0_lay1,ASS_uzaass,ASS_szaass
1,0.0081,0.2000,0.2000,0.0128,-1.5618
2,0.0108,0.2000,0.2000,0.0171,-2.0856
3,0.0136,0.2000,0.2000,0.0216,-2.6351
4,0.0165,0.2000,0.2000,0.0262,-3.1913
5,0.0102,0.1968,0.1975,0.0164,-1.9833
6,0.0132,0.1958,0.1968,0.0211,-2.5630
7,0.0164,0.1948,0.1960,0.0262,-3.1806
8,0.0181,0.1979,0.1984,0.0289,-3.5097
9,0.0000,0.2000,0.2000,0.0000,0.0000
10,0.0000,0.2000,0.2000,0.0000,0.0000
11,0.0000,0.2000,0.2000,0.0000,0.0000
12,0.0000,0.2000,0.2000,0.0000,0.0000
13,0.0000,0.2000,0.2000,0.0000,0.0000
14,0.0000,0.2000,0.2000,0.0000,0.0000
15,0.0000,0.2000,0.2000,0.0000,0.0000
16,0.0000,0.2000,0.2000,0.0000,0.0000
17,0.2214,0.2133,0.1719,0.0162,-22.5004
18,0.2112,0.2133,0.1719,0.0316,-22.5003
19,0.1936,0.2095,0.1719,0.0584,-22.5003
20,0.1702,0.2058,0.1719,0.0940,-22.5003
21,0.1153,0.2133,0.1719,0.1744,-22.5008
22,0.1003,0.2133,0.1719,0.1969,-22.5007
23,0.0899,0.2133,0.1718,0.2129,-22.5005
24,0.0704,0.2133,0.1719,0.2428,-22.5004
25,0.0359,0.2133,0.1719,0.2950,-22.5003
26,0.0506,0.2133,0.1719,0.2722,-22.5008
27,0.0232,0.2133,0.1718,0.3133,-22.5008
28,0.0246,0.2133,0.1719,0.3110,-22.5007
29,0.0084,0.2133,0.1719,0.3353,-22.5006
30,0.0091,0.2133,0.1718,0.3341,-22.5005
31,0.0012,0.2133,0.1719,0.3469,-22.5004
32,0.0072,0.2133,0.1719,0.3407,-22.5001
33,0.0104,0.2133,0.1719,0.3359,-22.5002
34,0.0000,0.2133,0.1718,0.3504,-22.5006
35,0.0000,0.2133,0.1719,0.3513,-22.5004
36,0.0000,0.2133,0.1718,0.3503,-22.5005
37,0.0000,0.2133,0.1718,0.3500,-22.5004
38,0.0000,0.2133,0.1719,0.3504,-22.5004
39,0.0000,0.2133,0.1719,0.3510,-22.5003
40,0.0251,0.2133,0.1719,0.3141,-22.5002
41,0.0980,0.2133,0.1719,0.2049,-22.5002
42,0.1266,0.2133,0.1719,0.1608,-22.5002
43,0.1143,0.2133,0.1718,0.1797,-22.5002
44,0.0000,0.2133,0.1719,0.3528,-22.5005
45,0.0005,0.2133,0.1719,0.3534,-22.5004
46,0.0000,0.2133,0.1718,0.3534,-22.5003
47,0.0000,0.2133,0.1718,0.3557,-22.5002
48,0.0000,0.2133,0.1718,0.3549,-22.5002
49,0.0000,0.2133,0.1719,0.3540,-22.5001
50,0.0000,0.2133,0.1719,0.3535,-22.5000
51,0.0000,0.2133,0.1718,0.3536,-22.5000
52,0.0000,0.2133,0.1719,0.3539,-22.5000
53,0.0570,0.2133,0.1719,0.2686,-22.6777
54,0.0366,0.2023,0.1951,0.0062,-3.9418
55,0.0671,0.2050,0.1894,0.0316,-8.5042
56,0.0931,0.2091,0.1808,0.1024,-15.8274
57,0.0581,0.2133,0.1719,0.2772,-23.5593
58,0.0126,0.2133,0.1719,0.3339,-22.5006
59,0.0510,0.2133,0.1719,0.2769,-22.5003
60,0.0000,0.2133,0.1718,0.3560,-22.5002
61,0.0188,0.2133,0.1718,0.3293,-22.5002
62,0.0000,0.2133,0.1718,0.3598,-22.5000
63,0.0000,0.2133,0.1719,0.3614,-22.7688
64,0.0000,0.2118,0.1696,0.3616,-22.5000
65,0.0000,0.2133,0.1718,0.3628,-22.8393
66,0.0000,0.2133,0.1719,0.3647,-22.9928
67,0.0000,0.2133,0.1719,0.3678,-23.2185
68,0.0000,0.2133,0.1719,0.3706,-23.4224
69,0.0000,0.2000,0.2000,0.0000,0.0000
70,0.0290,0.2027,0.1943,0.0291,-4.8404
71,0.1005,0.2093,0.1804,0.1036,-17.2203
72,0.0392,0.2133,0.1719,0.3248,-24.8890
73,0.0000,0.2133,0.1719,0.3923,-24.7002
74,0.0119,0.2133,0.1719,0.3339,-22.5008
75,0.0759,0.2133,0.1719,0.2381,-22.5005
76,0.0835,0.2095,0.1664,0.2290,-22.5001
77,0.0571,0.2058,0.1608,0.2730,-22.5000
78,0.0000,0.1987,0.1501,0.3642,-22.5000
79,0.0000,0.2133,0.1719,0.3805,-23.7361
80,0.0000,0.2133,0.1719,0.3783,-23.9427
81,0.0000,0.2094,0.1662,0.3766,-23.1827
82,0.0000,0.2133,0.1719,0.3770,-23.9724
83,0.0000,0.1917,0.1394,0.3685,-22.5010
84,0.0000,0.2133,0.1719,0.3815,-24.1700
85,0.0000,0.2133,0.1719,0.3872,-24.4316
86,0.0000,0.2000,0.2000,0.0000,0.0000
87,0.0000,0.2000,0.2000,0.0000,0.0000
88,0.0477,0.2048,0.1899,0.0630,-9.2981
89,0.0033,0.2126,0.1735,0.3912,-25.0908
90,0.0000,0.2133,0.1719,0.4151,-26.0875
91,0.0000,0.2133,0.1719,0.4085,-25.7642
92,0.0843,0.2133,0.1719,0.2226,-22.5007
93,0.1102,0.2133,0.1719,0.1850,-22.5005
94,0.0658,0.2116,0.1694,0.2542,-22.5001
95,0.0078,0.1923,0.1404,0.3470,-22.5000
96,0.0000,0.1733,0.1098,0.3627,-22.5000
97,0.0000,0.2021,0.1553,0.3558,-22.5000
98,0.0000,0.1567,0.0832,0.3661,-22.5000
99,0.0000,0.1466,0.0673,0.3693,-22.5000
100,0.0000,0.2121,0.1701,0.4070,-25.1321
101,0.0000,0.2133,0.1719,0.4038,-25.3170
102,0.0000,0.2073,0.1632,0.4054,-24.6291
103,0.0000,0.2133,0.1719,0.4004,-25.3793
104,0.0000,0.1761,0.1145,0.3947,-23.8129
105,0.0000,0.2133,0.1719,0.4045,-25.5940
106,0.0000,0.1419,0.0611,0.3860,-23.2415
107,0.0000,0.2000,0.2000,0.0000,0.0000
108,0.0000,0.2000,0.2000,0.0000,0.0000
109,0.0669,0.2072,0.1848,0.1162,-16.4474
110,0.0173,0.2133,0.1718,0.4139,-28.3548
111,0.0002,0.2133,0.1719,0.4385,-27.5736
112,0.0001,0.2133,0.1719,0.4338,-27.2710
113,0.0000,0.2133,0.1719,0.4325,-27.1035
114,0.1728,0.2133,0.1719,0.0892,-22.5008
115,0.1736,0.2133,0.1719,0.0894,-22.5003
116,0.0582,0.2133,0.1719,0.2654,-22.5000
117,0.0000,0.2100,0.1671,0.3546,-22.5000
118,0.0000,0.1520,0.0756,0.3599,-22.5000
119,0.0332,0.1407,0.0594,0.3122,-22.5001
120,0.0000,0.1730,0.1095,0.3566,-22.5000
121,0.0000,0.1344,0.0511,0.3672,-22.5000
122,0.0000,0.1967,0.1470,0.3552,-22.5000
123,0.0000,0.1321,0.0480,0.3697,-22.5000
124,0.0211,0.1310,0.0466,0.3432,-22.7092
125,0.0000,0.2112,0.1688,0.4332,-26.4454
126,0.0000,0.2133,0.1719,0.4318,-26.6951
127,0.0000,0.2042,0.1585,0.4325,-26.0608
128,0.0000,0.2133,0.1719,0.4314,-26.9026
129,0.0000,0.1696,0.1039,0.4287,-25.5675
130,0.0000,0.1370,0.0546,0.4236,-25.1029
131,0.0563,0.1308,0.0464,0.3140,-24.4368
132,0.0000,0.2000,0.2000,0.0000,0.0000
133,0.0000,0.2000,0.2000,0.0000,0.0000
134,0.1201,0.2127,0.1732,0.2026,-29.1482
135,0.0340,0.2133,0.1719,0.4037,-29.7463
136,0.0015,0.2133,0.1719,0.4698,-29.2647
137,0.0008,0.2133,0.1719,0.4679,-28.9953
138,0.0000,0.2133,0.1719,0.4672,-28.7524
139,0.0000,0.2133,0.1719,0.4661,-28.5521
140,0.2205,0.2133,0.1719,0.0180,-22.5002
141,0.1615,0.2133,0.1719,0.1086,-22.5000
142,0.0293,0.2133,0.1719,0.3104,-22.5000
143,0.0018,0.2133,0.1719,0.3536,-22.5000
144,0.0182,0.2108,0.1683,0.3296,-22.5000
145,0.1150,0.1242,0.0485,0.1831,-22.5001
146,0.0818,0.1235,0.0465,0.2368,-22.5001
147,0.0000,0.1688,0.1216,0.2137,-13.4410
148,0.0749,0.1308,0.0463,0.2488,-22.5000
149,0.0158,0.1591,0.0979,0.3314,-22.5000
150,0.1046,0.1307,0.0462,0.2028,-22.5000
151,0.0300,0.2056,0.1759,0.1979,-15.3078
152,0.1241,0.1306,0.0461,0.1736,-22.5000
153,0.1183,0.1390,0.0648,0.1479,-20.9689
154,0.0000,0.2103,0.1676,0.4655,-28.0593
155,0.0000,0.2133,0.1719,0.4654,-28.3182
156,0.0000,0.2008,0.1532,0.4653,-27.7525
157,0.0000,0.1617,0.0912,0.4652,-27.3838
158,0.0000,0.1336,0.0500,0.4641,-27.0773
159,0.0897,0.1307,0.0462,0.2816,-26.4588
160,0.1713,0.2120,0.0471,0.1133,-25.7970
161,0.0000,0.2000,0.2000,0.0000,0.0000
162,0.0000,0.2000,0.2000,0.0000,0.0000
163,0.0077,0.2055,0.1885,0.1864,-12.5441
164,0.0020,0.2089,0.1813,0.3255,-20.3121
165,0.0007,0.2112,0.1764,0.4186,-25.6079
166,0.0001,0.2125,0.1735,0.4739,-28.7762
167,0.0000,0.2133,0.1719,0.5063,-30.5225
168,0.0000,0.2133,0.1719,0.5074,-30.3625
169,0.0000,0.2128,0.1711,0.5074,-30.1235
170,0.2220,0.2133,0.1719,0.0157,-22.5001
171,0.1412,0.2133,0.1718,0.1413,-22.5002
172,0.0184,0.2133,0.1719,0.3313,-22.5000
173,0.0000,0.2133,0.1719,0.3607,-22.5000
174,0.0104,0.2133,0.1719,0.3478,-22.5000
175,0.0951,0.2086,0.1743,0.1850,-20.5411
176,0.0000,0.2095,0.1663,0.5061,-29.8052
177,0.0000,0.1975,0.1483,0.5041,-29.4873
178,0.0000,0.1574,0.0842,0.5032,-29.1480
179,0.0000,0.1321,0.0480,0.5006,-28.7990
180,0.1075,0.1306,0.0462,0.2633,-28.2183
181,0.1903,0.1673,0.0462,0.0881,-27.7641
182,0.0000,0.2000,0.2000,0.0000,0.0000
183,0.0000,0.2000,0.2000,0.0000,0.0000
184,0.0000,0.2000,0.2000,0.0000,0.0000
185,0.0036,0.2041,0.1914,0.1592,-10.0025
186,0.0075,0.2105,0.1778,0.4101,-25.6039
187,0.0091,0.2133,0.1719,0.5208,-32.3593
188,0.0056,0.2133,0.1719,0.5325,-32.2150
189,0.0014,0.2133,0.1719,0.5452,-32.0505
190,0.0000,0.2118,0.1696,0.5484,-31.8240
191,0.0000,0.2085,0.1650,0.5464,-31.4724
192,0.0000,0.2000,0.2000,0.0000,0.0000
193,0.0146,0.2110,0.1767,0.2794,-18.6156
194,0.0000,0.2133,0.1719,0.3653,-22.5000
195,0.0000,0.2133,0.1719,0.3672,-22.5000
196,0.0000,0.2133,0.1719,0.3706,-22.5000
197,0.0184,0.2133,0.1719,0.3446,-22.5000
198,0.0000,0.1941,0.1431,0.5411,-31.1174
199,0.0000,0.1506,0.0733,0.5405,-30.7717
200,0.0041,0.1311,0.0467,0.5281,-30.4187
201,0.1202,0.1306,0.0461,0.2536,-29.7855
202,0.2094,0.1307,0.0463,0.0532,-29.2670
203,0.0000,0.2000,0.2000,0.0000,0.0000
204,0.0000,0.2000,0.2000,0.0000,0.0000
205,0.0100,0.2035,0.1927,0.1307,-9.0638
206,0.0175,0.2082,0.1826,0.3161,-21.1180
207,0.0287,0.2133,0.1719,0.5123,-34.2406
208,0.0218,0.2133,0.1719,0.5320,-34.0560
209,0.0076,0.2133,0.1719,0.5722,-33.9140
210,0.0000,0.2123,0.1704,0.5939,-33.7802
211,0.0000,0.2102,0.1673,0.5912,-33.4963
212,0.0000,0.2032,0.1569,0.5882,-33.1857
213,0.0000,0.1867,0.1314,0.5809,-32.7763
214,0.1076,0.2087,0.1815,0.0725,-14.7619
215,0.0210,0.2133,0.1719,0.3396,-22.5001
216,0.0000,0.2133,0.1718,0.3739,-22.5000
217,0.0000,0.2133,0.1719,0.3768,-22.5000
218,0.0000,0.2133,0.1719,0.3790,-22.5000
219,0.0230,0.2034,0.1719,0.3426,-22.5000
220,0.0000,0.1459,0.0664,0.5782,-32.3543
221,0.0243,0.1310,0.0466,0.5177,-32.0284
222,0.1329,0.1306,0.0461,0.2476,-31.4326
223,0.2173,0.1308,0.0464,0.0412,-31.0548
224,0.0000,0.2000,0.2000,0.0000,0.0000
225,0.0082,0.2028,0.1941,0.1059,-7.3556
226,0.0167,0.2057,0.1879,0.2168,-15.0564
227,0.0190,0.2065,0.1863,0.2460,-17.0889
228,0.0138,0.2083,0.1826,0.3433,-21.6809
229,0.0015,0.2094,0.1802,0.4322,-24.5894
230,0.0050,0.2130,0.1714,0.6167,-35.3874
231,0.0030,0.2109,0.1684,0.6235,-35.2436
232,0.0000,0.2086,0.1652,0.6313,-35.0114
233,0.0000,0.1988,0.1502,0.6274,-34.7266
234,0.0000,0.1761,0.1143,0.6229,-34.3634
235,0.0000,0.1430,0.0625,0.6152,-33.8469
236,0.2237,0.2133,0.1719,0.0139,-22.5000
237,0.0616,0.2133,0.1719,0.2783,-22.5000
238,0.0008,0.2133,0.1718,0.3791,-22.5000
239,0.0000,0.2133,0.1719,0.3819,-22.5000
240,0.0000,0.2133,0.1719,0.3826,-22.5000
241,0.0225,0.2036,0.1718,0.3461,-22.5000
242,0.0318,0.1309,0.0465,0.5334,-33.5198
243,0.1216,0.1306,0.0461,0.3021,-33.0826
244,0.1884,0.1365,0.0590,0.0744,-29.8004
245,0.0269,0.2020,0.1959,0.0229,-6.1192
246,0.0161,0.2017,0.1964,0.0447,-5.1704
247,0.0127,0.2014,0.1971,0.0353,-4.0806
248,0.0128,0.2037,0.1922,0.1508,-10.3810
249,0.0179,0.2081,0.1828,0.3553,-22.5616
250,0.0228,0.2127,0.1733,0.5617,-34.8315
251,0.0175,0.2117,0.1695,0.6130,-36.5776
252,0.0067,0.2096,0.1665,0.6489,-36.4406
253,0.0000,0.2048,0.1593,0.6676,-36.1980
254,0.0000,0.1953,0.1448,0.6661,-35.9846
255,0.0000,0.1694,0.1037,0.6610,-35.6423
256,0.0000,0.1403,0.0589,0.6530,-35.2375
257,0.0176,0.1308,0.0464,0.6064,-34.9062
258,0.1956,0.1830,0.1719,0.0607,-22.5000
259,0.0521,0.2005,0.1718,0.2983,-22.5000
260,0.0210,0.2043,0.1719,0.3491,-22.5000
261,0.0332,0.1990,0.1719,0.3290,-22.5000
262,0.0434,0.1947,0.1719,0.3124,-22.5000
263,0.0308,0.1966,0.1791,0.2347,-16.7329
264,0.0924,0.1306,0.0462,0.4071,-34.3602
265,0.1330,0.1469,0.0820,0.1355,-25.8133
266,0.0695,0.2055,0.1885,0.0823,-16.9202
267,0.0638,0.2068,0.1856,0.1767,-20.4343
268,0.0601,0.2064,0.1864,0.1664,-19.2433
269,0.0651,0.2102,0.1784,0.3492,-29.7440
270,0.0648,0.2130,0.1713,0.5075,-38.1559
271,0.0414,0.2112,0.1688,0.5831,-38.0015
272,0.0131,0.2092,0.1659,0.6759,-37.8650
273,0.0000,0.2037,0.1577,0.7171,-37.6509
274,0.0000,0.1958,0.1456,0.7162,-37.4248
275,0.0000,0.1845,0.1280,0.7185,-37.2780
276,0.0000,0.1534,0.0779,0.7123,-37.0305
277,0.0000,0.1350,0.0518,0.7015,-36.6243
278,0.0089,0.1307,0.0462,0.6781,-36.3347
279,0.0710,0.1307,0.0463,0.4934,-35.8288
280,0.0628,0.1564,0.1033,0.2580,-22.5185
281,0.0787,0.2057,0.1879,0.0670,-17.8891
282,0.1150,0.2099,0.1790,0.1870,-30.4610
283,0.1238,0.2116,0.1755,0.2529,-35.2879
284,0.1171,0.2130,0.1713,0.3717,-39.9264
285,0.0728,0.2109,0.1683,0.5209,-39.6769
286,0.0272,0.2087,0.1652,0.6755,-39.4577
287,0.0174,0.2012,0.1539,0.7163,-39.3111
288,0.0026,0.1920,0.1399,0.7812,-39.0704
289,0.0000,0.1748,0.1123,0.7903,-38.8962
290,0.0000,0.1601,0.0887,0.7863,-38.7357
291,0.0000,0.1406,0.0593,0.7752,-38.3915
292,0.0000,0.1309,0.0465,0.7632,-38.0295
293,0.0077,0.1306,0.0461,0.7370,-37.8240
294,0.0469,0.1308,0.0464,0.6113,-37.4242
295,0.0133,0.1760,0.1467,0.2261,-13.1032
296,0.0000,0.2000,0.2000,0.0000,0.0000
297,0.0282,0.2020,0.1957,0.0240,-6.4051
298,0.0628,0.2053,0.1809,0.2457,-23.5717
299,0.0951,0.2077,0.1670,0.4489,-39.1890
300,0.0548,0.1988,0.1502,0.6880,-42.0921
301,0.0000,0.1878,0.1333,0.9068,-41.7124
302,0.0000,0.1646,0.0960,0.9080,-41.3734
303,0.0000,0.1464,0.0670,0.9050,-41.0526
304,0.0000,0.1395,0.0579,0.8927,-40.8144
305,0.0000,0.1310,0.0466,0.8591,-40.1609
306,0.0000,0.1306,0.0461,0.8390,-39.7046
307,0.0076,0.1307,0.0463,0.8100,-39.4222
308,0.0055,0.1548,0.0996,0.5284,-25.7304
309,0.0118,0.2150,0.1544,0.2014,-11.2591
310,0.0468,0.2116,0.2365,0.0947,-12.8446
311,0.1412,0.2079,0.1641,0.4169,-44.3083
312,0.0503,0.1966,0.1469,0.8240,-44.1201
313,0.0000,0.1776,0.1169,1.0508,-43.9118
314,0.0000,0.1531,0.0774,1.0570,-43.6836
315,0.0000,0.1406,0.0594,1.0420,-43.4823
316,0.0000,0.1326,0.0487,1.0162,-43.1609
317,0.0000,0.1309,0.0465,0.9936,-42.7769
318,0.0000,0.1306,0.0461,0.9545,-42.1109
319,0.0000,0.1307,0.0463,0.9297,-41.5722
320,0.0097,0.1591,0.0445,0.8857,-41.2973
321,0.0318,0.2039,0.0402,0.7871,-40.8999
322,0.0994,0.3998,0.0342,0.5243,-40.6750
323,0.1074,0.2565,0.4450,0.0698,-23.5988
324,0.1047,0.2233,0.2613,0.6235,-44.9575
325,0.0259,0.1786,0.1089,1.0251,-44.8930
326,0.0001,0.1442,0.0654,1.1791,-44.8068
327,0.0000,0.1351,0.0520,1.1584,-44.5662
328,0.0000,0.1309,0.0465,1.1334,-44.3176
329,0.0000,0.1307,0.0462,1.1084,-44.0960
330,0.0000,0.1306,0.0460,1.0823,-43.8531
331,0.0000,0.1307,0.0463,1.0558,-43.4573
332,0.0071,0.1298,0.0449,1.0014,-42.8210
333,0.0266,0.1359,0.0409,0.9010,-42.5693
334,0.0629,0.1785,0.0366,0.7364,-42.2267
335,0.1528,0.3125,0.0305,0.3525,-42.0464
336,0.1388,0.2730,0.5164,0.0902,-30.4759
337,0.1076,0.2166,0.2176,0.3175,-32.9204
338,0.0287,0.1170,0.0674,1.0942,-45.0003
339,0.0007,0.1015,0.0505,1.2436,-45.0001
340,0.0000,0.1056,0.0470,1.2404,-44.9712
341,0.0000,0.1144,0.0467,1.2251,-44.6919
342,0.0000,0.1223,0.0465,1.2125,-42.9519
343,0.0000,0.1301,0.0464,1.1989,-41.6375
344,0.0034,0.1300,0.0451,1.1563,-40.8227
345,0.0137,0.1274,0.0412,1.0891,-39.5730
346,0.0306,0.1250,0.0370,0.9962,-38.5838
347,0.1011,0.1228,0.0319,0.6563,-39.9796
348,0.1706,0.1206,0.0265,0.3262,-41.1862
349,0.0451,0.2237,0.3029,0.0293,-9.9147
350,0.0000,0.2000,0.2000,0.0000,0.0000
351,0.0019,0.1308,0.1394,0.5372,-18.3681
352,0.0024,0.0450,0.0502,1.3110,-45.0001
353,0.0000,0.0591,0.0480,1.3105,-44.7597
354,0.0000,0.0714,0.0451,1.3018,-43.3687
355,0.0000,0.0826,0.0411,1.2935,-40.1424
356,0.0000,0.0930,0.0378,1.2848,-37.3727
357,0.0056,0.1012,0.0338,1.2545,-35.9014
358,0.0160,0.1129,0.0299,1.1941,-35.3308
359,0.0343,0.1202,0.0256,1.0976,-35.1875
360,0.0721,0.1218,0.0288,0.8928,-36.7104
361,0.1092,0.1232,0.0318,0.6901,-38.2231
362,0.0000,0.2000,0.2000,0.0000,0.0000
363,0.0138,0.1505,0.1632,0.3398,-13.6083
364,0.0272,0.0322,0.0662,1.2233,-45.0004
365,0.0000,0.0253,0.0457,1.3843,-45.0001
366,0.0000,0.0274,0.0411,1.3782,-44.8251
367,0.0000,0.0249,0.0354,1.3750,-43.5232
368,0.0000,0.0306,0.0341,1.3678,-39.5096
369,0.0000,0.0356,0.0351,1.3606,-35.2832
370,0.0000,0.0542,0.0355,1.3521,-33.8422
371,0.0000,0.0870,0.0363,1.3405,-33.7523
372,0.0039,0.1375,0.0968,0.8167,-21.4130
373,0.0087,0.1751,0.1453,0.3894,-11.6023
374,0.0051,0.1853,0.1677,0.2299,-6.8498
375,0.1373,0.1043,0.1051,0.3003,-36.2164
376,0.1037,0.0782,0.1068,0.7857,-45.0004
377,0.0400,0.0553,0.0901,1.1798,-45.0003
378,0.0020,0.0193,0.0419,1.4224,-44.9695
379,0.0000,0.0104,0.0362,1.4304,-44.4739
380,0.0000,0.0099,0.0361,1.4248,-41.9580
381,0.0000,0.0087,0.0371,1.4187,-38.2226
382,0.0000,0.0123,0.0371,1.4068,-35.8902
383,0.0000,0.0484,0.0378,1.3941,-33.9337
384,0.0000,0.3603,0.0429,1.3727,-33.7500
385,0.0000,0.1465,0.0409,1.3880,-33.7848
386,0.0000,0.5577,0.0760,1.1044,-27.2718
387,0.0000,0.2285,0.1856,0.1245,-3.0907
388,0.0000,0.2000,0.2000,0.0000,0.0000
389,0.2119,0.1922,0.2843,0.1248,-45.0006
390,0.1352,0.1751,0.2617,0.6075,-45.0007
391,0.0705,0.1238,0.1915,1.0155,-45.0005
392,0.0115,0.0343,0.0731,1.3904,-45.0002
393,0.0000,0.0134,0.0435,1.4653,-44.4433
394,0.0000,0.0110,0.0352,1.4688,-43.4485
395,0.0000,0.0178,0.0351,1.4623,-38.2304
396,0.0000,0.0227,0.0373,1.4531,-34.8803
397,0.0000,0.0249,0.0416,1.4358,-33.9032
398,0.0000,0.0712,0.0469,1.4111,-33.7500
399,0.0000,0.3006,0.0523,1.4001,-33.7500
400,0.0000,0.6068,0.0583,1.3896,-33.7500
401,0.0000,0.5523,0.1104,0.8763,-21.3887
402,0.0000,0.2517,0.1869,0.1285,-3.1366
403,0.1866,0.2118,0.4371,0.2910,-45.0007
404,0.1273,0.1908,0.3317,0.6708,-45.0008
405,0.0288,0.0713,0.1143,1.2998,-45.0006
406,0.0025,0.0305,0.0583,1.4751,-45.0002
407,0.0000,0.0184,0.0413,1.4980,-44.1909
408,0.0000,0.0207,0.0355,1.5047,-40.3418
409,0.0000,0.0255,0.0376,1.5036,-36.7309
410,0.0000,0.0307,0.0437,1.5009,-34.0995
411,0.0000,0.0350,0.0481,1.4751,-33.7500
412,0.0000,0.0460,0.0517,1.4437,-33.7500
413,0.0000,0.0635,0.0516,1.4218,-33.7500
414,0.0257,0.2537,0.0685,1.2776,-33.7468
415,0.0837,0.4215,0.1006,0.9765,-33.7397
416,0.1564,0.5897,0.1957,0.6015,-33.7307
417,0.2055,0.1649,0.6009,0.1707,-45.0003
418,0.1487,0.1105,0.2625,0.5348,-45.0004
419,0.1015,0.0740,0.0903,0.8447,-45.0003
420,0.0498,0.0409,0.0652,1.1958,-45.0001
421,0.0053,0.0173,0.0360,1.5064,-44.8667
422,0.0016,0.0273,0.0369,1.5368,-42.8156
423,0.0000,0.0369,0.0408,1.5536,-40.6152
424,0.0000,0.0412,0.0479,1.5510,-37.2318
425,0.0000,0.0415,0.0492,1.5074,-34.3639
426,0.0000,0.0452,0.0516,1.4696,-33.7500
427,0.0000,0.0690,0.0542,1.4465,-33.7500
428,0.0765,0.2636,0.0670,1.0360,-33.7419
429,0.1678,0.4677,0.1417,0.5521,-33.7319
430,0.2081,0.5301,0.3257,0.3307,-34.3252
431,0.0130,0.1955,0.1978,0.0079,-2.7505
432,0.1990,0.1441,0.2375,0.0765,-40.8632
433,0.2072,0.1060,0.1354,0.1629,-45.0003
434,0.0691,0.0518,0.0737,1.1040,-45.0003
435,0.0141,0.0364,0.0501,1.4901,-45.0001
436,0.0000,0.0387,0.0465,1.6012,-43.9569
437,0.0000,0.0454,0.0517,1.6169,-42.0372
438,0.0000,0.0349,0.0539,1.6091,-35.6206
439,0.0000,0.0260,0.0523,1.5465,-33.7500
440,0.0000,0.0284,0.0535,1.4981,-33.7500
441,0.0095,0.0636,0.0607,1.4270,-33.7490
442,0.0708,0.1909,0.0996,1.0905,-33.7424
443,0.1329,0.3336,0.1771,0.5774,-29.5821
444,0.0849,0.2987,0.2047,0.2790,-16.8414
445,0.0000,0.2000,0.2000,0.0000,0.0000
446,0.2322,0.1799,0.5114,0.0000,-45.0002
447,0.1955,0.1180,0.1313,0.2516,-45.0003
448,0.0648,0.0558,0.0730,1.1543,-45.0002
449,0.0073,0.0389,0.0580,1.5714,-44.9635
450,0.0000,0.0403,0.0599,1.6431,-44.4941
451,0.0000,0.0420,0.0669,1.6547,-42.2666
452,0.0000,0.0362,0.0723,1.6415,-38.9219
453,0.0000,0.0149,0.0572,1.5725,-34.9238
454,0.0000,0.0196,0.0599,1.5272,-34.0098
455,0.0157,0.0599,0.0705,1.4231,-33.7484
456,0.0583,0.1492,0.0864,1.1894,-33.7756
457,0.1553,0.3454,0.1723,0.6419,-34.6598
458,0.1514,0.3814,0.2163,0.2775,-26.1692
459,0.0000,0.2000,0.2000,0.0000,0.0000
460,0.1464,0.1809,0.1729,0.0000,-28.3599
461,0.1814,0.1116,0.1164,0.3487,-45.0001
462,0.0816,0.0703,0.0903,1.0611,-45.0001
463,0.0240,0.0595,0.0844,1.4892,-45.0000
464,0.0000,0.0556,0.0813,1.6773,-44.9000
465,0.0000,0.0564,0.0851,1.6941,-44.4919
466,0.0000,0.0502,0.1012,1.6891,-43.8931
467,0.0000,0.0163,0.0523,1.6123,-40.8691
468,0.0000,0.0151,0.0612,1.5660,-38.2606
469,0.0000,0.0317,0.0780,1.5520,-35.6711
470,0.0024,0.1108,0.1345,0.8866,-20.0315
471,0.0437,0.2324,0.1905,0.3421,-13.0970
472,0.1383,0.4288,0.3388,0.1621,-22.9458
473,0.0000,0.2000,0.2000,0.0000,0.0000
474,0.0646,0.2000,0.1812,0.0000,-12.5172
475,0.1958,0.1726,0.1261,0.2608,-45.0000
476,0.0777,0.0859,0.1109,1.1156,-45.0000
477,0.0184,0.0801,0.1057,1.5593,-45.0000
478,0.0000,0.0732,0.0953,1.7046,-45.0000
479,0.0000,0.0673,0.0903,1.7173,-45.0000
480,0.0000,0.0719,0.0889,1.7192,-45.0000
481,0.0000,0.0504,0.0769,1.7092,-45.0000
482,0.0000,0.0157,0.0520,1.6597,-44.6480
483,0.0000,0.0167,0.0626,1.6066,-42.6618
484,0.0000,0.0086,0.0539,1.6392,-44.4476
485,0.0000,0.0616,0.1011,1.3778,-34.1588
486,0.0000,0.0284,0.0744,1.6142,-41.5034
487,0.0000,0.1402,0.1572,0.5941,-14.6509
488,0.0000,0.2000,0.2000,0.0000,0.0000
489,0.0000,0.2000,0.2000,0.0000,0.0000
490,0.0000,0.2000,0.2000,0.0000,0.0000
491,0.1406,0.2000,0.1916,0.0000,-27.2450
492,0.1533,0.1410,0.1446,0.5769,-45.0001
493,0.0580,0.0957,0.1116,1.2784,-45.0000
494,0.0000,0.0870,0.1082,1.7107,-45.0000
495,0.0000,0.0804,0.0947,1.7242,-45.0000
496,0.0000,0.0742,0.0833,1.7333,-45.0000
497,0.0000,0.0721,0.0769,1.7376,-45.0000
498,0.0000,0.0473,0.0644,1.7307,-45.0000
499,0.0000,0.0121,0.0527,1.7005,-45.0000
