ID,LND_phreatic,ASS_pass0_lay1,ASS_anc0_lay1,ASS_uzaass,ASS_szaass
5679,0.2740,0.2481,0.1503,0.0000,-16.8594
5680,0.2740,0.2456,0.1470,0.0000,-17.1458
5681,0.1722,0.3798,0.2143,0.0000,-11.7717
5682,0.2740,0.2512,0.1706,0.0000,-16.8594
5683,0.2740,0.2072,0.1795,0.0000,-16.8593
5684,0.2741,0.1632,0.1729,0.0000,-16.8587
5685,0.2630,0.1891,0.4722,0.0000,-18.3556
5686,0.2263,0.2263,0.5798,0.0000,-16.6512
5687,0.2322,0.2667,0.2500,0.0000,-22.5000
5688,0.2322,0.2667,0.2500,0.0000,-22.5000
5689,0.2322,0.2667,0.2500,0.0000,-22.5000
5690,0.1639,0.2470,0.2353,0.0000,-15.8755
5691,0.2322,0.2667,0.2500,0.0000,-22.5000
5692,0.2322,0.2667,0.2500,0.0000,-22.5000
5693,0.0229,0.2438,0.2049,0.0000,-2.2185
5694,0.0005,0.2005,0.2001,0.0000,-0.0516
5695,0.0363,0.2434,0.2078,0.0000,-3.5212
5696,0.1361,0.4207,0.2293,0.0000,-13.1824
5697,0.1767,0.2537,0.2380,0.0000,-17.1196
5698,0.2322,0.2667,0.2500,0.0000,-22.5000
5699,0.2322,0.2667,0.2500,0.0000,-22.5000
5700,0.2322,0.2667,0.2500,0.0000,-22.5000
5701,0.2322,0.2667,0.2500,0.0000,-22.5000
5702,0.0000,0.2000,0.2000,0.0000,0.0000
5703,0.0000,0.2000,0.2000,0.0000,0.0000
5704,0.0000,0.2000,0.2000,0.0000,0.0000
5705,0.0000,0.2000,0.2000,0.0000,0.0000
5706,0.0000,0.2000,0.2000,0.0000,0.0000
5707,0.0000,0.2000,0.2000,0.0000,0.0000
5708,0.0000,0.2667,0.2500,0.0000,-14.4000
5709,0.0078,0.2667,0.2500,0.0000,-14.4000
5710,0.0350,0.2667,0.2500,0.0000,-14.4001
5711,0.0557,0.2667,0.2500,0.0000,-14.4002
5712,0.0558,0.2641,0.2481,0.0000,-13.8477
5713,0.2761,0.1765,0.6496,0.0000,-11.2984
5714,0.2567,0.0834,0.8504,0.0000,-12.2884
5715,0.2988,0.1095,0.1739,0.0000,-10.0707
5716,0.2988,0.1751,0.2129,0.0000,-10.0705
5717,0.0534,0.2608,0.2456,0.0000,-13.1414
5718,0.0503,0.2577,0.2433,0.0000,-12.4681
5719,0.0508,0.2552,0.2414,0.0000,-11.9331
5720,0.0548,0.2454,0.2340,0.0000,-9.7969
5721,0.0627,0.2402,0.2302,0.0000,-8.6851
5722,0.0408,0.2469,0.2352,0.0000,-10.1291
5723,0.0660,0.2347,0.2261,0.0000,-7.5045
5724,0.0460,0.2528,0.2396,0.0000,-11.4102
5725,0.0538,0.2587,0.2448,0.0000,-12.8932
5726,0.0000,0.2000,0.2000,0.0000,0.0000
5727,0.0000,0.2000,0.2000,0.0000,0.0000
5728,0.0409,0.2207,0.6754,0.7490,-10.7981
5729,0.1748,0.2070,0.4029,0.3185,-10.7911
5730,0.0000,0.2780,0.4063,0.8798,-10.8000
5731,0.0000,0.3597,0.2079,0.8011,-10.7997
5732,0.0000,0.4380,0.2477,0.7446,-10.7994
5733,0.0000,0.4417,0.2522,0.7280,-10.7994
5734,0.0000,0.4452,0.2574,0.7469,-10.7994
5735,0.0000,0.4404,0.2551,0.6481,-10.7990
5736,0.0134,0.4264,0.2562,0.6728,-10.7985
5737,0.0354,0.3965,0.2512,0.6244,-10.7974
5738,0.0508,0.3753,0.2476,0.5832,-10.7966
5739,0.0639,0.3563,0.2443,0.5370,-10.7958
5740,0.1290,0.3307,0.2496,0.3318,-10.7922
5741,0.2740,0.2893,0.2638,0.0000,-10.7849
5742,0.1433,0.2205,0.2621,0.0000,-5.6374
5743,0.2982,0.2268,0.1083,0.0000,-31.5196
5744,0.2988,0.1808,0.1126,0.0000,-31.4702
5745,0.2981,0.1891,0.1278,0.0000,-31.5341
5746,0.2777,0.3067,0.0948,0.0000,-33.8195
5747,0.2751,0.3224,0.1102,0.0000,-34.6249
5748,0.2681,0.3479,0.1336,0.0000,-36.0745
5749,0.2899,0.2629,0.0960,0.0000,-32.2689
5750,0.2797,0.2937,0.0805,0.0000,-33.1960
5751,0.2936,0.2525,0.1036,0.0000,-31.9303
5752,0.2729,0.3151,0.0981,0.0000,-34.3810
5753,0.2586,0.3619,0.1626,0.0000,-38.2149
5754,0.2919,0.2625,0.1061,0.0000,-32.0824
5755,0.2891,0.2870,0.1223,0.0000,-32.3421
5756,0.2902,0.2929,0.1300,0.0000,-32.2425
5757,0.2873,0.3054,0.1345,0.0000,-32.5046
5758,0.2896,0.3074,0.1399,0.0000,-32.2966
5759,0.2969,0.2541,0.1116,0.0000,-31.6318
5760,0.2942,0.2880,0.1330,0.0000,-31.8845
5761,0.2920,0.3069,0.1421,0.0000,-32.0796
5762,0.2970,0.2542,0.1196,0.0000,-31.6279
5763,0.2887,0.3411,0.1621,0.0000,-32.3797
5764,0.2860,0.3471,0.1633,0.0000,-32.6214
5765,0.0000,0.2000,0.2000,0.0000,0.0000
5766,0.0000,0.2000,0.2000,0.0000,0.0000
5767,0.0000,0.2000,0.2000,0.0000,0.0000
5768,0.0000,0.2000,0.2000,0.0000,0.0000
5769,0.0000,0.2000,0.2000,0.0000,0.0000
5770,0.0000,0.2000,0.2000,0.0000,0.0000
5771,0.0000,0.2000,0.2000,0.0000,0.0000
5772,0.0000,0.2000,0.2000,0.0000,0.0000
5773,0.0000,0.2000,0.2000,0.0000,0.0000
5774,0.0000,0.2000,0.2000,0.0000,0.0000
5775,0.0000,0.2000,0.2000,0.0000,0.0000
5776,0.0000,0.2000,0.2000,0.0000,0.0000
5777,0.0000,0.2000,0.2000,0.0000,0.0000
5778,0.0000,0.2000,0.2000,0.0000,0.0000
5779,0.0000,0.2000,0.2000,0.0000,0.0000
5780,0.0000,0.2000,0.2000,0.0000,0.0000
5781,0.0000,0.2000,0.2000,0.0000,0.0000
5782,0.0000,0.2000,0.2000,0.0000,0.0000
5783,0.0000,0.2000,0.2000,0.0000,0.0000
5784,0.0000,0.2000,0.2000,0.0000,0.0000
5785,0.0000,0.2000,0.2000,0.0000,0.0000
5786,0.0000,0.2000,0.2000,0.0000,0.0000
5787,0.0000,0.2000,0.2000,0.0000,0.0000
5788,0.0000,0.2000,0.2000,0.0000,0.0000
5789,0.0000,0.2000,0.2000,0.0000,0.0000
5790,0.0000,0.2000,0.2000,0.0000,0.0000
5791,0.0000,0.2000,0.2000,0.0000,0.0000
5792,0.0000,0.2000,0.2000,0.0000,0.0000
5793,0.0000,0.2000,0.2000,0.0000,0.0000
5794,0.0000,0.2000,0.2000,0.0000,0.0000
5795,0.0000,0.2000,0.2000,0.0000,0.0000
5796,0.0000,0.2000,0.2000,0.0000,0.0000
5797,0.0000,0.2000,0.2000,0.0000,0.0000
5798,0.0000,0.2000,0.2000,0.0000,0.0000
5799,0.0000,0.2000,0.2000,0.0000,0.0000
5800,0.0000,0.2000,0.2000,0.0000,0.0000
5801,0.0000,0.2000,0.2000,0.0000,0.0000
5802,0.2212,0.4669,0.2476,0.0000,-21.4339
5803,0.2322,0.4321,0.2500,0.0000,-22.5000
5804,0.2257,0.6031,0.2486,0.0000,-21.8675
5805,0.2322,0.4036,0.2500,0.0000,-22.5000
5806,0.2322,0.2694,0.2500,0.0000,-22.5000
5807,0.2322,0.2667,0.2500,0.0000,-22.5000
5808,0.2740,0.2588,0.1605,0.0000,-17.8512
5809,0.2728,0.3259,0.1917,0.0000,-18.8733
5810,0.2288,0.5237,0.2995,0.0000,-18.2709
5811,0.2740,0.2014,0.1812,0.0000,-16.8593
5812,0.2740,0.2183,0.1631,0.0000,-17.4449
5813,0.2740,0.2459,0.1619,0.0000,-18.1365
5814,0.2295,0.8575,0.4427,0.0000,-22.2649
5815,0.2741,0.2084,0.2240,0.0000,-16.8587
5816,0.2631,0.2482,0.5320,0.0000,-18.3450
5817,0.2277,0.2820,0.5577,0.0000,-17.1002
5818,0.2322,0.2667,0.2500,0.0000,-22.5000
5819,0.2322,0.2667,0.2500,0.0000,-22.5000
5820,0.2322,0.2667,0.2500,0.0000,-22.5000
5821,0.2322,0.2667,0.2500,0.0000,-22.5000
5822,0.2322,0.4661,0.2500,0.0000,-22.5000
5823,0.2322,0.5627,0.2500,0.0000,-22.5000
5824,0.1822,0.4431,0.2392,0.0000,-17.6558
5825,0.0679,0.2880,0.2146,0.0000,-6.5757
5826,0.2322,0.2724,0.2500,0.0000,-22.5000
5827,0.2172,0.3295,0.2468,0.0000,-21.0383
5828,0.2322,0.2720,0.2500,0.0000,-22.5000
5829,0.2322,0.2846,0.2500,0.0000,-22.5000
5830,0.2322,0.2668,0.2500,0.0000,-22.5000
5831,0.2322,0.2698,0.2500,0.0000,-22.5000
5832,0.2322,0.2667,0.2500,0.0000,-22.5000
5833,0.2322,0.2667,0.2500,0.0000,-22.5000
5834,0.2322,0.2667,0.2500,0.0000,-22.5000
5835,0.2322,0.2667,0.2500,0.0000,-22.5000
5836,0.2322,0.2667,0.2500,0.0000,-22.5000
5837,0.2322,0.2667,0.2500,0.0000,-22.5000
5838,0.2322,0.2667,0.2500,0.0000,-22.5000
5839,0.0000,0.2000,0.2000,0.0000,0.0000
5840,0.0000,0.2000,0.2000,0.0000,0.0000
5841,0.0000,0.2000,0.2000,0.0000,0.0000
5842,0.0000,0.2000,0.2000,0.0000,0.0000
5843,0.0000,0.2000,0.2000,0.0000,0.0000
5844,0.0000,0.2000,0.2000,0.0000,0.0000
5845,0.0000,0.2000,0.2000,0.0000,0.0000
5846,0.0000,0.2000,0.2000,0.0000,0.0000
5847,0.0000,0.2000,0.2000,0.0000,0.0000
5848,0.0000,0.2000,0.2000,0.0000,0.0000
5849,0.0000,0.2000,0.2000,0.0000,0.0000
5850,0.0000,0.2667,0.2500,0.0000,-14.4003
5851,0.0000,0.2667,0.2500,0.0000,-14.4001
5852,0.0013,0.2667,0.2500,0.0000,-14.4002
5853,0.0323,0.2667,0.2500,0.0000,-14.4001
5854,0.0582,0.2667,0.2500,0.0000,-14.4002
5855,0.1401,0.2667,0.2500,0.0000,-14.4004
5856,0.2029,0.2667,0.2500,0.0000,-14.4005
5857,0.1216,0.2612,0.2459,0.0000,-13.2244
5858,0.2322,0.2667,0.2500,0.0000,-14.4000
5859,0.2322,0.1934,0.2500,0.0000,-14.4000
5860,0.1004,0.2546,0.2409,0.0000,-11.7858
5861,0.1840,0.2609,0.2457,0.0000,-13.1612
5862,0.2227,0.2639,0.2480,0.0000,-13.8107
5863,0.2142,0.2615,0.2461,0.0000,-13.2835
5864,0.2322,0.2643,0.2500,0.0000,-14.4000
5865,0.2128,0.2611,0.2458,0.0000,-13.1941
5866,0.2322,0.2582,0.2500,0.0000,-14.4000
5867,0.2322,0.2465,0.2500,0.0000,-14.4000
5868,0.0192,0.2000,0.2069,0.0000,-1.5857
5869,0.0549,0.2000,0.2244,0.0000,-4.5351
5870,0.0000,0.2000,0.2000,0.0000,0.0000
5871,0.0229,0.2253,0.7589,0.8076,-10.7988
5872,0.1610,0.2041,0.4570,0.3636,-10.7913
5873,0.0075,0.3051,0.3839,0.8566,-10.7996
5874,0.0159,0.3824,0.2248,0.7355,-10.7987
5875,0.0002,0.4300,0.2495,0.6012,-10.7988
5876,0.0000,0.4327,0.2560,0.4329,-10.7981
5877,0.0133,0.4005,0.2509,0.3809,-10.0718
5878,0.0172,0.3674,0.2430,0.3423,-8.7505
5879,0.0192,0.3414,0.2368,0.3074,-7.6481
5880,0.0232,0.3189,0.2316,0.2863,-6.8230
5881,0.0290,0.2811,0.2227,0.2473,-5.3858
5882,0.2174,0.2798,0.2678,0.0000,-8.5546
5883,0.2137,0.2306,0.2926,0.0000,-8.4073
5884,0.2970,0.2080,0.1427,0.0000,-31.6384
5885,0.2698,0.3240,0.1207,0.0000,-35.1385
5886,0.2602,0.3526,0.1554,0.0000,-37.6185
5887,0.2820,0.2809,0.0973,0.0000,-32.9886
5888,0.2771,0.2952,0.0852,0.0000,-33.4308
5889,0.2872,0.2690,0.1115,0.0000,-32.5115
5890,0.2748,0.2902,0.0984,0.0000,-33.6431
5891,0.2746,0.2918,0.0975,0.0000,-33.6628
5892,0.2853,0.2941,0.1186,0.0000,-32.6892
5893,0.2732,0.2907,0.1095,0.0000,-33.9298
5894,0.2699,0.3071,0.1193,0.0000,-34.8678
5895,0.2824,0.3283,0.1405,0.0000,-32.9511
5896,0.2833,0.3432,0.1565,0.0000,-32.8667
5897,0.2790,0.3632,0.1644,0.0000,-33.2565
5898,0.2827,0.3611,0.1692,0.0000,-32.9168
5899,0.2934,0.3034,0.1443,0.0000,-31.9539
5900,0.2881,0.3669,0.1791,0.0000,-32.4401
5901,0.2931,0.2559,0.1918,0.0000,-31.9840
5902,0.2828,0.4219,0.2094,0.0000,-32.9183
5903,0.2825,0.4050,0.1977,0.0000,-32.9446
5904,0.2783,0.4272,0.2096,0.0000,-33.3215
5905,0.2794,0.3949,0.1892,0.0000,-33.2201
5906,0.0000,0.2000,0.2000,0.0000,0.0000
5907,0.0000,0.2000,0.2000,0.0000,0.0000
5908,0.0000,0.2000,0.2000,0.0000,0.0000
5909,0.0000,0.2000,0.2000,0.0000,0.0000
5910,0.0000,0.2000,0.2000,0.0000,0.0000
5911,0.0000,0.2000,0.2000,0.0000,0.0000
5912,0.0000,0.2000,0.2000,0.0000,0.0000
5913,0.0000,0.2000,0.2000,0.0000,0.0000
5914,0.0000,0.2000,0.2000,0.0000,0.0000
5915,0.0000,0.2000,0.2000,0.0000,0.0000
5916,0.0000,0.2000,0.2000,0.0000,0.0000
5917,0.0000,0.2000,0.2000,0.0000,0.0000
5918,0.0000,0.2000,0.2000,0.0000,0.0000
5919,0.0000,0.2000,0.2000,0.0000,0.0000
5920,0.0000,0.2000,0.2000,0.0000,0.0000
5921,0.0000,0.2000,0.2000,0.0000,0.0000
5922,0.0000,0.2000,0.2000,0.0000,0.0000
5923,0.0000,0.2000,0.2000,0.0000,0.0000
5924,0.0000,0.2000,0.2000,0.0000,0.0000
5925,0.0000,0.2000,0.2000,0.0000,0.0000
5926,0.0000,0.2000,0.2000,0.0000,0.0000
5927,0.0000,0.2000,0.2000,0.0000,0.0000
5928,0.0000,0.2000,0.2000,0.0000,0.0000
5929,0.0000,0.2000,0.2000,0.0000,0.0000
5930,0.0000,0.2000,0.2000,0.0000,0.0000
5931,0.0000,0.2000,0.2000,0.0000,0.0000
5932,0.0000,0.2000,0.2000,0.0000,0.0000
5933,0.0000,0.2000,0.2000,0.0000,0.0000
5934,0.0000,0.2000,0.2000,0.0000,0.0000
5935,0.0000,0.2000,0.2000,0.0000,0.0000
5936,0.0000,0.2000,0.2000,0.0000,0.0000
5937,0.0000,0.2000,0.2000,0.0000,0.0000
5938,0.0000,0.2000,0.2000,0.0000,0.0000
5939,0.0000,0.2000,0.2000,0.0000,0.0000
5940,0.0000,0.2000,0.2000,0.0000,0.0000
5941,0.0000,0.2000,0.2000,0.0000,0.0000
5942,0.0000,0.2000,0.2000,0.0000,0.0000
5943,0.0000,0.2000,0.2000,0.0000,0.0000
5944,0.0000,0.2000,0.2000,0.0000,0.0000
5945,0.0000,0.2000,0.2000,0.0000,0.0000
5946,0.0000,0.2000,0.2000,0.0000,0.0000
5947,0.0000,0.2000,0.2000,0.0000,0.0000
5948,0.0000,0.2000,0.2000,0.0000,0.0000
5949,0.0000,0.2000,0.2000,0.0000,0.0000
5950,0.2322,0.4944,0.2500,0.0000,-22.5000
5951,0.2044,0.5864,0.2440,0.0000,-19.8019
5952,0.2322,0.6252,0.2500,0.0000,-22.5000
5953,0.2322,0.4619,0.2500,0.0000,-22.5000
5954,0.2322,0.4274,0.2500,0.0000,-22.5000
5955,0.2322,0.2667,0.2500,0.0000,-22.5000
5956,0.2322,0.2667,0.2500,0.0000,-22.5000
5957,0.2322,0.2963,0.2500,0.0000,-22.5000
5958,0.2740,0.2793,0.1665,0.0000,-19.4121
5959,0.2720,0.3952,0.1943,0.0000,-20.0663
5960,0.2658,0.6421,0.2646,0.0000,-22.8047
5961,0.2741,0.2266,0.2176,0.0000,-17.7615
5962,0.2701,0.2172,0.2763,0.0000,-19.9550
5963,0.2615,0.2818,0.4694,0.0000,-19.1491
5964,0.2677,0.2629,0.3260,0.0000,-18.7492
5965,0.1528,0.2643,0.3492,0.0000,-11.9125
5966,0.2249,0.2645,0.2484,0.0000,-21.7837
5967,0.2229,0.2640,0.2480,0.0000,-21.5959
5968,0.2212,0.2635,0.2476,0.0000,-21.4293
5969,0.2176,0.2625,0.2469,0.0000,-21.0830
5970,0.2322,0.3053,0.2500,0.0000,-22.5000
5971,0.2302,0.2661,0.2496,0.0000,-22.3050
5972,0.2283,0.2655,0.2492,0.0000,-22.1190
5973,0.2194,0.3595,0.2472,0.0000,-21.2525
5974,0.2173,0.4641,0.2468,0.0000,-21.0502
5975,0.2029,0.4629,0.2437,0.0000,-19.6535
5976,0.0657,0.2852,0.2142,0.0000,-6.3680
5977,0.0000,0.2000,0.2000,0.0000,0.0000
5978,0.2322,0.2693,0.2500,0.0000,-22.5000
5979,0.2322,0.2667,0.2500,0.0000,-22.5000
5980,0.2242,0.2643,0.2483,0.0000,-21.7171
5981,0.2322,0.2667,0.2500,0.0000,-22.5000
5982,0.2322,0.2667,0.2500,0.0000,-22.5000
5983,0.2164,0.2621,0.2466,0.0000,-20.9643
5984,0.2100,0.2603,0.2452,0.0000,-20.3452
5985,0.2272,0.2652,0.2489,0.0000,-22.0084
5986,0.1978,0.2568,0.2426,0.0000,-19.1609
5987,0.1978,0.2568,0.2426,0.0000,-19.1665
5988,0.2194,0.2630,0.2472,0.0000,-21.2570
5989,0.0000,0.2000,0.2000,0.0000,0.0000
5990,0.0000,0.2000,0.2000,0.0000,0.0000
5991,0.0000,0.2000,0.2000,0.0000,0.0000
5992,0.0000,0.2000,0.2000,0.0000,0.0000
5993,0.0000,0.2000,0.2000,0.0000,0.0000
5994,0.0000,0.2000,0.2000,0.0000,0.0000
5995,0.0000,0.2000,0.2000,0.0000,0.0000
5996,0.0000,0.2000,0.2000,0.0000,0.0000
5997,0.0000,0.2000,0.2000,0.0000,0.0000
5998,0.0000,0.2000,0.2000,0.0000,0.0000
5999,0.0000,0.2000,0.2000,0.0000,0.0000
6000,0.0000,0.2000,0.2000,0.0000,0.0000
6001,0.0000,0.2000,0.2000,0.0000,0.0000
6002,0.0000,0.2000,0.2000,0.0000,0.0000
6003,0.0000,0.2000,0.2000,0.0000,0.0000
6004,0.0000,0.2000,0.2000,0.0000,0.0000
6005,0.0000,0.2667,0.2500,0.0000,-14.4003
6006,0.1282,0.2667,0.2500,0.0000,-14.4002
6007,0.1150,0.2667,0.2500,0.0000,-14.4003
6008,0.0124,0.2667,0.2500,0.0000,-14.4002
6009,0.0317,0.2667,0.2500,0.0000,-14.4002
6010,0.0445,0.2667,0.2500,0.0000,-14.4002
6011,0.0645,0.2667,0.2500,0.0000,-14.4004
6012,0.1000,0.2658,0.2493,0.0000,-14.2037
6013,0.2034,0.2655,0.2491,0.0000,-14.1454
6014,0.2322,0.2667,0.2500,0.0000,-14.4000
6015,0.2322,0.2435,0.2500,0.0000,-14.4000
6016,0.0638,0.2183,0.2137,0.0000,-3.9572
6017,0.0487,0.2140,0.2105,0.0000,-3.0225
6018,0.0897,0.2257,0.2193,0.0000,-5.5586
6019,0.0412,0.2118,0.2089,0.0000,-2.5538
6020,0.1277,0.2346,0.2275,0.0000,-7.9157
6021,0.1513,0.2322,0.2326,0.0000,-9.3838
6022,0.0215,0.2000,0.2062,0.0000,-1.7753
6023,0.0831,0.2000,0.2239,0.0000,-6.8740
6024,0.0000,0.2000,0.2000,0.0000,0.0000
6025,0.0095,0.2408,0.8140,0.8512,-10.7995
6026,0.1495,0.2052,0.4899,0.4009,-10.7918
6027,0.0379,0.3443,0.3495,0.7597,-10.7978
6028,0.1532,0.3225,0.2268,0.3436,-10.7908
6029,0.1145,0.3751,0.2498,0.2906,-10.7923
6030,0.0829,0.3863,0.2553,0.1987,-10.4315
6031,0.0051,0.3257,0.2317,0.1995,-5.9642
6032,0.0000,0.3000,0.2248,0.1640,-4.6594
6033,0.0000,0.2793,0.2196,0.1299,-3.6921
6034,0.0000,0.2546,0.2135,0.0896,-2.5447
6035,0.0000,0.2223,0.2055,0.0366,-1.0398
6036,0.1245,0.2721,0.2694,0.0000,-4.8998
6037,0.1537,0.2815,0.2869,0.0000,-6.0495
6038,0.2614,0.3381,0.1501,0.0000,-37.1078
6039,0.2780,0.2834,0.1065,0.0000,-33.3503
6040,0.2748,0.2842,0.1060,0.0000,-33.6417
6041,0.2809,0.2822,0.1184,0.0000,-33.0823
6042,0.2786,0.3260,0.1313,0.0000,-33.2933
6043,0.2740,0.2751,0.1230,0.0000,-33.7151
6044,0.2656,0.3187,0.1457,0.0000,-35.9915
6045,0.2741,0.2705,0.1287,0.0000,-33.7126
6046,0.2764,0.3558,0.1491,0.0000,-33.4888
6047,0.2602,0.3478,0.1587,0.0000,-37.4500
6048,0.2756,0.3660,0.1658,0.0000,-33.5639
6049,0.2763,0.4039,0.1909,0.0000,-33.5019
6050,0.2748,0.3858,0.1785,0.0000,-33.6371
6051,0.2881,0.3294,0.2186,0.0000,-32.4444
6052,0.2832,0.3926,0.2592,0.0000,-32.8853
6053,0.2786,0.4733,0.2384,0.0000,-33.2942
6054,0.2766,0.4724,0.2368,0.0000,-33.4745
6055,0.2782,0.4670,0.2769,0.0000,-33.3350
6056,0.2755,0.4259,0.2049,0.0000,-33.5739
6057,0.2755,0.4711,0.2282,0.0000,-33.5800
6058,0.0000,0.2000,0.2000,0.0000,0.0000
6059,0.0000,0.2000,0.2000,0.0000,0.0000
6060,0.0000,0.2000,0.2000,0.0000,0.0000
6061,0.0000,0.2000,0.2000,0.0000,0.0000
6062,0.0000,0.2000,0.2000,0.0000,0.0000
6063,0.0000,0.2000,0.2000,0.0000,0.0000
6064,0.0000,0.2000,0.2000,0.0000,0.0000
6065,0.0000,0.2000,0.2000,0.0000,0.0000
6066,0.0000,0.2000,0.2000,0.0000,0.0000
6067,0.0000,0.2000,0.2000,0.0000,0.0000
6068,0.0000,0.2000,0.2000,0.0000,0.0000
6069,0.0000,0.2000,0.2000,0.0000,0.0000
6070,0.0000,0.2000,0.2000,0.0000,0.0000
6071,0.0000,0.2000,0.2000,0.0000,0.0000
6072,0.0000,0.2000,0.2000,0.0000,0.0000
6073,0.0000,0.2000,0.2000,0.0000,0.0000
6074,0.0000,0.2000,0.2000,0.0000,0.0000
6075,0.0000,0.2000,0.2000,0.0000,0.0000
6076,0.0000,0.2000,0.2000,0.0000,0.0000
6077,0.0000,0.2000,0.2000,0.0000,0.0000
6078,0.0000,0.2000,0.2000,0.0000,0.0000
6079,0.0000,0.2000,0.2000,0.0000,0.0000
6080,0.0000,0.2000,0.2000,0.0000,0.0000
6081,0.0000,0.2000,0.2000,0.0000,0.0000
6082,0.0000,0.2000,0.2000,0.0000,0.0000
6083,0.0000,0.2000,0.2000,0.0000,0.0000
6084,0.0000,0.2000,0.2000,0.0000,0.0000
6085,0.0000,0.2000,0.2000,0.0000,0.0000
6086,0.0000,0.2000,0.2000,0.0000,0.0000
6087,0.0000,0.2000,0.2000,0.0000,0.0000
6088,0.0000,0.2000,0.2000,0.0000,0.0000
6089,0.0000,0.2000,0.2000,0.0000,0.0000
6090,0.0000,0.2000,0.2000,0.0000,0.0000
6091,0.0000,0.2000,0.2000,0.0000,0.0000
6092,0.0000,0.2000,0.2000,0.0000,0.0000
6093,0.0000,0.2000,0.2000,0.0000,0.0000
6094,0.0000,0.2000,0.2000,0.0000,0.0000
6095,0.0000,0.2000,0.2000,0.0000,0.0000
6096,0.0000,0.2000,0.2000,0.0000,0.0000
6097,0.0000,0.2000,0.2000,0.0000,0.0000
6098,0.0000,0.2000,0.2000,0.0000,0.0000
6099,0.0000,0.2000,0.2000,0.0000,0.0000
6100,0.0000,0.2000,0.2000,0.0000,0.0000
6101,0.0000,0.2000,0.2000,0.0000,0.0000
6102,0.0000,0.2000,0.2000,0.0000,0.0000
6103,0.0000,0.2000,0.2000,0.0000,0.0000
6104,0.0000,0.2000,0.2000,0.0000,0.0000
6105,0.0000,0.2000,0.2000,0.0000,0.0000
6106,0.0000,0.2000,0.2000,0.0000,0.0000
6107,0.0000,0.2000,0.2000,0.0000,0.0000
6108,0.0000,0.2000,0.2000,0.0000,0.0000
6109,0.2068,0.5949,0.2445,0.0000,-20.0340
6110,0.2322,0.6312,0.2500,0.0000,-22.5000
6111,0.2322,0.5124,0.2500,0.0000,-22.5000
6112,0.2322,0.3053,0.2500,0.0000,-22.5000
6113,0.2322,0.2667,0.2500,0.0000,-22.5000
6114,0.2322,0.4501,0.2500,0.0000,-22.5000
6115,0.2322,0.2881,0.2500,0.0000,-22.5000
6116,0.2322,0.2667,0.2500,0.0000,-22.5000
6117,0.2740,0.2948,0.1737,0.0000,-21.0918
6118,0.2479,0.4211,0.1596,0.0000,-19.8915
6119,0.2640,0.2375,0.3856,0.0000,-23.0863
6120,0.0932,0.2995,0.1828,0.0000,-7.4943
6121,0.1367,0.2095,0.2498,0.0000,-9.6670
6122,0.1177,0.2000,0.2771,0.0000,-9.2231
6123,0.2216,0.2000,0.5755,0.0000,-22.1158
6124,0.0000,0.2000,0.2000,0.0000,0.0000
6125,0.1074,0.3392,0.2231,0.0000,-10.4080
6126,0.0387,0.2502,0.2083,0.0000,-3.7495
6127,0.2322,0.2667,0.2500,0.0000,-22.5000
6128,0.2015,0.2578,0.2434,0.0000,-19.5185
6129,0.1639,0.2470,0.2353,0.0000,-15.8768
6130,0.2322,0.2667,0.2500,0.0000,-22.5000
6131,0.2322,0.2667,0.2500,0.0000,-22.5000
6132,0.0000,0.2000,0.2000,0.0000,0.0000
6133,0.0000,0.2000,0.2000,0.0000,0.0000
6134,0.0000,0.2000,0.2000,0.0000,0.0000
6135,0.0000,0.2000,0.2000,0.0000,0.0000
6136,0.0000,0.2000,0.2000,0.0000,0.0000
6137,0.0000,0.2000,0.2000,0.0000,0.0000
6138,0.0000,0.2000,0.2000,0.0000,0.0000
6139,0.0000,0.2000,0.2000,0.0000,0.0000
6140,0.0000,0.2000,0.2000,0.0000,0.0000
6141,0.0000,0.2000,0.2000,0.0000,0.0000
6142,0.0000,0.2000,0.2000,0.0000,0.0000
6143,0.0000,0.2000,0.2000,0.0000,0.0000
6144,0.0000,0.2000,0.2000,0.0000,0.0000
6145,0.0000,0.2000,0.2000,0.0000,0.0000
6146,0.0000,0.2000,0.2000,0.0000,0.0000
6147,0.0000,0.2000,0.2000,0.0000,0.0000
6148,0.0000,0.2000,0.2000,0.0000,0.0000
6149,0.0000,0.2000,0.2000,0.0000,0.0000
6150,0.0000,0.2000,0.2000,0.0000,0.0000
6151,0.0000,0.2000,0.2000,0.0000,0.0000
6152,0.2038,0.2667,0.2500,0.0000,-14.4001
6153,0.2037,0.2667,0.2500,0.0000,-14.4002
6154,0.2139,0.2667,0.2500,0.0000,-14.4000
6155,0.0000,0.2667,0.2500,0.0000,-14.4007
6156,0.0000,0.2667,0.2500,0.0000,-14.4002
6157,0.0211,0.2667,0.2500,0.0000,-14.4003
6158,0.0443,0.2667,0.2500,0.0000,-14.4005
6159,0.0581,0.2667,0.2500,0.0000,-14.4005
6160,0.0747,0.2633,0.2475,0.0000,-13.6718
6161,0.0567,0.2651,0.2488,0.0000,-14.0601
6162,0.2322,0.2667,0.2500,0.0000,-14.4000
6163,0.2322,0.2667,0.2500,0.0000,-14.4000
6164,0.2322,0.4142,0.2500,0.0000,-14.4000
6165,0.1902,0.2546,0.2410,0.0000,-11.7947
