Variable Name,Min Date,Max Date,Number of Samples
WQ_GEO_CA,13/09/2012 00:01:07,13/09/2012 12:41:19,11.000
Conductivity,13/09/2012 00:01:06,13/09/2012 13:36:02,91.000
WQ_GEO_K,13/09/2012 00:00:55,13/09/2012 12:40:50,11.000
WQ_DIAG_TOT_TURBIDITY,13/09/2012 00:00:39,13/09/2012 13:35:53,182.000
WQ_CAR_DIC,13/09/2012 10:20:58,13/09/2012 12:40:43,10.000
WQ_GEO_AL,13/09/2012 00:00:44,13/09/2012 12:41:00,11.000
WQ_DIAG_TOT_TAL,13/09/2012 00:00:39,13/09/2012 12:40:44,11.000
WQ_GEO_CL,13/09/2012 00:00:42,13/09/2012 12:40:41,11.000
WQ_GEO_FEII,13/09/2012 00:00:44,13/09/2012 12:40:00,11.000
WQ_DIAG_TOT_TFE,13/09/2012 00:01:12,13/09/2012 12:41:15,11.000
WQ_GEO_MN,13/09/2012 00:00:34,13/09/2012 12:41:15,11.000
WQ_OGM_DOC,13/09/2012 00:00:29,13/09/2012 12:40:54,11.000
WQ_CAR_PH,13/09/2012 00:00:04,13/09/2012 13:36:14,91.000
WQ_SIL_RSI,13/09/2012 00:01:18,13/09/2012 12:40:20,11.000
WQ_GEO_NA,13/09/2012 00:01:11,13/09/2012 12:40:48,11.000
WQ_GEO_SO4,13/09/2012 00:00:09,13/09/2012 12:40:33,11.000
TEMP,13/09/2012 11:20:17,13/09/2012 13:36:05,80.000
WQ_DIAG_TOT_TSS,13/09/2012 00:00:39,13/09/2012 13:35:53,182.000
WQ_TRC_SS1,13/09/2012 00:00:39,13/09/2012 13:35:53,182.000
SAL,13/09/2012 00:01:06,13/09/2012 13:36:02,91.000
