ISOTime,Precip
01/01/2015,0.000000
02/01/2015,0.000400
03/01/2015,0.000400
04/01/2015,0.000000
05/01/2015,0.000000
06/01/2015,0.000000
07/01/2015,0.000000
08/01/2015,0.000000
09/01/2015,0.000000
10/01/2015,0.000000
11/01/2015,0.000000
12/01/2015,0.000000
13/01/2015,0.000000
14/01/2015,0.004000
15/01/2015,0.003600
16/01/2015,0.000000
17/01/2015,0.000000
18/01/2015,0.000000
19/01/2015,0.000000
20/01/2015,0.000000
21/01/2015,0.000600
22/01/2015,0.020000
23/01/2015,0.000800
24/01/2015,0.000200
25/01/2015,0.000000
26/01/2015,0.000000
27/01/2015,0.000000
28/01/2015,0.003800
29/01/2015,0.000000
30/01/2015,0.000000
31/01/2015,0.000000
01/02/2015,0.000000
02/02/2015,0.000000
03/02/2015,0.010200
04/02/2015,0.001000
05/02/2015,0.000000
06/02/2015,0.000000
07/02/2015,0.000000
08/02/2015,0.000000
09/02/2015,0.000000
10/02/2015,0.000000
11/02/2015,0.000000
12/02/2015,0.000000
13/02/2015,0.000000
14/02/2015,0.000000
15/02/2015,0.000000
16/02/2015,0.000000
17/02/2015,0.000000
18/02/2015,0.000000
19/02/2015,0.000000
20/02/2015,0.000000
21/02/2015,0.001400
22/02/2015,0.000000
23/02/2015,0.000000
24/02/2015,0.000000
25/02/2015,0.000000
26/02/2015,0.000000
27/02/2015,0.000000
28/02/2015,0.000000
01/03/2015,0.000000
02/03/2015,0.012400
03/03/2015,0.000000
04/03/2015,0.000000
05/03/2015,0.000000
06/03/2015,0.000000
07/03/2015,0.000000
08/03/2015,0.000000
09/03/2015,0.000000
10/03/2015,0.000000
11/03/2015,0.016400
12/03/2015,0.007200
13/03/2015,0.000000
14/03/2015,0.009600
15/03/2015,0.000000
16/03/2015,0.000000
17/03/2015,0.000000
18/03/2015,0.000000
19/03/2015,0.000000
20/03/2015,0.000000
21/03/2015,0.000000
22/03/2015,0.000400
23/03/2015,0.000000
24/03/2015,0.000000
25/03/2015,0.000000
26/03/2015,0.000000
27/03/2015,0.000000
28/03/2015,0.000000
29/03/2015,0.000000
30/03/2015,0.000000
31/03/2015,0.010800
01/04/2015,0.002000
02/04/2015,0.003200
03/04/2015,0.000200
04/04/2015,0.043000
05/04/2015,0.000400
06/04/2015,0.000000
07/04/2015,0.000000
08/04/2015,0.000000
09/04/2015,0.000000
10/04/2015,0.000000
11/04/2015,0.000000
12/04/2015,0.000000
13/04/2015, NaN
14/04/2015,0.000000
15/04/2015,0.000000
16/04/2015,0.000000
17/04/2015,0.000000
18/04/2015,0.000000
19/04/2015,0.003600
20/04/2015,0.000000
21/04/2015,0.000000
22/04/2015,0.001200
23/04/2015,0.000200
24/04/2015,0.000000
25/04/2015,0.000000
26/04/2015,0.000000
27/04/2015,0.000000
28/04/2015,0.000000
29/04/2015,0.000000
30/04/2015,0.000000
01/05/2015,0.014200
02/05/2015,0.006200
03/05/2015,0.000000
04/05/2015,0.000000
05/05/2015,0.000000
06/05/2015,0.000000
07/05/2015,0.000000
08/05/2015,0.000000
09/05/2015,0.000000
10/05/2015,0.000000
11/05/2015,0.000000
12/05/2015,0.000000
13/05/2015,0.000000
14/05/2015,0.000000
15/05/2015,0.000000
16/05/2015,0.000000
17/05/2015,0.000000
18/05/2015,0.000000
19/05/2015,0.000000
20/05/2015,0.000000
21/05/2015,0.009000
22/05/2015,0.006200
23/05/2015,0.000000
24/05/2015,0.000000
25/05/2015,0.000000
26/05/2015,0.000000
27/05/2015,0.000000
28/05/2015,0.000000
29/05/2015,0.000000
30/05/2015,0.000000
31/05/2015,0.000000
01/06/2015,0.000000
02/06/2015,0.000000
03/06/2015,0.000000
04/06/2015,0.000000
05/06/2015,0.000000
06/06/2015,0.000000
07/06/2015,0.000000
08/06/2015,0.000000
09/06/2015,0.000000
10/06/2015,0.000000
11/06/2015,0.000000
12/06/2015,0.000000
13/06/2015,0.000000
14/06/2015,0.000000
15/06/2015,0.003800
16/06/2015,0.002800
17/06/2015,0.032800
18/06/2015,0.000000
19/06/2015,0.000000
20/06/2015,0.000000
21/06/2015,0.000200
22/06/2015,0.000000
23/06/2015,0.000000
24/06/2015, NaN
25/06/2015,0.012000
26/06/2015,0.000000
27/06/2015,0.000000
28/06/2015,0.000000
29/06/2015,0.000000
30/06/2015,0.000000
01/07/2015,0.012400
02/07/2015,0.000000
03/07/2015,0.000200
04/07/2015,0.000000
05/07/2015,0.000000
06/07/2015,0.000000
07/07/2015,0.000000
08/07/2015,0.000000
09/07/2015,0.000000
10/07/2015,0.000000
11/07/2015,0.007200
12/07/2015,0.000000
13/07/2015,0.000000
14/07/2015,0.000000
15/07/2015,0.000000
16/07/2015,0.000000
17/07/2015,0.004200
18/07/2015,0.000000
19/07/2015,0.000000
20/07/2015,0.000000
21/07/2015,0.000600
22/07/2015,0.000000
23/07/2015,0.017600
24/07/2015,0.004400
25/07/2015,0.012400
26/07/2015,0.000000
27/07/2015,0.000000
28/07/2015,0.000000
29/07/2015,0.000000
30/07/2015,0.000000
