"Time","A5030543","A5030543","A5030543"
"and","Discharge (Ml/day)","Discharge (Ml/day)","Discharge (Ml/day)"
"Date","Max","Mean","Min"
04/07/2000 00:00,"","",""
05/07/2000 00:00,      17.885,       8.046,       5.875
06/07/2000 00:00,      20.477,      14.812,       8.986
07/07/2000 00:00,      19.699,      15.399,      11.664
08/07/2000 00:00,      17.971,      11.687,       8.813
09/07/2000 00:00,      32.054,      23.727,      12.787
10/07/2000 00:00,      21.600,      15.427,      11.758
11/07/2000 00:00,      11.758,       9.143,       7.430
12/07/2000 00:00,      11.664,       8.342,       6.912
13/07/2000 00:00,       9.072,       7.875,       6.653
14/07/2000 00:00,      11.059,       7.545,       5.962
15/07/2000 00:00,      10.282,       8.677,       6.739
16/07/2000 00:00,       8.640,       7.094,       6.048
17/07/2000 00:00,       6.048,       4.938,       3.931
18/07/2000 00:00,       4.061,       3.629,       3.110
19/07/2000 00:00,     276.307,     113.126,       3.974
20/07/2000 00:00,     151.718,      70.470,      42.336
21/07/2000 00:00,     631.843,     297.716,      84.931
22/07/2000 00:00,      85.536,      52.699,      32.746
23/07/2000 00:00,      33.869,      24.498,      19.613
24/07/2000 00:00,      80.179,      36.013,      16.157
25/07/2000 00:00,     253.411,     137.722,      57.802
26/07/2000 00:00,     368.237,     234.314,     146.707
27/07/2000 00:00,     381.629,     231.514,     110.398
28/07/2000 00:00,     110.398,      70.014,      46.613
29/07/2000 00:00,      46.613,      36.306,      28.426
30/07/2000 00:00,      28.685,      23.141,      19.699
31/07/2000 00:00,      19.699,      16.161,      13.565
01/08/2000 00:00,      13.824,      12.144,      10.973
02/08/2000 00:00,      11.244,       9.510,       8.294
03/08/2000 00:00,       8.986,       7.589,       6.653
04/08/2000 00:00,       7.258,       6.297,       5.530
05/08/2000 00:00,       5.789,       4.934,       4.061
06/08/2000 00:00,       4.925,       4.414,       3.888
07/08/2000 00:00,       4.147,       3.684,       3.456
08/08/2000 00:00,       8.554,       4.928,       3.370
09/08/2000 00:00,       4.679,       4.301,       3.974
10/08/2000 00:00,       6.653,       5.284,       4.493
11/08/2000 00:00,       6.221,       5.517,       4.925
12/08/2000 00:00,       5.146,       4.272,       3.629
13/08/2000 00:00,       4.406,       4.007,       3.715
14/08/2000 00:00,      11.664,       4.198,       3.629
15/08/2000 00:00,      21.600,      14.039,       8.640
16/08/2000 00:00,      17.885,      12.503,       8.986
17/08/2000 00:00,       8.986,       6.945,       5.616
18/08/2000 00:00,       5.616,       4.723,       4.147
19/08/2000 00:00,       4.320,       3.647,       3.110
20/08/2000 00:00,       3.974,       3.469,       3.197
21/08/2000 00:00,       8.813,       3.915,       2.678
