"Time","A4260503","A4260503","A4260503"
"and","Discharge (Ml/day)","Discharge (Ml/day)","Discharge (Ml/day)"
"Date","Max","Mean","Min"
07/08/2008 00:00,"","",""
08/08/2008 00:00,      83.722,      24.766,      13.133
09/08/2008 00:00,     252.202,      87.773,      32.141
10/08/2008 00:00,     116.228,      59.953,      37.888
11/08/2008 00:00,      37.888,      31.618,      25.236
12/08/2008 00:00,      30.956,      24.165,      19.181
13/08/2008 00:00,      31.363,      22.511,      16.105
14/08/2008 00:00,      16.105,      14.828,      12.950
15/08/2008 00:00,      12.950,      11.905,      11.318
16/08/2008 00:00,      40.954,      26.108,      11.634
17/08/2008 00:00,      52.877,      39.395,      32.314
18/08/2008 00:00,      33.673,      23.157,      16.471
19/08/2008 00:00,      16.471,      13.464,      11.596
20/08/2008 00:00,      11.596,      10.061,       9.158
21/08/2008 00:00,      17.679,      10.111,       8.986
22/08/2008 00:00,      17.885,      16.999,      16.502
23/08/2008 00:00,      17.847,      16.541,      14.051
24/08/2008 00:00,      14.051,      12.069,      10.562
25/08/2008 00:00,      10.562,       9.404,       8.632
26/08/2008 00:00,       8.632,       7.925,       7.162
27/08/2008 00:00,       7.162,       6.670,       6.319
28/08/2008 00:00,       6.319,       6.117,       5.963
29/08/2008 00:00,       5.963,       5.694,       5.557
30/08/2008 00:00,       5.557,       5.462,       5.375
31/08/2008 00:00,      31.968,      15.991,       5.357
01/09/2008 00:00,      25.486,      15.469,      11.491
02/09/2008 00:00,      42.336,      26.259,      11.801
03/09/2008 00:00,      20.013,      13.920,      10.047
04/09/2008 00:00,      10.047,       9.068,       8.035
05/09/2008 00:00,       8.035,       7.559,       7.175
06/09/2008 00:00,       7.175,       6.722,       6.224
07/09/2008 00:00,       6.224,       6.055,       5.880
08/09/2008 00:00,       5.880,       5.763,       5.702
09/09/2008 00:00,       5.702,       5.685,       5.589
10/09/2008 00:00,       5.589,       5.380,       5.169
11/09/2008 00:00,       5.169,       4.940,       4.689
12/09/2008 00:00,       4.689,       4.525,       4.432
13/09/2008 00:00,       4.432,       4.230,       4.061
14/09/2008 00:00,       4.666,       4.299,       4.113
15/09/2008 00:00,       9.415,       5.552,       4.443
16/09/2008 00:00,      12.096,       8.958,       6.554
17/09/2008 00:00,       6.554,       5.742,       4.901
18/09/2008 00:00,       4.901,       4.604,       4.470
19/09/2008 00:00,       4.470,       4.071,       3.695
20/09/2008 00:00,       3.695,       3.521,       3.390
21/09/2008 00:00,       3.390,       3.370,       3.370
22/09/2008 00:00,       3.803,       3.599,       3.370
23/09/2008 00:00,       4.234,       4.027,       3.803
24/09/2008 00:00,       4.234,       4.227,       4.178
