"Time","A5040529","A5040529","A5040529"
"and","Discharge (Ml/day)","Discharge (Ml/day)","Discharge (Ml/day)"
"Date","Max","Mean","Min"
07/02/1978 00:00,"","",""
08/02/1978 00:00,       1.123,       0.817,       0.518
09/02/1978 00:00,       0.864,       0.740,       0.605
10/02/1978 00:00,       1.037,       0.735,       0.518
11/02/1978 00:00,       8.726,       1.354,       0.518
12/02/1978 00:00,      81.734,      27.540,       8.726
13/02/1978 00:00,      21.946,      11.340,       2.052
14/02/1978 00:00,       2.052,       1.084,       0.691
15/02/1978 00:00,       1.183,       0.774,       0.471
16/02/1978 00:00,       1.987,       0.819,       0.432
17/02/1978 00:00,       3.974,       2.486,       1.545
18/02/1978 00:00,       1.545,       0.868,       0.691
19/02/1978 00:00,       2.074,       1.151,       0.802
20/02/1978 00:00,       3.110,       2.445,       2.026
21/02/1978 00:00,       2.026,       1.211,       0.778
22/02/1978 00:00,       1.154,       1.059,       0.950
23/02/1978 00:00,       1.123,       0.791,       0.605
24/02/1978 00:00,       1.296,       0.807,       0.605
25/02/1978 00:00,       1.285,       0.845,       0.605
26/02/1978 00:00,       0.605,       0.505,       0.399
27/02/1978 00:00,       0.605,       0.221,       0.000
28/02/1978 00:00,       1.970,       1.006,       0.605
01/03/1978 00:00,       1.987,       0.949,       0.605
02/03/1978 00:00,       0.691,       0.656,       0.542
03/03/1978 00:00,       0.811,       0.726,       0.518
04/03/1978 00:00,       1.037,       0.819,       0.639
05/03/1978 00:00,       0.639,       0.527,       0.346
06/03/1978 00:00,       4.061,       3.531,       0.605
07/03/1978 00:00,       2.901,       1.438,       0.778
08/03/1978 00:00,       2.160,       1.032,       0.605
09/03/1978 00:00,       1.296,       0.856,       0.621
10/03/1978 00:00,      24.106,       5.924,       0.778
11/03/1978 00:00,       3.214,       1.609,       1.037
12/03/1978 00:00,       1.849,       1.555,       1.423
13/03/1978 00:00,       1.423,       1.115,       0.920
14/03/1978 00:00,       0.920,       0.759,       0.639
15/03/1978 00:00,       0.778,       0.658,       0.547
16/03/1978 00:00,       0.778,       0.646,       0.509
17/03/1978 00:00,       0.518,       0.463,       0.432
18/03/1978 00:00,       0.778,       0.661,       0.518
19/03/1978 00:00,       0.605,       0.494,       0.432
20/03/1978 00:00,       1.434,       0.715,       0.432
21/03/1978 00:00,       1.469,       0.828,       0.605
22/03/1978 00:00,      72.835,      11.370,       0.691
23/03/1978 00:00,       9.158,       4.162,       1.575
24/03/1978 00:00,       1.575,       0.834,       0.605
25/03/1978 00:00,      13.478,       1.393,       0.605
26/03/1978 00:00,      32.486,      26.549,      13.478
27/03/1978 00:00,      25.541,      16.684,       8.035
