"Time","A5051004","A5051004","A5051004"
"and","Discharge (Ml/day)","Discharge (Ml/day)","Discharge (Ml/day)"
"Date","Max","Mean","Min"
27/10/2010 00:00,"","",""
28/10/2010 00:00,       2.855,       2.549,       2.232
29/10/2010 00:00,       3.292,       2.732,       2.303
30/10/2010 00:00,       3.478,       3.236,       3.111
31/10/2010 00:00,       3.203,       3.069,       2.855
01/11/2010 00:00,       6.331,       3.547,       2.774
02/11/2010 00:00,       7.029,       6.671,       6.200
03/11/2010 00:00,       6.743,       5.734,       4.949
04/11/2010 00:00,       4.949,       4.287,       3.767
05/11/2010 00:00,       3.767,       3.242,       2.774
06/11/2010 00:00,       2.937,       2.576,       2.303
07/11/2010 00:00,       2.380,       2.128,       1.889
08/11/2010 00:00,       1.889,       1.627,       1.409
09/11/2010 00:00,       1.522,       1.356,       1.104
10/11/2010 00:00,       1.522,       1.470,       1.356
11/11/2010 00:00,       1.522,       1.377,       1.251
12/11/2010 00:00,       1.579,       1.468,       1.356
13/11/2010 00:00,       2.090,       1.802,       1.579
14/11/2010 00:00,       2.090,       1.930,       1.699
15/11/2010 00:00,       2.530,       2.354,       1.953
16/11/2010 00:00,       2.689,       2.480,       2.380
17/11/2010 00:00,       3.381,       2.485,       2.162
18/11/2010 00:00,       3.381,       3.092,       2.774
19/11/2010 00:00,       2.774,       2.276,       1.889
20/11/2010 00:00,       2.162,       1.931,       1.699
21/11/2010 00:00,       1.760,       1.484,       1.302
22/11/2010 00:00,       1.356,       1.132,       0.923
23/11/2010 00:00,       1.056,       0.833,       0.690
24/11/2010 00:00,       1.199,       0.874,       0.690
25/11/2010 00:00,       1.151,       1.067,       0.923
26/11/2010 00:00,       1.104,       0.951,       0.802
27/11/2010 00:00,       0.968,       0.892,       0.859
28/11/2010 00:00,       0.968,       0.923,       0.802
29/11/2010 00:00,       2.090,       1.104,       0.883
30/11/2010 00:00,       2.454,       2.289,       2.090
01/12/2010 00:00,       5.676,       3.423,       2.162
02/12/2010 00:00,       5.187,       3.831,       3.203
03/12/2010 00:00,      15.598,       7.263,       5.063
04/12/2010 00:00,      18.540,      15.092,      11.391
05/12/2010 00:00,      17.200,      14.240,      11.999
06/12/2010 00:00,      13.757,      11.738,       9.915
07/12/2010 00:00,      17.411,      11.141,       8.403
08/12/2010 00:00,      76.689,      52.316,      17.411
09/12/2010 00:00,      90.250,      85.192,      76.689
10/12/2010 00:00,      91.072,      90.403,      89.379
11/12/2010 00:00,      91.072,      90.685,      89.379
12/12/2010 00:00,      91.072,      84.983,      74.506
13/12/2010 00:00,      74.506,      63.289,      54.066
14/12/2010 00:00,      54.066,      45.313,      39.223
