"Time","A5011006","A5011006","A5011006"
"and","Discharge (Ml/day)","Discharge (Ml/day)","Discharge (Ml/day)"
"Date","Max","Mean","Min"
29/09/2011 00:00,"","",""
30/09/2011 00:00,      19.683,      15.454,      13.498
01/10/2011 00:00,      92.375,      62.577,      19.473
02/10/2011 00:00,      52.658,      30.729,      17.371
03/10/2011 00:00,      18.178,      13.839,      10.442
04/10/2011 00:00,      11.036,       9.336,       8.015
05/10/2011 00:00,       8.648,       8.127,       7.409
06/10/2011 00:00,      12.095,      10.715,       7.999
07/10/2011 00:00,      11.304,      10.203,       9.279
08/10/2011 00:00,       9.688,       8.858,       7.977
09/10/2011 00:00,       8.483,       7.769,       6.908
10/10/2011 00:00,       7.252,       6.858,       6.447
11/10/2011 00:00,       7.359,       6.700,       5.917
12/10/2011 00:00,       6.441,       5.991,       5.601
13/10/2011 00:00,       6.224,       5.713,       5.118
14/10/2011 00:00,       5.899,       5.362,       4.933
15/10/2011 00:00,      10.468,       6.883,       4.840
16/10/2011 00:00,      13.986,      12.006,      10.161
17/10/2011 00:00,      10.451,       7.916,       5.873
18/10/2011 00:00,       6.185,       5.303,       4.379
19/10/2011 00:00,       4.641,       4.171,       3.732
20/10/2011 00:00,       3.965,       3.518,       3.145
21/10/2011 00:00,       3.356,       2.995,       2.683
22/10/2011 00:00,       4.614,       3.487,       2.871
23/10/2011 00:00,       5.529,       5.069,       4.353
24/10/2011 00:00,       5.050,       4.674,       4.181
25/10/2011 00:00,       7.237,       4.652,       4.013
26/10/2011 00:00,       8.848,       7.244,       5.504
27/10/2011 00:00,       5.811,       4.787,       3.765
28/10/2011 00:00,       3.917,       3.569,       3.317
29/10/2011 00:00,       3.681,       3.413,       3.171
30/10/2011 00:00,       4.146,       3.802,       3.308
31/10/2011 00:00,       4.146,       3.822,       3.374
01/11/2011 00:00,       3.593,       3.055,       2.630
02/11/2011 00:00,       2.819,       2.521,       2.267
03/11/2011 00:00,       2.562,       2.364,       2.151
04/11/2011 00:00,       2.437,       2.216,       1.835
05/11/2011 00:00,       2.257,       1.999,       1.833
06/11/2011 00:00,       2.091,       1.928,       1.689
07/11/2011 00:00,       1.877,       1.660,       1.463
08/11/2011 00:00,       1.592,       1.481,       1.377
09/11/2011 00:00,       1.547,       1.416,       1.297
10/11/2011 00:00,       1.458,       1.351,       1.217
11/11/2011 00:00,       1.370,       1.224,       1.068
12/11/2011 00:00,       1.249,       1.081,       0.868
13/11/2011 00:00,       1.031,       0.911,       0.777
14/11/2011 00:00,       0.896,       0.801,       0.692
15/11/2011 00:00,       0.895,       0.764,       0.638
16/11/2011 00:00,       0.831,       0.679,       0.562
