"Time","A4261225","A4261225","A4261225"
"and","Discharge (Ml/day)","Discharge (Ml/day)","Discharge (Ml/day)"
"Date","Max","Mean","Min"
21/07/2017 00:00,"","",""
22/07/2017 00:00,  211423.912,  186385.873,  162180.577
23/07/2017 00:00,  205151.531,  184118.789,  159108.279
24/07/2017 00:00,  199168.676,  178337.066,  153091.902
25/07/2017 00:00,  189546.395,  168204.008,  150238.887
26/07/2017 00:00,  188281.067,  163128.216,  141255.102
27/07/2017 00:00,  199528.446,  166160.719,  130298.977
28/07/2017 00:00,  175876.532,  145407.503,  104286.645
29/07/2017 00:00,  164183.070,  130054.742,   93019.623
30/07/2017 00:00,  150737.243,  116444.413,   88185.370
31/07/2017 00:00,  130118.746,  103500.385,   69652.743
01/08/2017 00:00,  100170.865,   73643.018,   42519.362
02/08/2017 00:00,   86794.676,   62328.285,   40767.149
03/08/2017 00:00,   78244.791,   66886.802,   43467.754
04/08/2017 00:00,  112913.137,   66857.321,   34803.994
05/08/2017 00:00,   90234.605,   62368.895,       0.000
06/08/2017 00:00,  108432.260,   70862.460,   40326.077
07/08/2017 00:00,  103007.377,   63290.267,   32168.016
08/08/2017 00:00,   92127.543,   61845.154,   41377.306
09/08/2017 00:00,   97499.636,   65902.840,   37337.069
10/08/2017 00:00,  107639.540,   70595.261,   38595.917
11/08/2017 00:00,   93102.567,   59943.752,   31818.096
12/08/2017 00:00,   82011.140,   55549.930,   36318.447
13/08/2017 00:00,   87217.517,   56855.063,   30305.491
14/08/2017 00:00,   96062.545,   58996.682,   31602.701
15/08/2017 00:00,   89715.169,   62701.623,   34258.464
16/08/2017 00:00,   88567.604,   59642.265,   30502.138
17/08/2017 00:00,  109449.793,   61637.167,   31674.413
18/08/2017 00:00,   99174.932,   60372.521,   29069.971
19/08/2017 00:00,   89337.773,   56269.681,   26335.584
20/08/2017 00:00,   85757.185,   57803.234,   30295.728
21/08/2017 00:00,   96655.162,   66293.287,   30334.954
22/08/2017 00:00,   92772.865,   62917.025,   31828.378
23/08/2017 00:00,  101115.389,   60913.681,   34502.976
24/08/2017 00:00,  103442.228,   62557.219,   31869.418
25/08/2017 00:00,  106231.652,   62381.926,   34525.267
26/08/2017 00:00,   96194.909,   64474.742,   39913.949
27/08/2017 00:00,   97030.138,   67724.958,   43992.088
28/08/2017 00:00,  111069.534,   68578.657,   41324.170
29/08/2017 00:00,  104579.684,   75601.947,   50932.714
30/08/2017 00:00,  109625.703,   73110.538,   50851.066
31/08/2017 00:00,  117911.636,   78352.084,   49481.108
01/09/2017 00:00,  121288.148,   86849.335,   60074.191
02/09/2017 00:00,  105920.439,   83304.613,   59126.026
03/09/2017 00:00,  106362.029,   84226.877,   61694.871
04/09/2017 00:00,  110824.849,   87410.513,   61675.172
05/09/2017 00:00,  116082.807,   89039.285,   63036.144
06/09/2017 00:00,  115786.542,   88167.011,   58528.865
07/09/2017 00:00,  109696.119,   80231.622,   57431.290
08/09/2017 00:00,  114530.631,   77260.841,   50753.175
09/09/2017 00:00,  113417.626,   75635.159,   53424.404
10/09/2017 00:00,  118487.751,   75927.970,   50753.175
11/09/2017 00:00,  113053.191,   78223.881,   39682.829
12/09/2017 00:00,  113426.612,   72473.998,   44944.762
13/09/2017 00:00,  125878.321,   61874.753,   34114.176
14/09/2017 00:00,   93248.929,   60826.880,   37988.611
15/09/2017 00:00,"","",""
