"Time","A4260550","A4260550","A4260550"
"and","Discharge (Ml/day)","Discharge (Ml/day)","Discharge (Ml/day)"
"Date","Max","Mean","Min"
11/06/1998 00:00,"","",""
12/06/1998 00:00,    6036.407,    5571.884,    4938.365
13/06/1998 00:00,    6079.450,    5471.719,    5091.206
14/06/1998 00:00,    5805.907,    5379.086,    4982.602
15/06/1998 00:00,    5455.296,    5095.176,    4599.158
16/06/1998 00:00,    5295.370,    5189.110,    4979.499
17/06/1998 00:00,    5556.730,    4781.187,    4387.020
18/06/1998 00:00,    4394.995,    4281.743,    4189.410
19/06/1998 00:00,    4986.230,    4570.794,    4181.501
20/06/1998 00:00,    5423.242,    4748.999,    4045.086
21/06/1998 00:00,    4797.014,    4301.000,    3783.715
22/06/1998 00:00,    4330.022,    4087.569,    3773.002
23/06/1998 00:00,    5245.430,    4469.329,    3790.886
24/06/1998 00:00,    4748.201,    4279.907,    3916.598
25/06/1998 00:00,    4858.358,    4536.158,    3965.155
26/06/1998 00:00,    4622.054,    4417.950,    4076.310
27/06/1998 00:00,    4732.042,    4480.225,    4312.829
28/06/1998 00:00,    4702.752,    4411.724,    4065.811
29/06/1998 00:00,    4218.612,    4036.933,    3826.570
30/06/1998 00:00,    5239.728,    3928.244,    2578.435
01/07/1998 00:00,    5171.126,    4639.833,    4274.294
02/07/1998 00:00,    5061.664,    4849.419,    4754.160
03/07/1998 00:00,    4797.521,    4585.067,    4425.667
04/07/1998 00:00,    5630.256,    5006.554,    4337.885
05/07/1998 00:00,    5569.499,    5115.583,    4695.581
06/07/1998 00:00,    5158.253,    4674.911,    4434.221
07/07/1998 00:00,    4917.029,    4606.375,    4518.547
08/07/1998 00:00,    4901.213,    4666.557,    4455.642
09/07/1998 00:00,    5076.864,    4806.414,    4449.946
10/07/1998 00:00,    5071.162,    4854.899,    4663.440
11/07/1998 00:00,    5202.576,    5113.983,    4765.623
12/07/1998 00:00,    5007.408,    4721.408,    4342.810
13/07/1998 00:00,    5121.878,    4863.257,    4634.928
14/07/1998 00:00,    5034.010,    4859.048,    4636.310
15/07/1998 00:00,    5495.299,    5121.226,    4755.425
16/07/1998 00:00,    4841.137,    4689.319,    4569.178
17/07/1998 00:00,    4988.390,    4837.162,    4699.123
18/07/1998 00:00,    5148.317,    4378.102,    3004.042
19/07/1998 00:00,    4919.098,    4675.746,    4462.128
20/07/1998 00:00,    5290.663,    4555.444,    3455.309
21/07/1998 00:00,    5599.584,    5274.103,    4788.019
22/07/1998 00:00,    5207.848,    4453.206,    3643.834
23/07/1998 00:00,    5453.222,    5038.499,    4639.853
24/07/1998 00:00,    4849.805,    4711.662,    4579.891
