"Time","A5040583","A5040583","A5040583"
"and","Discharge (Ml/day)","Discharge (Ml/day)","Discharge (Ml/day)"
"Date","Max","Mean","Min"
29/11/1993 00:00,"","",""
30/11/1993 00:00,       0.066,       0.045,       0.023
01/12/1993 00:00,       0.110,       0.088,       0.066
02/12/1993 00:00,       0.153,       0.131,       0.110
03/12/1993 00:00,      34.214,       5.268,       0.104
04/12/1993 00:00,       0.104,       0.001,       0.000
05/12/1993 00:00,       0.000,       0.000,       0.000
06/12/1993 00:00,       0.000,       0.000,       0.000
07/12/1993 00:00,       0.000,       0.000,       0.000
08/12/1993 00:00,       6.048,       0.293,       0.000
09/12/1993 00:00,       6.048,       0.443,       0.000
10/12/1993 00:00,       0.607,       0.038,       0.000
11/12/1993 00:00,     562.378,     110.201,       0.607
12/12/1993 00:00,     140.486,       9.243,       0.000
13/12/1993 00:00,     177.811,      15.662,       0.039
14/12/1993 00:00,    1276.042,     280.924,       1.031
15/12/1993 00:00,      19.717,       4.698,       0.552
16/12/1993 00:00,       0.552,       0.216,       0.173
17/12/1993 00:00,       0.173,       0.066,       0.000
18/12/1993 00:00,       0.000,       0.000,       0.000
19/12/1993 00:00,       0.000,       0.000,       0.000
20/12/1993 00:00,       0.000,       0.000,       0.000
21/12/1993 00:00,      94.954,      13.775,       0.000
22/12/1993 00:00,     116.381,      20.387,       1.037
23/12/1993 00:00,      23.376,       3.304,       0.000
24/12/1993 00:00,      76.118,       7.449,       0.000
25/12/1993 00:00,       0.000,       0.000,       0.000
26/12/1993 00:00,      94.954,      10.554,       0.000
27/12/1993 00:00,       0.173,       0.036,       0.000
28/12/1993 00:00,       0.000,       0.000,       0.000
29/12/1993 00:00,       0.000,       0.000,       0.000
30/12/1993 00:00,       0.000,       0.000,       0.000
31/12/1993 00:00,       0.000,       0.000,       0.000
01/01/1994 00:00,       0.000,       0.000,       0.000
02/01/1994 00:00,       0.000,       0.000,       0.000
03/01/1994 00:00,      76.118,       7.880,       0.000
04/01/1994 00:00,       6.048,       0.968,       0.000
05/01/1994 00:00,       2.938,       0.572,       0.000
06/01/1994 00:00,     538.963,      91.161,       0.173
07/01/1994 00:00,     324.000,      61.838,       1.037
08/01/1994 00:00,       6.048,       2.220,       0.146
09/01/1994 00:00,       0.173,       0.093,       0.000
10/01/1994 00:00,       0.128,       0.038,       0.000
11/01/1994 00:00,       0.000,       0.000,       0.000
12/01/1994 00:00,       0.000,       0.000,       0.000
13/01/1994 00:00,       0.000,       0.000,       0.000
14/01/1994 00:00,       0.000,       0.000,       0.000
15/01/1994 00:00,       0.000,       0.000,       0.000
16/01/1994 00:00,     611.107,      56.859,       0.000
