"Time","A5040578","A5040578","A5040578"
"and","Discharge (Ml/day)","Discharge (Ml/day)","Discharge (Ml/day)"
"Date","Max","Mean","Min"
03/05/1996 00:00,"","",""
04/05/1996 00:00,       1.555,       0.839,       0.605
05/05/1996 00:00,       1.901,       0.954,       0.605
06/05/1996 00:00,       1.814,       0.972,       0.605
07/05/1996 00:00,       1.469,       0.897,       0.518
08/05/1996 00:00,       1.814,       0.910,       0.605
09/05/1996 00:00,       2.074,       1.110,       0.691
10/05/1996 00:00,       2.333,       1.334,       0.864
11/05/1996 00:00,      64.454,       4.777,       0.778
12/05/1996 00:00,      39.744,       3.876,       0.864
13/05/1996 00:00,       1.728,       1.006,       0.691
14/05/1996 00:00,       2.160,       1.086,       0.605
15/05/1996 00:00,       1.987,       1.101,       0.778
16/05/1996 00:00,       1.901,       0.984,       0.605
17/05/1996 00:00,       2.074,       1.091,       0.691
18/05/1996 00:00,       1.901,       1.036,       0.605
19/05/1996 00:00,      31.104,       1.952,       0.691
20/05/1996 00:00,       1.901,       1.075,       0.691
21/05/1996 00:00,       1.814,       1.013,       0.605
22/05/1996 00:00,      96.595,       5.644,       0.605
23/05/1996 00:00,      13.478,       1.797,       0.778
24/05/1996 00:00,       1.814,       1.039,       0.691
25/05/1996 00:00,       1.642,       0.977,       0.691
26/05/1996 00:00,       1.728,       1.032,       0.691
27/05/1996 00:00,       1.901,       1.062,       0.778
28/05/1996 00:00,       2.160,       1.230,       0.691
29/05/1996 00:00,       1.987,       1.129,       0.605
30/05/1996 00:00,       2.074,       1.274,       0.778
31/05/1996 00:00,       2.678,       1.425,       0.864
01/06/1996 00:00,     328.838,      35.232,       0.691
02/06/1996 00:00,       1.555,       0.874,       0.518
03/06/1996 00:00,     159.581,      16.906,       0.778
04/06/1996 00:00,       1.702,       0.963,       0.691
05/06/1996 00:00,       1.555,       0.888,       0.605
06/06/1996 00:00,     451.786,      33.893,       0.864
07/06/1996 00:00,       5.357,       1.633,       0.691
08/06/1996 00:00,       2.160,       1.019,       0.605
09/06/1996 00:00,       1.728,       0.870,       0.518
10/06/1996 00:00,       1.469,       0.885,       0.605
11/06/1996 00:00,       1.555,       0.976,       0.691
12/06/1996 00:00,       1.555,       0.937,       0.259
13/06/1996 00:00,       1.382,       0.877,       0.605
14/06/1996 00:00,       2.074,       0.905,       0.605
15/06/1996 00:00,       1.555,       0.809,       0.605
16/06/1996 00:00,       1.987,       0.891,       0.518
17/06/1996 00:00,     284.083,      27.804,       0.778
18/06/1996 00:00,     116.709,      10.081,       0.950
19/06/1996 00:00,      84.845,       8.832,       0.778
20/06/1996 00:00,       1.555,       0.789,       0.605
