"Time","A4260579","A4260579","A4260579"
"and","Discharge (Ml/day)","Discharge (Ml/day)","Discharge (Ml/day)"
"Date","Max","Mean","Min"
06/01/2006 00:00,"","",""
07/01/2006 00:00,     995.155,     966.606,     933.379
08/01/2006 00:00,    1007.770,     957.647,     917.309
09/01/2006 00:00,     979.171,     933.510,     896.141
10/01/2006 00:00,     966.211,     822.858,       0.000
11/01/2006 00:00,     991.526,     944.925,     888.365
12/01/2006 00:00,     990.058,     951.219,     899.510
13/01/2006 00:00,    1009.930,     962.585,     920.506
14/01/2006 00:00,    1011.917,     974.336,     931.219
15/01/2006 00:00,    1022.803,     980.049,     948.499
16/01/2006 00:00,    1014.336,     976.641,     940.982
17/01/2006 00:00,    1023.322,     963.849,     931.219
18/01/2006 00:00,    1003.104,     970.279,     926.899
19/01/2006 00:00,    1006.128,     967.247,     937.699
20/01/2006 00:00,    1013.386,     967.215,     926.208
21/01/2006 00:00,    1046.218,     991.770,     953.251
22/01/2006 00:00,    1049.760,     982.589,     950.659
23/01/2006 00:00,    1010.016,     984.380,     932.256
24/01/2006 00:00,    1017.360,     980.398,     937.786
25/01/2006 00:00,    1035.677,     983.059,     948.154
26/01/2006 00:00,    1035.245,     991.640,     952.906
27/01/2006 00:00,    1082.765,    1030.426,     991.440
28/01/2006 00:00,    1085.616,    1047.042,    1002.672
29/01/2006 00:00,    1054.771,    1011.956,     955.411
30/01/2006 00:00,    1076.630,    1028.441,     977.357
31/01/2006 00:00,    1137.456,    1088.255,    1019.088
01/02/2006 00:00,    1148.170,    1081.722,    1028.074
02/02/2006 00:00,    1069.632,    1029.477,     963.274
03/02/2006 00:00,    1030.752,     999.965,     957.571
04/02/2006 00:00,    1028.246,     991.557,     956.794
05/02/2006 00:00,    1026.950,     993.441,     945.043
06/02/2006 00:00,    1034.381,    1003.649,     965.952
07/02/2006 00:00,    1042.762,    1010.268,     979.603
08/02/2006 00:00,    1053.130,     998.318,     959.731
09/02/2006 00:00,    1046.563,    1005.844,     955.670
10/02/2006 00:00,    1039.910,    1011.814,     974.333
11/02/2006 00:00,    1045.354,    1001.484,     962.410
12/02/2006 00:00,    1040.170,     999.878,     960.250
13/02/2006 00:00,    1041.293,    1007.737,     959.472
14/02/2006 00:00,    1045.354,    1008.900,     957.917
15/02/2006 00:00,    1055.635,     895.532,       0.000
16/02/2006 00:00,    1052.179,    1012.576,     975.629
17/02/2006 00:00,    1056.845,    1016.818,     977.616
18/02/2006 00:00,    1058.141,    1024.290,     985.997
19/02/2006 00:00,    1054.858,    1021.087,     979.258
20/02/2006 00:00,    1057.104,    1011.472,     980.294
21/02/2006 00:00,    1034.208,     996.869,     952.042
