"Time","A5031004","A5031004","A5031004"
"and","Discharge (Ml/day)","Discharge (Ml/day)","Discharge (Ml/day)"
"Date","Max","Mean","Min"
20/05/2006 00:00,"","",""
21/05/2006 00:00,       0.000,       0.000,       0.000
22/05/2006 00:00,       0.000,       0.000,       0.000
23/05/2006 00:00,       0.000,       0.000,       0.000
24/05/2006 00:00,       0.000,       0.000,       0.000
25/05/2006 00:00,       0.000,       0.000,       0.000
26/05/2006 00:00,       0.000,       0.000,       0.000
27/05/2006 00:00,       0.000,       0.000,       0.000
28/05/2006 00:00,       0.000,       0.000,       0.000
29/05/2006 00:00,       0.000,       0.000,       0.000
30/05/2006 00:00,     145.584,      48.203,       0.000
31/05/2006 00:00,      14.602,       1.176,       0.000
01/06/2006 00:00,       0.000,       0.000,       0.000
02/06/2006 00:00,       0.000,       0.000,       0.000
03/06/2006 00:00,       0.000,       0.000,       0.000
04/06/2006 00:00,       0.000,       0.000,       0.000
05/06/2006 00:00,       0.000,       0.000,       0.000
06/06/2006 00:00,       0.000,       0.000,       0.000
07/06/2006 00:00,       0.000,       0.000,       0.000
08/06/2006 00:00,       0.173,       0.060,       0.000
09/06/2006 00:00,       0.173,       0.173,       0.173
10/06/2006 00:00,       0.173,       0.173,       0.173
11/06/2006 00:00,       0.173,       0.173,       0.173
12/06/2006 00:00,       0.173,       0.173,       0.173
13/06/2006 00:00,       0.173,       0.173,       0.173
14/06/2006 00:00,       0.173,       0.173,       0.173
15/06/2006 00:00,       0.173,       0.173,       0.173
16/06/2006 00:00,       0.173,       0.173,       0.173
17/06/2006 00:00,       0.173,       0.173,       0.173
18/06/2006 00:00,       0.173,       0.173,       0.173
19/06/2006 00:00,       0.173,       0.173,       0.173
20/06/2006 00:00,       0.173,       0.173,       0.173
21/06/2006 00:00,       0.173,       0.173,       0.173
22/06/2006 00:00,       0.173,       0.173,       0.173
23/06/2006 00:00,       0.173,       0.173,       0.173
24/06/2006 00:00,       0.173,       0.173,       0.173
25/06/2006 00:00,       0.173,       0.173,       0.173
26/06/2006 00:00,       0.173,       0.173,       0.173
27/06/2006 00:00,       0.173,       0.173,       0.173
28/06/2006 00:00,       0.173,       0.173,       0.173
29/06/2006 00:00,       0.173,       0.173,       0.173
30/06/2006 00:00,       1.682,       0.796,       0.173
01/07/2006 00:00,      13.824,       7.166,       1.682
02/07/2006 00:00,       8.678,       4.688,       1.348
03/07/2006 00:00,       1.348,       0.667,       0.534
04/07/2006 00:00,       0.534,       0.471,       0.409
05/07/2006 00:00,       0.409,       0.362,       0.346
06/07/2006 00:00,       0.346,       0.346,       0.346
07/07/2006 00:00,       0.346,       0.346,       0.346
