"Time","A5041023","A5041023","A5041023"
"and","Discharge (Ml/day)","Discharge (Ml/day)","Discharge (Ml/day)"
"Date","Max","Mean","Min"
23/07/2009 00:00,"","",""
24/07/2009 00:00,      38.707,      27.284,      22.896
25/07/2009 00:00,      24.883,      22.091,      19.440
26/07/2009 00:00,      25.315,      21.483,      19.267
27/07/2009 00:00,    1028.160,     193.430,      20.563
28/07/2009 00:00,     189.821,     114.086,      66.355
29/07/2009 00:00,     498.269,     239.528,     119.405
30/07/2009 00:00,     362.448,     244.848,     211.680
31/07/2009 00:00,     363.485,     266.314,     219.542
01/08/2009 00:00,     226.800,     180.972,     134.006
02/08/2009 00:00,     134.611,     107.903,      85.882
03/08/2009 00:00,     136.858,     121.180,      84.326
04/08/2009 00:00,     121.219,     112.269,     105.062
05/08/2009 00:00,     116.122,     102.610,      94.003
06/08/2009 00:00,      99.792,      66.184,      45.878
07/08/2009 00:00,     203.558,      79.068,      45.274
08/08/2009 00:00,      46.138,      37.284,      32.227
09/08/2009 00:00,      38.880,      32.764,      29.808
10/08/2009 00:00,      32.054,      30.280,      28.253
11/08/2009 00:00,      40.003,      30.661,      27.302
12/08/2009 00:00,      33.696,      27.757,      24.365
13/08/2009 00:00,      25.920,      23.241,      20.995
14/08/2009 00:00,      23.069,      21.752,      20.131
15/08/2009 00:00,      21.946,      20.201,      18.662
16/08/2009 00:00,     180.922,      60.941,      18.317
17/08/2009 00:00,      56.678,      29.119,      20.909
18/08/2009 00:00,      23.328,      20.064,      17.453
19/08/2009 00:00,      21.082,      17.200,      14.515
20/08/2009 00:00,      16.243,      14.625,      12.614
21/08/2009 00:00,      50.026,      22.847,      12.960
22/08/2009 00:00,      22.205,      16.233,      12.269
23/08/2009 00:00,      14.861,      12.639,      10.973
24/08/2009 00:00,    1236.211,     260.603,      12.096
25/08/2009 00:00,     365.904,     205.180,     104.198
26/08/2009 00:00,     196.128,     140.905,      99.792
27/08/2009 00:00,     123.984,      82.973,      57.110
28/08/2009 00:00,     283.997,      80.237,      43.546
29/08/2009 00:00,    1715.904,     332.924,      91.584
30/08/2009 00:00,     399.254,     266.708,     164.246
31/08/2009 00:00,     269.309,     188.860,     132.624
01/09/2009 00:00,     367.632,     182.815,     124.416
02/09/2009 00:00,     184.464,     164.820,     122.256
03/09/2009 00:00,     154.310,     132.310,     112.925
04/09/2009 00:00,     658.109,     234.205,     112.406
05/09/2009 00:00,     125.107,     107.990,      89.424
06/09/2009 00:00,      90.029,      80.692,      71.194
07/09/2009 00:00,     256.781,     127.939,      70.848
08/09/2009 00:00,     115.171,     104.722,      90.720
09/09/2009 00:00,      91.670,      83.760,      77.242
