"Time","A4261220","A4261220","A4261220"
"and","Discharge (Ml/day)","Discharge (Ml/day)","Discharge (Ml/day)"
"Date","Max","Mean","Min"
09/09/2013 00:00,"","",""
10/09/2013 00:00,      21.341,      17.545,      13.824
11/09/2013 00:00,      18.403,      15.149,      11.232
12/09/2013 00:00,      18.749,      13.774,       9.936
13/09/2013 00:00,     103.334,      23.389,      12.960
14/09/2013 00:00,     132.192,     118.265,      95.126
15/09/2013 00:00,      98.064,      74.375,      54.259
16/09/2013 00:00,      55.210,      45.263,      39.485
17/09/2013 00:00,      46.742,      38.799,      33.955
18/09/2013 00:00,      58.234,      52.177,      44.582
19/09/2013 00:00,      68.515,      51.856,      39.485
20/09/2013 00:00,      62.208,      51.982,      45.187
21/09/2013 00:00,      85.450,      70.247,      46.138
22/09/2013 00:00,      65.491,      53.508,      42.422
23/09/2013 00:00,      46.483,      38.381,      27.475
24/09/2013 00:00,      32.486,      25.336,      19.699
25/09/2013 00:00,      23.933,      18.655,      11.750
26/09/2013 00:00,      17.107,      12.367,       8.726
27/09/2013 00:00,      18.058,      12.659,       8.208
28/09/2013 00:00,      20.218,      14.823,       8.726
29/09/2013 00:00,      17.366,      11.415,       6.998
30/09/2013 00:00,      11.491,       7.903,       4.493
01/10/2013 00:00,      10.973,       7.173,       3.715
02/10/2013 00:00,      10.973,       6.855,       2.246
03/10/2013 00:00,      10.973,       5.831,       2.074
04/10/2013 00:00,      11.491,       7.612,       3.542
05/10/2013 00:00,      19.872,       6.638,       0.000
06/10/2013 00:00,      15.293,       4.073,       0.000
07/10/2013 00:00,       6.221,       2.840,       0.000
08/10/2013 00:00,       5.530,       2.274,       0.000
09/10/2013 00:00,       5.443,       2.036,       0.000
10/10/2013 00:00,       4.752,       1.740,       0.000
11/10/2013 00:00,       6.134,       2.764,       0.000
12/10/2013 00:00,       4.406,       1.294,       0.000
13/10/2013 00:00,       3.024,       0.517,       0.000
14/10/2013 00:00,       2.419,       0.489,       0.000
15/10/2013 00:00,       2.333,       0.487,       0.000
16/10/2013 00:00,       3.802,       0.351,       0.000
17/10/2013 00:00,       2.506,       0.570,       0.000
18/10/2013 00:00,       3.542,       0.853,       0.000
19/10/2013 00:00,       4.579,       1.241,       0.000
20/10/2013 00:00,       3.370,       0.655,       0.000
21/10/2013 00:00,       3.974,       1.396,       0.000
22/10/2013 00:00,       3.024,       0.950,       0.000
23/10/2013 00:00,       2.592,       0.449,       0.000
24/10/2013 00:00,       3.283,       0.441,       0.000
25/10/2013 00:00,       2.678,       0.309,       0.000
26/10/2013 00:00,       2.506,       0.235,       0.000
27/10/2013 00:00,       2.678,       0.464,       0.000
