"Time","A5050502","A5050502","A5050502"
"and","Discharge (Ml/day)","Discharge (Ml/day)","Discharge (Ml/day)"
"Date","Max","Mean","Min"
19/12/2011 00:00,"","",""
20/12/2011 00:00,      20.822,      13.753,       9.418
21/12/2011 00:00,       9.418,       7.066,       6.307
22/12/2011 00:00,       6.653,       5.578,       4.752
23/12/2011 00:00,       5.357,       5.046,       4.752
24/12/2011 00:00,       5.098,       4.548,       3.715
25/12/2011 00:00,       4.666,       4.201,       3.715
26/12/2011 00:00,       4.752,       4.437,       4.147
27/12/2011 00:00,       4.234,       4.022,       3.802
28/12/2011 00:00,       4.147,       3.870,       3.542
29/12/2011 00:00,       3.974,       3.605,       3.283
30/12/2011 00:00,       3.802,       3.436,       3.110
31/12/2011 00:00,       3.197,       2.993,       2.592
01/01/2012 00:00,       2.592,       2.317,       2.074
02/01/2012 00:00,       2.074,       1.728,       1.469
03/01/2012 00:00,       1.469,       1.220,       1.037
04/01/2012 00:00,       1.037,       0.909,       0.778
05/01/2012 00:00,       0.778,       0.744,       0.691
06/01/2012 00:00,       0.691,       0.665,       0.605
07/01/2012 00:00,       0.778,       0.652,       0.605
08/01/2012 00:00,       0.778,       0.729,       0.663
09/01/2012 00:00,       0.663,       0.622,       0.605
10/01/2012 00:00,       3.542,       2.716,       0.605
11/01/2012 00:00,       2.851,       2.409,       2.074
12/01/2012 00:00,       2.074,       1.788,       1.555
13/01/2012 00:00,       1.901,       1.751,       1.555
14/01/2012 00:00,       1.728,       1.494,       1.296
15/01/2012 00:00,       1.296,       1.150,       0.950
16/01/2012 00:00,       0.950,       0.781,       0.691
17/01/2012 00:00,       0.691,       0.666,       0.605
18/01/2012 00:00,       0.605,       0.605,       0.605
19/01/2012 00:00,       0.605,       0.605,       0.605
20/01/2012 00:00,       0.605,       0.605,       0.605
21/01/2012 00:00,       0.605,       0.583,       0.520
22/01/2012 00:00,       0.520,       0.503,       0.432
23/01/2012 00:00,       0.518,       0.511,       0.467
24/01/2012 00:00,       0.518,       0.518,       0.518
25/01/2012 00:00,       0.518,       0.518,       0.518
26/01/2012 00:00,       0.518,       0.490,       0.432
27/01/2012 00:00,       0.455,       0.434,       0.432
28/01/2012 00:00,       0.518,       0.444,       0.346
29/01/2012 00:00,       0.432,       0.432,       0.432
30/01/2012 00:00,       0.432,       0.432,       0.432
31/01/2012 00:00,       0.432,       0.432,       0.432
01/02/2012 00:00,       0.432,       0.432,       0.432
02/02/2012 00:00,       0.432,       0.405,       0.346
03/02/2012 00:00,       0.432,       0.349,       0.259
04/02/2012 00:00,       0.259,       0.127,       0.000
05/02/2012 00:00,       0.432,       0.346,       0.093
