"Time","A5030503","A5030503","A5030503"
"and","Discharge (Ml/day)","Discharge (Ml/day)","Discharge (Ml/day)"
"Date","Max","Mean","Min"
30/06/2011 00:00,"","",""
01/07/2011 00:00,      11.777,      11.611,      11.220
02/07/2011 00:00,      86.843,      37.558,      11.220
03/07/2011 00:00,      89.596,      66.357,      43.290
04/07/2011 00:00,      63.587,      40.908,      36.791
05/07/2011 00:00,     100.401,      82.977,      63.587
06/07/2011 00:00,     172.426,     110.505,      89.596
07/07/2011 00:00,     170.812,      97.909,      68.299
08/07/2011 00:00,      68.797,      61.684,      56.141
09/07/2011 00:00,      73.881,      72.248,      68.797
10/07/2011 00:00,      72.072,      61.267,      53.014
11/07/2011 00:00,      69.298,      61.775,      51.034
12/07/2011 00:00,      51.034,      44.380,      39.569
13/07/2011 00:00,      39.569,      36.677,      34.126
14/07/2011 00:00,      34.126,      31.863,      29.700
15/07/2011 00:00,      29.700,      27.992,      26.719
16/07/2011 00:00,      26.719,      25.551,      24.516
17/07/2011 00:00,      38.545,      31.363,      24.046
18/07/2011 00:00,      38.669,      34.788,      31.361
19/07/2011 00:00,      31.361,      29.147,      27.485
20/07/2011 00:00,      27.485,      26.006,      24.640
21/07/2011 00:00,      24.640,      23.532,      22.543
22/07/2011 00:00,      22.653,      21.750,      21.097
23/07/2011 00:00,      21.097,      20.681,      20.340
24/07/2011 00:00,      22.432,      21.449,      20.773
25/07/2011 00:00,      23.347,      22.957,      22.205
26/07/2011 00:00,      23.347,      22.409,      21.532
27/07/2011 00:00,      21.532,      20.505,      19.709
28/07/2011 00:00,      19.709,      18.642,      17.100
29/07/2011 00:00,      18.580,      17.383,      16.907
30/07/2011 00:00,      26.850,      24.235,      18.580
31/07/2011 00:00,      25.606,      23.183,      21.754
01/08/2011 00:00,      21.754,      20.388,      18.777
02/08/2011 00:00,      18.883,      18.231,      17.783
03/08/2011 00:00,      17.783,      17.466,      17.294
04/08/2011 00:00,     132.026,      35.118,      17.389
05/08/2011 00:00,     145.320,     103.726,      68.797
06/08/2011 00:00,      68.797,      58.063,      48.075
07/08/2011 00:00,      49.243,      44.573,      40.739
08/08/2011 00:00,      45.924,      44.252,      42.741
09/08/2011 00:00,     110.927,      79.826,      42.470
10/08/2011 00:00,     121.838,      80.837,      57.098
11/08/2011 00:00,      86.463,      66.561,      51.329
12/08/2011 00:00,      51.329,      44.532,      39.569
13/08/2011 00:00,      39.569,      37.067,      34.722
14/08/2011 00:00,      34.722,      32.991,      31.471
15/08/2011 00:00,      71.049,      46.689,      30.355
16/08/2011 00:00,     339.219,      72.919,      50.129
17/08/2011 00:00,     560.862,     351.664,     120.092
