"Time","A5031009","A5031009","A5031009"
"and","Discharge (Ml/day)","Discharge (Ml/day)","Discharge (Ml/day)"
"Date","Max","Mean","Min"
29/07/2010 00:00,"","",""
30/07/2010 00:00,       0.950,       0.867,       0.778
31/07/2010 00:00,      28.166,       2.591,       0.778
01/08/2010 00:00,       7.776,       2.369,       1.296
02/08/2010 00:00,      14.342,       5.654,       0.950
03/08/2010 00:00,      12.182,       6.706,       3.715
04/08/2010 00:00,      42.854,       9.180,       2.938
05/08/2010 00:00,     162.950,     107.269,      25.186
06/08/2010 00:00,      67.651,      40.651,      22.205
07/08/2010 00:00,      22.205,      14.546,       8.986
08/08/2010 00:00,      61.430,       9.298,       4.666
09/08/2010 00:00,       7.560,       4.078,       3.110
10/08/2010 00:00,       4.061,       2.996,       2.246
11/08/2010 00:00,       2.246,       1.952,       1.555
12/08/2010 00:00,       1.642,       1.439,       1.296
13/08/2010 00:00,       1.296,       1.295,       1.210
14/08/2010 00:00,      15.725,       2.523,       1.296
15/08/2010 00:00,       1.728,       1.437,       1.296
16/08/2010 00:00,       3.802,       1.768,       1.382
17/08/2010 00:00,      13.651,       4.895,       1.296
18/08/2010 00:00,      16.848,      12.618,      10.282
19/08/2010 00:00,      13.133,      10.308,       6.739
20/08/2010 00:00,      54.173,      10.986,       6.566
21/08/2010 00:00,     184.118,      67.411,      11.146
22/08/2010 00:00,     124.718,      77.843,      45.792
23/08/2010 00:00,      45.792,      33.025,      22.378
24/08/2010 00:00,      41.213,      19.475,      12.614
25/08/2010 00:00,     200.232,      85.235,      17.410
26/08/2010 00:00,    1198.195,     527.191,     106.013
27/08/2010 00:00,     471.398,     160.334,      66.787
28/08/2010 00:00,      93.744,      49.975,      10.109
29/08/2010 00:00,      40.003,      28.165,       8.208
30/08/2010 00:00,      22.550,      15.179,       7.603
31/08/2010 00:00,      15.898,      10.346,       2.246
01/09/2010 00:00,      10.627,       7.333,       1.901
02/09/2010 00:00,      12.269,       8.599,       4.752
03/09/2010 00:00,    1565.568,     124.358,       4.320
04/09/2010 00:00,    1787.357,     612.503,     177.638
05/09/2010 00:00,     569.117,     188.724,      95.299
06/09/2010 00:00,     870.394,     363.721,      77.760
07/09/2010 00:00,     136.426,      74.084,      49.075
08/09/2010 00:00,      57.110,      38.716,      23.760
09/09/2010 00:00,      29.894,      20.198,       4.320
10/09/2010 00:00,      20.822,      15.112,       3.370
11/09/2010 00:00,      18.835,      13.079,       7.603
12/09/2010 00:00,      16.762,      10.022,       4.147
13/09/2010 00:00,      22.291,       8.547,       2.506
14/09/2010 00:00,    1468.714,     514.340,      20.995
15/09/2010 00:00,     307.152,     107.169,      10.282
