"Time","A5010503","A5010503","A5010503"
"and","Discharge (Ml/day)","Discharge (Ml/day)","Discharge (Ml/day)"
"Date","Max","Mean","Min"
07/09/2011 00:00,"","",""
08/09/2011 00:00,      12.182,       9.954,       8.986
09/09/2011 00:00,      12.528,      11.751,      11.146
10/09/2011 00:00,      12.787,      11.143,      10.627
11/09/2011 00:00,      25.402,      17.446,      12.787
12/09/2011 00:00,      25.402,      22.499,      19.267
13/09/2011 00:00,      19.267,      15.117,      12.528
14/09/2011 00:00,      12.528,      10.861,       9.850
15/09/2011 00:00,       9.850,       9.164,       8.640
16/09/2011 00:00,       8.640,       8.231,       7.862
17/09/2011 00:00,       7.862,       7.543,       7.085
18/09/2011 00:00,       7.258,       6.990,       6.826
19/09/2011 00:00,       6.826,       6.451,       5.702
20/09/2011 00:00,       8.208,       7.144,       6.566
21/09/2011 00:00,      11.405,      10.019,       8.208
22/09/2011 00:00,       9.850,       8.526,       7.603
23/09/2011 00:00,       7.603,       7.149,       6.826
24/09/2011 00:00,       6.826,       6.640,       6.307
25/09/2011 00:00,       6.307,       6.008,       5.875
26/09/2011 00:00,       6.307,       6.207,       5.962
27/09/2011 00:00,       6.221,       5.946,       5.789
28/09/2011 00:00,       6.566,       5.936,       5.702
29/09/2011 00:00,      13.651,       8.825,       6.566
30/09/2011 00:00,      20.736,      18.584,      13.651
01/10/2011 00:00,      48.125,      38.471,      19.613
02/10/2011 00:00,      42.336,      29.503,      18.922
03/10/2011 00:00,      18.922,      14.323,      11.405
04/10/2011 00:00,      11.405,       9.753,       8.986
05/10/2011 00:00,       8.986,       8.750,       8.640
06/10/2011 00:00,      12.528,       9.865,       8.640
07/10/2011 00:00,      12.528,      11.916,      11.405
08/10/2011 00:00,      11.405,      10.489,       9.677
09/10/2011 00:00,       9.677,       9.295,       8.986
10/10/2011 00:00,       8.986,       8.250,       7.862
11/10/2011 00:00,       7.862,       7.796,       7.690
12/10/2011 00:00,       7.690,       7.372,       6.998
13/10/2011 00:00,       6.998,       6.844,       6.653
14/10/2011 00:00,       6.826,       6.787,       6.653
15/10/2011 00:00,       7.085,       6.636,       6.480
16/10/2011 00:00,       8.208,       7.511,       6.480
17/10/2011 00:00,       8.208,       7.491,       6.912
18/10/2011 00:00,       6.912,       6.165,       5.616
19/10/2011 00:00,       5.616,       5.065,       4.579
20/10/2011 00:00,       4.579,       4.452,       4.320
21/10/2011 00:00,       4.579,       4.448,       4.406
22/10/2011 00:00,       4.752,       4.588,       4.579
23/10/2011 00:00,       6.826,       6.494,       4.752
24/10/2011 00:00,       6.653,       6.555,       6.480
25/10/2011 00:00,       6.480,       6.165,       5.875
