"Time","A5030504","A5030504","A5030504"
"and","Discharge (Ml/day)","Discharge (Ml/day)","Discharge (Ml/day)"
"Date","Max","Mean","Min"
17/04/1973 00:00,"","",""
18/04/1973 00:00,     658.146,     185.968,       0.000
19/04/1973 00:00,     468.914,     105.946,      39.103
20/04/1973 00:00,     265.089,      95.155,      43.273
21/04/1973 00:00,      65.781,      44.778,      35.534
22/04/1973 00:00,      64.099,      46.938,      36.496
23/04/1973 00:00,      40.582,      33.709,      25.614
24/04/1973 00:00,      25.614,      20.307,      16.512
25/04/1973 00:00,      16.512,      15.197,      14.046
26/04/1973 00:00,      20.829,      18.168,      13.964
27/04/1973 00:00,      28.945,      22.517,      18.074
28/04/1973 00:00,      27.633,      22.395,      19.925
29/04/1973 00:00,      19.925,      17.434,      15.798
30/04/1973 00:00,      15.798,      15.408,      15.058
01/05/1973 00:00,      37.174,      27.370,      15.117
02/05/1973 00:00,      33.439,      25.306,      20.938
03/05/1973 00:00,     166.767,      79.892,      22.365
04/05/1973 00:00,      75.230,      53.216,      42.170
05/05/1973 00:00,      42.170,      33.069,      26.310
06/05/1973 00:00,      26.310,      22.227,      20.075
07/05/1973 00:00,      20.852,      18.981,      18.115
08/05/1973 00:00,      18.311,      17.974,      17.287
09/05/1973 00:00,     283.321,      66.128,      16.581
10/05/1973 00:00,     164.787,     116.894,      83.074
11/05/1973 00:00,      83.074,      58.992,      43.542
12/05/1973 00:00,      43.542,      36.059,      30.751
13/05/1973 00:00,      38.902,      31.452,      26.166
14/05/1973 00:00,     286.791,      83.492,      24.823
15/05/1973 00:00,     167.885,      97.772,      69.884
16/05/1973 00:00,      69.884,      58.313,      49.971
17/05/1973 00:00,      49.971,      43.523,      35.765
18/05/1973 00:00,      35.765,      31.784,      29.403
19/05/1973 00:00,      29.403,      27.575,      26.256
20/05/1973 00:00,      26.256,      24.903,      23.473
21/05/1973 00:00,      23.473,      22.459,      21.448
22/05/1973 00:00,      21.448,      20.501,      19.679
23/05/1973 00:00,      26.073,      20.244,      19.323
24/05/1973 00:00,      53.104,      39.795,      26.073
25/05/1973 00:00,     233.645,      85.231,      28.782
26/05/1973 00:00,     104.615,      74.427,      56.186
27/05/1973 00:00,      56.186,      47.034,      40.281
28/05/1973 00:00,      40.281,      35.313,      32.091
29/05/1973 00:00,      39.319,      34.106,      31.666
30/05/1973 00:00,      39.312,      34.648,      31.100
31/05/1973 00:00,      31.100,      29.357,      28.226
01/06/1973 00:00,     561.621,     225.362,      28.465
02/06/1973 00:00,     460.637,     345.602,     236.419
03/06/1973 00:00,     263.166,     190.514,     131.711
04/06/1973 00:00,     350.262,     143.364,      98.703
