"Time","A5010500","A5010500","A5010500"
"and","Discharge (Ml/day)","Discharge (Ml/day)","Discharge (Ml/day)"
"Date","Max","Mean","Min"
07/03/1969 00:00,"","",""
08/03/1969 00:00,       1.210,       1.127,       0.999
09/03/1969 00:00,       1.210,       1.190,       1.140
10/03/1969 00:00,       1.140,       1.032,       0.929
11/03/1969 00:00,       0.929,       0.861,       0.778
12/03/1969 00:00,       0.950,       0.938,       0.871
13/03/1969 00:00,       1.123,       0.939,       0.864
14/03/1969 00:00,       2.871,       1.877,       1.123
15/03/1969 00:00,      10.109,       7.072,       2.871
16/03/1969 00:00,       9.974,       6.649,       4.920
17/03/1969 00:00,       4.920,       4.558,       4.406
18/03/1969 00:00,       4.406,       4.283,       4.132
19/03/1969 00:00,       4.132,       4.049,       3.912
20/03/1969 00:00,       4.579,       4.197,       3.888
21/03/1969 00:00,       4.147,       3.751,       3.278
22/03/1969 00:00,       3.278,       3.183,       3.031
23/03/1969 00:00,       5.299,       3.640,       2.938
24/03/1969 00:00,       9.158,       7.682,       5.299
25/03/1969 00:00,       9.418,       7.402,       5.715
26/03/1969 00:00,       5.715,       5.355,       5.184
27/03/1969 00:00,       6.048,       5.632,       5.401
28/03/1969 00:00,       5.502,       4.884,       4.336
29/03/1969 00:00,       4.336,       4.060,       3.888
30/03/1969 00:00,       5.357,       4.726,       4.139
31/03/1969 00:00,       6.048,       5.240,       4.367
01/04/1969 00:00,       4.367,       3.891,       3.309
02/04/1969 00:00,       3.370,       3.297,       3.200
03/04/1969 00:00,       3.283,       2.158,       0.000
04/04/1969 00:00,       3.283,       1.775,       0.000
05/04/1969 00:00,       2.854,       2.834,       2.786
06/04/1969 00:00,       2.786,       2.681,       2.575
07/04/1969 00:00,       2.575,       2.486,       2.333
08/04/1969 00:00,       2.333,       2.206,       1.979
09/04/1969 00:00,       1.979,       1.805,       1.683
10/04/1969 00:00,       1.814,       1.714,       1.642
11/04/1969 00:00,       1.930,       1.816,       1.814
12/04/1969 00:00,       3.413,       2.525,       1.930
13/04/1969 00:00,      29.981,       7.806,       3.413
14/04/1969 00:00,      30.326,      13.907,       6.653
15/04/1969 00:00,       7.085,       2.402,       0.000
16/04/1969 00:00,       0.000,       0.000,       0.000
17/04/1969 00:00,       0.000,       0.000,       0.000
18/04/1969 00:00,       3.612,       1.685,       0.000
19/04/1969 00:00,       4.067,       3.760,       3.612
20/04/1969 00:00,       7.044,       5.568,       4.067
21/04/1969 00:00,      14.602,      12.019,       7.044
22/04/1969 00:00,       9.232,       6.353,       4.841
23/04/1969 00:00,       4.841,       4.398,       4.032
24/04/1969 00:00,       6.307,       4.428,       3.370
