Variable Name,Min Date,Max Date,Number of Samples
Conductivity,31/03/2011 10:58:51,12/11/2014 13:13:57,62815.000
WQ_DIAG_TOT_TURBIDITY,31/03/2011 10:58:06,12/11/2014 13:14:20,63516.000
WQ_CAR_PH,31/03/2011 10:58:09,12/11/2014 13:14:20,63550.000
SAL,31/03/2011 10:58:51,12/11/2014 13:13:57,63550.000
TEMP,31/03/2011 10:58:04,12/11/2014 13:14:17,63550.000
WQ_DIAG_TOT_TSS,31/03/2011 10:58:06,12/11/2014 13:14:20,63550.000
WQ_TRC_SS1,31/03/2011 10:58:06,12/11/2014 13:14:20,63550.000
