Variable Name,Min Date,Max Date,Number of Samples
WQ_OXY_OXY,25/11/2010 11:52:05,06/02/2013 10:01:00,13.000
Conductivity,25/11/2010 11:53:04,06/02/2013 10:00:25,13.000
WQ_CAR_DIC,25/11/2010 11:52:27,06/02/2013 10:01:14,13.000
WQ_CAR_PH,25/11/2010 11:52:17,06/02/2013 10:00:15,13.000
TEMP,25/11/2010 11:52:34,06/02/2013 10:00:38,13.000
SAL,25/11/2010 11:53:04,06/02/2013 10:00:25,13.000
