Variable Name,Min Date,Max Date,Number of Samples
WQ_OXY_OXY,21/06/2010 10:46:20,21/06/2010 10:46:20,1.000
Conductivity,21/06/2010 10:45:02,21/06/2010 10:45:02,1.000
WQ_CAR_DIC,21/06/2010 10:45:50,21/06/2010 10:45:50,1.000
WQ_CAR_PH,21/06/2010 10:46:21,21/06/2010 10:46:21,1.000
TEMP,21/06/2010 10:45:24,21/06/2010 10:45:24,1.000
SAL,21/06/2010 10:45:02,21/06/2010 10:45:02,1.000
