Variable Name,Min Date,Max Date,Number of Samples
WQ_OXY_OXY,12/07/2010 10:06:06,12/07/2010 10:06:06,1.000
Conductivity,12/07/2010 10:06:21,12/07/2010 10:06:21,1.000
WQ_CAR_DIC,12/07/2010 10:06:08,12/07/2010 10:06:08,1.000
WQ_CAR_PH,12/07/2010 10:05:00,12/07/2010 10:05:00,1.000
TEMP,12/07/2010 10:05:08,12/07/2010 10:05:08,1.000
SAL,12/07/2010 10:06:21,12/07/2010 10:06:21,1.000
