347550.774115967,6035975.21079834
347572.937836842,6035963.6449228
347595.101557716,6035952.07904726
347617.265278591,6035940.51317172
347639.428999466,6035928.94729618
347661.592720341,6035917.38142064
347683.756441215,6035905.81554511
347705.92016209,6035894.24966957
347728.083882965,6035882.68379403
347750.24760384,6035871.11791849
347772.411324714,6035859.55204295
347794.575045589,6035847.98616741
347816.738766464,6035836.42029187
347838.902487339,6035824.85441633
347861.066208213,6035813.28854079
347883.229929088,6035801.72266525
347905.393649963,6035790.15678971
347927.557370838,6035778.59091417
347949.721091712,6035767.02503864
347971.884812587,6035755.4591631
347994.048533462,6035743.89328756
348016.212254337,6035732.32741202
348038.375975211,6035720.76153648
348060.539696086,6035709.19566094
348082.703416961,6035697.6297854
348104.867137836,6035686.06390986
348127.03085871,6035674.49803432
348149.194579585,6035662.93215878
348171.35830046,6035651.36628324
348193.522021335,6035639.80040771
348215.685742209,6035628.23453217
348237.849463084,6035616.66865663
348260.013183959,6035605.10278109
348282.176904834,6035593.53690555
348304.340625708,6035581.97103001
348326.504346583,6035570.40515447
348348.668067458,6035558.83927893
348370.831788332,6035547.27340339
348392.995509207,6035535.70752785
348415.159230082,6035524.14165231
348437.322950957,6035512.57577678
348459.486671832,6035501.00990124
348481.650392706,6035489.4440257
348503.814113581,6035477.87815016
348525.977834456,6035466.31227462
348548.14155533,6035454.74639908
348570.305276205,6035443.18052354
348592.46899708,6035431.614648
348614.632717955,6035420.04877246
348636.796438829,6035408.48289692
348658.960159704,6035396.91702138
348681.123880579,6035385.35114584
348703.287601454,6035373.78527031
348725.451322328,6035362.21939477
348747.615043203,6035350.65351923
348769.778764078,6035339.08764369
348791.942484953,6035327.52176815
348814.106205827,6035315.95589261
348836.269926702,6035304.39001707
348858.433647577,6035292.82414153
348880.597368452,6035281.25826599
348902.761089326,6035269.69239045
348924.924810201,6035258.12651491
348947.088531076,6035246.56063938
348964.286688327,6035229.38189764
348978.468587683,6035208.79370368
348992.650487039,6035188.20550972
349006.832386394,6035167.61731575
349021.01428575,6035147.02912179
349035.196185105,6035126.44092783
349049.378084461,6035105.85273386
349063.559983817,6035085.2645399
349077.741883172,6035064.67634594
349091.923782528,6035044.08815197
349106.105681883,6035023.49995801
349120.287581239,6035002.91176405
349134.469480595,6034982.32357008
349148.65137995,6034961.73537612
349162.833279306,6034941.14718216
349177.015178661,6034920.55898819
349191.197078017,6034899.97079423
349205.378977373,6034879.38260027
349219.560876728,6034858.79440631
349233.742776084,6034838.20621234
349247.924675439,6034817.61801838
349262.106574795,6034797.02982442
349276.288474151,6034776.44163045
349290.470373506,6034755.85343649
349304.652272862,6034735.26524253
349318.834172217,6034714.67704856
349333.016071573,6034694.0888546
349347.197970929,6034673.50066064
