ISOTime,Flow,SAL,TEMP,TRACE_1,SS1,RET,OXY,RSI,AMM,NIT,FRP,FRP_ADS,DOC,POC,DON,PON,DOP,POP,GRN
15/09/2014 00:00:00,1.424491,0.364181,19.344294,0.000000,0.000000,0.000000,271.636719,459.619690,0.831115,0.000000,0.045163,0.213873,1435.792725,1.407681,123.530235,0.315513,5.294404,0.036356,52.195362
16/09/2014 00:00:00,1.109120,0.362265,14.820379,0.000000,0.000000,0.000000,306.184662,451.389496,0.341607,0.000000,0.043392,0.209760,1426.125366,1.783818,123.113289,0.396602,5.274840,0.045973,53.261631
17/09/2014 00:00:00,0.185914,0.416440,13.447223,0.000000,0.000000,0.000000,315.388153,513.552856,0.270611,0.000000,0.030308,0.145227,1643.169312,2.073634,127.667358,0.406111,5.457561,0.047049,51.370792
18/09/2014 00:00:00,0.000000,0.421924,13.075599,0.000000,0.000000,0.000000,314.586548,521.476868,0.311382,0.000000,0.028145,0.136440,1665.005249,1.945692,128.471207,0.385611,5.491808,0.044577,51.162323
19/09/2014 00:00:00,0.000000,0.422896,14.246480,0.000000,0.000000,0.000000,298.140381,524.356506,0.355229,0.000000,0.027003,0.130304,1668.973999,1.811410,128.750244,0.367485,5.504791,0.042370,51.113747
20/09/2014 00:00:00,0.000000,0.424265,16.214657,0.000000,0.000000,0.000000,292.218109,527.881226,0.413809,0.000000,0.026003,0.124389,1674.517822,1.700783,129.137115,0.353639,5.522461,0.040670,51.241745
21/09/2014 00:00:00,0.000000,0.424885,16.411476,0.000000,0.000000,0.000000,285.802979,530.656555,0.492423,0.000000,0.025042,0.119240,1677.103027,1.600292,129.316635,0.341390,5.531352,0.039160,51.314514
22/09/2014 00:00:00,0.000000,0.426175,16.835365,0.000000,0.000000,0.000000,277.208771,534.391113,0.587960,0.000000,0.024317,0.115219,1682.328613,1.512368,129.716263,0.331061,5.549668,0.037867,51.434292
23/09/2014 00:00:00,1.117905,0.427852,16.530722,0.000000,0.000000,0.000000,282.639160,538.598511,0.694716,0.000000,0.023687,0.112869,1689.073120,1.436320,130.222702,0.322371,5.572521,0.036756,51.421665
24/09/2014 00:00:00,3.591481,0.401132,16.775478,0.000000,0.000000,0.000000,273.865570,506.239990,0.667828,0.000000,0.029489,0.139652,1576.119263,1.358000,127.399490,0.315754,5.448104,0.036001,53.004646
25/09/2014 00:00:00,0.753160,0.352242,16.446644,0.000000,0.000000,0.000000,290.314911,439.157684,0.260753,0.000000,0.043180,0.205887,1375.729614,1.718776,121.466248,0.407297,5.194376,0.047312,54.129025
26/09/2014 00:00:00,0.000000,0.366082,16.195023,0.000000,0.000000,0.000000,287.517059,457.340820,0.246994,0.000000,0.037646,0.180491,1432.635742,1.683159,123.110481,0.398980,5.266345,0.046310,54.684769
27/09/2014 00:00:00,0.000000,0.368203,18.257343,0.000000,0.000000,0.000000,277.447662,462.330750,0.264349,0.000000,0.035241,0.167570,1441.153931,1.591460,123.818520,0.383985,5.298254,0.044477,56.026638
28/09/2014 00:00:00,1.088912,0.372005,15.544076,0.000000,0.000000,0.000000,303.970886,469.332672,0.271045,0.000000,0.032327,0.156013,1456.257690,1.518443,125.070244,0.372903,5.353389,0.043062,57.450684
29/09/2014 00:00:00,2.095799,0.402424,16.077097,0.000000,0.000000,0.000000,296.403717,504.354279,0.379344,0.000000,0.027354,0.129523,1578.398560,1.587308,127.605675,0.376038,5.458339,0.043452,55.490028
30/09/2014 00:00:00,0.473773,0.423192,15.584261,0.000000,0.000000,0.000000,303.840881,520.345947,0.308680,0.000000,0.025743,0.117885,1658.316650,1.850514,126.265083,0.413808,5.390257,0.048180,52.063568
01/10/2014 00:00:00,0.000000,0.416016,13.854809,0.000000,0.000000,0.000000,308.815887,515.199219,0.378653,0.000000,0.025577,0.119964,1631.024414,1.697000,126.218582,0.392316,5.393008,0.045632,52.124153
02/10/2014 00:00:00,0.000000,0.418026,16.958019,0.000000,0.000000,0.000000,287.777222,519.831726,0.466306,0.000000,0.024971,0.115772,1639.059204,1.583511,126.931923,0.372718,5.424862,0.043250,52.197037
03/10/2014 00:00:00,0.000000,0.419419,20.580585,0.000000,0.000000,0.000000,255.877960,524.255188,0.631846,0.000000,0.025159,0.113259,1644.680298,1.491351,127.422638,0.357885,5.447351,0.041459,52.390526
04/10/2014 00:00:00,0.000000,0.421406,21.475843,0.000000,0.000000,0.000000,249.409485,530.195679,0.901910,0.000000,0.025891,0.114659,1652.648926,1.414698,128.095825,0.346477,5.477809,0.040098,52.812256
05/10/2014 00:00:00,0.000000,0.423812,21.315950,0.000000,0.000000,0.000000,249.162262,536.668945,1.126241,0.000000,0.025870,0.116014,1662.262695,1.346365,128.933243,0.336390,5.515377,0.038867,53.302032
06/10/2014 00:00:00,1.974699,0.427291,19.418259,0.000000,0.000000,0.000000,270.558929,544.462097,1.327198,0.000000,0.025531,0.117454,1676.085449,1.293600,130.085312,0.329456,5.566363,0.037975,53.964462
07/10/2014 00:00:00,0.752153,0.412966,16.520735,0.000000,0.000000,0.000000,290.991638,510.501709,0.420590,0.000000,0.028209,0.130742,1610.843872,1.798171,126.385567,0.426884,5.392294,0.050007,55.173977
08/10/2014 00:00:00,0.000000,0.415558,16.032017,0.000000,0.000000,0.000000,290.086212,513.336182,0.377762,0.000000,0.026691,0.125003,1620.286499,1.757399,126.752144,0.420099,5.407345,0.049238,55.295181
09/10/2014 00:00:00,0.000000,0.416454,18.574404,0.000000,0.000000,0.000000,263.427338,516.890686,0.490056,0.000000,0.025908,0.119224,1623.923828,1.642563,127.057480,0.399058,5.421830,0.046672,55.475361
10/10/2014 00:00:00,0.067002,0.418287,19.235455,0.000000,0.000000,0.000000,264.120697,522.054871,0.659597,0.000000,0.025359,0.115723,1631.243042,1.551629,127.654579,0.383506,5.448937,0.044767,55.932278
11/10/2014 00:00:00,2.940116,0.421467,18.490025,0.000000,0.000000,0.000000,276.362793,528.472534,0.782688,0.000000,0.024470,0.112849,1643.711304,1.480242,128.633301,0.371690,5.492081,0.043281,56.381310
12/10/2014 00:00:00,0.960046,0.355056,18.716663,0.000000,0.000000,0.000000,277.129181,448.003967,0.595575,0.000000,0.036926,0.170390,1369.466919,1.508979,121.559120,0.353858,5.154538,0.040981,59.947300
13/10/2014 00:00:00,0.000000,0.389883,14.833743,0.000000,0.000000,0.000000,311.582520,487.279755,0.529758,0.000000,0.029108,0.134249,1511.235352,1.617073,124.639503,0.393241,5.300611,0.045927,58.453320
