ISOTime,Wx,Wy,Atemp,Rel_Hum,Sol_Rad,Clouds,W_Speed,W_Dir 
01/01/2015 00:00:00,-0.014142,-0.014142,10.600000,95.800000,0.000000,0.898752,0.020000,45.000000 
01/01/2015 01:00:00,-0.127279,-0.127279,9.700000,97.000000,0.000000,0.898752,0.180000,45.000000 
01/01/2015 02:00:00,-0.063640,-0.063640,8.600000,97.600000,0.000000,0.898752,0.090000,45.000000 
01/01/2015 03:00:00,-0.601041,-0.601041,9.500000,99.200000,0.000000,0.898752,0.850000,45.000000 
01/01/2015 04:00:00,-0.275772,-0.275772,9.500000,98.100000,0.000000,0.898752,0.390000,45.000000 
01/01/2015 05:00:00,-0.127279,-0.127279,9.700000,98.500000,8.000000,0.898752,0.180000,45.000000 
01/01/2015 06:00:00,-0.424264,-0.424264,11.600000,97.400000,154.000000,0.036514,0.600000,45.000000 
01/01/2015 07:00:00,-0.657609,-0.657609,16.200000,82.000000,221.000000,0.078752,0.930000,45.000000 
01/01/2015 08:00:00,-2.085965,-2.085965,19.600000,69.500000,435.000000,0.055081,2.950000,45.000000 
01/01/2015 09:00:00,-2.439518,-2.439518,20.700000,69.000000,796.000000,0.036514,3.450000,45.000000 
01/01/2015 10:00:00,-2.022325,-2.022325,21.700000,53.100000,516.000000,0.300870,2.860000,45.000000 
01/01/2015 11:00:00,-1.414214,-1.414214,25.700000,29.700000,1128.000000,0.036514,2.000000,45.000000 
01/01/2015 12:00:00,-1.994041,-1.994041,26.000000,32.900000,576.000000,0.358258,2.820000,45.000000 
01/01/2015 13:00:00,-1.979899,-1.979899,28.900000,27.500000,953.000000,0.090764,2.800000,45.000000 
01/01/2015 14:00:00,-1.852620,-1.852620,30.400000,25.000000,934.000000,0.078143,2.620000,45.000000 
01/01/2015 15:00:00,-2.206173,-2.206173,31.500000,22.800000,771.000000,0.131397,3.120000,45.000000 
01/01/2015 16:00:00,-2.291026,-2.291026,32.000000,20.900000,580.000000,0.193015,3.240000,45.000000 
01/01/2015 17:00:00,-1.682914,-1.682914,32.200000,21.500000,379.000000,0.272609,2.380000,45.000000 
01/01/2015 18:00:00,-0.579827,-0.579827,26.200000,53.800000,108.000000,0.645950,0.820000,45.000000 
01/01/2015 19:00:00,-0.487904,-0.487904,22.000000,75.300000,10.000000,0.898752,0.690000,45.000000 
01/01/2015 20:00:00,-0.643467,-0.643467,19.300000,89.800000,0.000000,0.898752,0.910000,45.000000 
01/01/2015 21:00:00,-0.176777,-0.176777,16.800000,93.100000,0.000000,0.898752,0.250000,45.000000 
01/01/2015 22:00:00,-0.127279,-0.127279,15.400000,96.100000,0.000000,0.898752,0.180000,45.000000 
01/01/2015 23:00:00,-0.056569,-0.056569,15.300000,96.300000,0.000000,0.898752,0.080000,45.000000 
02/01/2015 00:00:00,-0.487904,-0.487904,16.700000,92.600000,0.000000,0.898752,0.690000,45.000000 
02/01/2015 01:00:00,-0.021213,-0.021213,16.200000,86.300000,0.000000,0.898752,0.030000,45.000000 
02/01/2015 02:00:00,-0.997021,-0.997021,18.800000,63.900000,0.000000,0.898752,1.410000,45.000000 
02/01/2015 03:00:00,-0.742462,-0.742462,20.400000,45.300000,0.000000,0.898752,1.050000,45.000000 
02/01/2015 04:00:00,-1.138442,-1.138442,23.100000,32.600000,0.000000,0.898752,1.610000,45.000000 
02/01/2015 05:00:00,-0.749533,-0.749533,20.500000,41.100000,22.000000,0.036514,1.060000,45.000000 
02/01/2015 06:00:00,-1.880904,-1.880904,25.400000,29.200000,225.000000,0.036514,2.660000,45.000000 
02/01/2015 07:00:00,-1.689985,-1.689985,29.900000,21.700000,377.000000,0.036514,2.390000,45.000000 
02/01/2015 08:00:00,-2.177889,-2.177889,37.100000,13.300000,503.000000,0.036514,3.080000,45.000000 
02/01/2015 09:00:00,3.365828,3.365828,38.500000,11.400000,746.000000,0.036514,4.760000,225.000000 
02/01/2015 10:00:00,3.549676,3.549676,40.100000,10.300000,910.000000,0.036514,5.020000,225.000000 
02/01/2015 11:00:00,3.379970,3.379970,40.800000,9.700000,973.000000,0.036514,4.780000,225.000000 
02/01/2015 12:00:00,2.920351,2.920351,41.400000,9.100000,982.000000,0.061397,4.130000,225.000000 
02/01/2015 13:00:00,2.361737,2.361737,42.400000,8.700000,973.000000,0.077959,3.340000,225.000000 
02/01/2015 14:00:00,2.453661,2.453661,43.200000,7.500000,904.000000,0.098101,3.470000,225.000000 
02/01/2015 15:00:00,2.517300,2.517300,43.100000,7.600000,714.000000,0.176297,3.560000,225.000000 
02/01/2015 16:00:00,1.562706,1.562706,43.200000,7.800000,601.000000,0.173375,2.210000,225.000000 
02/01/2015 17:00:00,-1.477853,-1.477853,35.400000,24.800000,351.000000,0.313627,2.090000,45.000000 
02/01/2015 18:00:00,-1.272792,-1.272792,29.800000,34.700000,68.000000,0.835394,1.800000,45.000000 
02/01/2015 19:00:00,-1.216224,-1.216224,26.300000,47.500000,27.000000,0.861574,1.720000,45.000000 
02/01/2015 20:00:00,-0.233345,-0.233345,21.800000,59.500000,0.000000,0.898752,0.330000,45.000000 
02/01/2015 21:00:00,-0.007071,-0.007071,18.400000,70.100000,0.000000,0.898752,0.010000,45.000000 
02/01/2015 22:00:00,-0.219203,-0.219203,17.200000,73.800000,0.000000,0.898752,0.310000,45.000000 
02/01/2015 23:00:00,-0.183848,-0.183848,17.700000,64.200000,0.000000,0.898752,0.260000,45.000000 
03/01/2015 00:00:00,-0.226274,-0.226274,17.000000,65.500000,0.000000,0.898752,0.320000,45.000000 
03/01/2015 01:00:00,-0.056569,-0.056569,14.800000,73.600000,0.000000,0.898752,0.080000,45.000000 
03/01/2015 02:00:00,-0.056569,-0.056569,14.400000,73.200000,0.000000,0.898752,0.080000,45.000000 
03/01/2015 03:00:00,-0.275772,-0.275772,14.800000,72.300000,0.000000,0.898752,0.390000,45.000000 
03/01/2015 04:00:00,-0.325269,-0.325269,15.500000,83.400000,0.000000,0.898752,0.460000,45.000000 
03/01/2015 05:00:00,-0.975807,-0.975807,18.500000,90.000000,7.000000,0.898752,1.380000,45.000000 
03/01/2015 06:00:00,-0.629325,-0.629325,20.200000,91.500000,228.000000,0.036514,0.890000,45.000000 
03/01/2015 07:00:00,-1.039447,-1.039447,22.400000,75.200000,356.000000,0.036514,1.470000,45.000000 
03/01/2015 08:00:00,-1.491995,-1.491995,23.500000,68.400000,439.000000,0.043049,2.110000,45.000000 
03/01/2015 09:00:00,-1.562706,-1.562706,26.000000,56.600000,801.000000,0.036514,2.210000,45.000000 
03/01/2015 10:00:00,-1.739483,-1.739483,26.400000,54.000000,768.000000,0.073728,2.460000,45.000000 
03/01/2015 11:00:00,-1.824336,-1.824336,27.700000,45.700000,652.000000,0.252639,2.580000,45.000000 
03/01/2015 12:00:00,-2.213244,-2.213244,29.800000,28.100000,887.000000,0.122656,3.130000,45.000000 
03/01/2015 13:00:00,-4.376991,-4.376991,25.500000,63.500000,892.000000,0.130056,6.190000,45.000000 
03/01/2015 14:00:00,-3.259762,-3.259762,24.000000,64.700000,732.000000,0.220126,4.610000,45.000000 
03/01/2015 15:00:00,-2.008183,-2.008183,22.000000,75.500000,139.000000,0.898752,2.840000,45.000000 
03/01/2015 16:00:00,-2.050610,-2.050610,24.400000,59.300000,411.000000,0.375521,2.900000,45.000000 
03/01/2015 17:00:00,-1.244508,-1.244508,20.900000,80.600000,66.000000,0.898752,1.760000,45.000000 
03/01/2015 18:00:00,-0.728320,-0.728320,20.900000,78.600000,96.000000,0.696102,1.030000,45.000000 
03/01/2015 19:00:00,-1.626346,-1.626346,20.500000,69.200000,5.000000,0.898752,2.300000,45.000000 
03/01/2015 20:00:00,-2.538513,-2.538513,19.400000,89.100000,0.000000,0.898752,3.590000,45.000000 
03/01/2015 21:00:00,-2.538513,-2.538513,19.100000,82.700000,0.000000,0.898752,3.590000,45.000000 
03/01/2015 22:00:00,-1.336432,-1.336432,18.600000,82.600000,0.000000,0.898752,1.890000,45.000000 
03/01/2015 23:00:00,-1.548564,-1.548564,18.400000,81.700000,0.000000,0.898752,2.190000,45.000000 
04/01/2015 00:00:00,-1.817264,-1.817264,18.400000,81.100000,0.000000,0.898752,2.570000,45.000000 
04/01/2015 01:00:00,-1.513209,-1.513209,17.900000,82.600000,0.000000,0.898752,2.140000,45.000000 
